회사명,종류,회차,발행액(억원),만기일,평가종류,직전등급,현재등급,평가일,리포트,Type
한국주택금융공사,BC,MBS 2010-16,100.0,2030.12.23,정기,AAA (sf),AAA (sf),2018.02.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-20,3712.67,2047.01.25,정기,AAA (sf),AAA (sf),2018.02.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-41,100.0,2032.12.13,정기,AAA (sf),AAA (sf),2018.02.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-21,100.0,2034.12.18,정기,AAA (sf),AAA (sf),2018.02.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-27,100.0,2035.12.04,정기,AAA (sf),AAA (sf),2018.02.27,S,자산유동화증권
아이코스제이차,ABSTB,23,500.0,,본,,A1 (sf),2018.02.23,S R,자산유동화증권
에프엔아이씨티,ABSTB,20,1000.0,,본,,A1 (sf),2018.02.23,S R,자산유동화증권
엘엠아이제이차,ABL,,500.0,,본,,AA- (sf),2018.02.23,S R,자산유동화증권
엘엠아이제일차,ABL,,200.0,,본,,AA- (sf),2018.02.23,S R,자산유동화증권
엘터미널제이차,ABCP,20,700.0,,본,,A1 (sf),2018.02.23,S R,자산유동화증권
엘터미널제일차,ABCP,20,500.0,,본,,A1 (sf),2018.02.23,S R,자산유동화증권
엠디엘퍼스트,ABSTB,20,800.0,,본,,A1 (sf),2018.02.23,S R,자산유동화증권
지에스더블유유동화제이차,ABS,2(사모사채),500.0,2023.02.23,본,,AA- (sf),2018.02.23,S R,자산유동화증권
케이비엘인천제일차,ABCP,20,1000.0,,본,,A1 (sf),2018.02.23,S R,자산유동화증권
기가엘티이제삼십칠차유동화전문,ABS,1-27,100.0,2021.10.06,본,,AAA (sf),2018.02.22,S R,자산유동화증권
케이비유케이센터제일차,ABSTB,22,105.0,,수시,A1 (sf),A1 (sf),2018.02.19,S,자산유동화증권
워머신제십차,ABSTB,2-23,2.0,,본,,A1 (sf),2018.02.13,S R,자산유동화증권
엔에이치디스플레이제일차,ABCP,13,1.0,,본,,A1 (sf),2018.02.07,S R,자산유동화증권
와이케이블루스카이제일차,ABSTB,20,6.0,,본,,A1 (sf),2018.02.06,S R,자산유동화증권
동대구터미널제일차,ABCP,23,500.0,,정기,A1 (sf),A1 (sf),2018.02.02,S,자산유동화증권
티월드제이십일차유동화전문,ABS,1-27,75.0,2021.08.12,본,,AAA (sf),2018.02.01,S R,자산유동화증권
에이블올디렉션,ABSTB,17,80.0,,본,,A1 (sf),2018.01.31,S R,자산유동화증권
한국주택금융공사,BC,MBS 2009-11,100.0,2029.11.10,정기,AAA (sf),AAA (sf),2018.01.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-18,100.0,2031.11.24,정기,AAA (sf),AAA (sf),2018.01.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-35,100.0,2032.11.22,정기,AAA (sf),AAA (sf),2018.01.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-38,1104.03,2047.12.25,정기,AAA (sf),AAA (sf),2018.01.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-40,100.0,2033.11.28,정기,AAA (sf),AAA (sf),2018.01.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-18,100.0,2034.11.06,정기,AAA (sf),AAA (sf),2018.01.31,S,자산유동화증권
에어퍼스트제일차,ABSTB,17,204.0,,수시,A2+ (sf)↑,A2+ (sf)↑,2018.01.30,S,자산유동화증권
에어퍼스트제일차,ABCP,18,1.5,,수시,A2+ (sf)↑,A2+ (sf)↑,2018.01.30,S,자산유동화증권
유플러스엘티이제삼십칠차유동화전문,ABS,1-17,20.0,2021.08.09,본,,AAA (sf),2018.01.29,S R,자산유동화증권
에어퍼스트제일차,ABSTB,17,204.0,,수시,,A2+ (sf)↑,2018.01.26,S,자산유동화증권
에어퍼스트제일차,ABCP,18,1.5,2022.09.30,본,,A2+ (sf)↑,2018.01.26,S,자산유동화증권
에어퍼스트제일차,ABCP,18,1.5,,수시,,A2+ (sf)↑,2018.01.26,S,자산유동화증권
엠디플라이트제이차,ABSTB,14,202.0,,본,,A1 (sf),2018.01.26,S R,자산유동화증권
디더블유에스에스아이에이,ABSTB,34,130.0,,정기,A1 (sf),A1 (sf),2018.01.23,S,자산유동화증권
칼제이십이차유동화전문,ABS,1-16,200.0,2023.01.26,본,,A (sf),2018.01.18,S R,자산유동화증권
산업기반신보제이십차유동화전문,ABS,1,3500.0,2038.01.06,본,,AAA (sf),2018.01.09,S R,자산유동화증권
용두6컨소유동화전문,ABS,1,1500.0,2021.09.30,본,,AA+ (sf),2018.01.05,S R,자산유동화증권
금호트러스트제일차,ABCP,61,22.0,,정기,A1 (sf),A1 (sf),2017.12.28,S,자산유동화증권
메인스트림제사차,ABCP,20,166.0,,정기,A1 (sf),A1 (sf),2017.12.28,S,자산유동화증권
제이엠유동화제일차,ABSTB,25-1,3.0,,수시,A1 (sf),A1 (sf),2017.12.27,S,자산유동화증권
산업기반신보제육차유동화전문,ABS,1,240.0,2027.01.06,정기,AAA (sf),AAA (sf),2017.12.22,S,자산유동화증권
에스솔루션제일차,ABCP,2-16,44.64,,수시,A1 (sf),A1 (sf),2017.12.20,S,자산유동화증권
기가엘티이제삼십육차유동화전문,ABS,1-27,50.0,2021.07.28,본,,AAA (sf),2017.12.18,S R,자산유동화증권
한국주택금융공사,BC,MBS 2010-13,100.0,2030.10.28,정기,AAA (sf),AAA (sf),2017.12.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-15,4533.68,2046.11.25,정기,AAA (sf),AAA (sf),2017.12.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-29,100.0,2032.10.11,정기,AAA (sf),AAA (sf),2017.12.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-32,100.0,2032.11.01,정기,AAA (sf),AAA (sf),2017.12.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-34,100.0,2033.10.10,정기,AAA (sf),AAA (sf),2017.12.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-24,100.0,2035.10.23,정기,AAA (sf),AAA (sf),2017.12.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2016-21,100.0,2036.10.07,정기,AAA (sf),AAA (sf),2017.12.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2016-22,100.0,2036.10.21,정기,AAA (sf),AAA (sf),2017.12.15,S,자산유동화증권
피닉스교문제일차,ABSTB,16,200.0,,본,,A2+ (sf),2017.12.14,S R,자산유동화증권
테헤란롯데,ABSTB,20,550.0,,본,,A1 (sf),2017.12.08,S R,자산유동화증권
하나롯데제일차,ABSTB,20,550.0,,본,,A1 (sf),2017.12.08,S R,자산유동화증권
한국주택금융공사,BC,MBS 2012-26,1757.78,2047.09.25,정기,AAA (sf),AAA (sf),2017.11.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-31,100.0,2033.09.12,정기,AAA (sf),AAA (sf),2017.11.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-15,100.0,2034.09.18,정기,AAA (sf),AAA (sf),2017.11.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-22,100.0,2035.09.18,정기,AAA (sf),AAA (sf),2017.11.30,S,자산유동화증권
엠에스가디,ABSTB,25,490.0,,본,,A1 (sf),2017.11.29,S R,자산유동화증권
에스솔루션제일차,ABCP,3-16,9.22,,본,,A1 (sf),2017.11.27,S R,자산유동화증권
하이얼티밋제육차,ABSTB,16,150.0,,본,,A2+ (sf)↑,2017.11.24,S R,자산유동화증권
블루드림제십구차,ABSTB,1-22,1.0,,본,,A1 (sf),2017.11.23,S R,자산유동화증권
케이비유케이센터제일차,ABSTB,22,105.0,,수시,A1 (sf),A1 (sf),2017.11.23,S,자산유동화증권
색동이제십구차유동화전문,ABS,1-14,50.0,2021.09.22,수시,A- (sf),BBB+ (sf),2017.11.21,S,자산유동화증권
색동이제십구차유동화전문,ABS,1-28,100.0,2021.09.22,수시,AAA (sf),AAA (sf),2017.11.21,S,자산유동화증권
오토피아제육십사차유동화전문,ABS,1-40,100.0,2022.08.18,본,,AAA (sf),2017.11.17,S R,자산유동화증권
엠디프라임제일차,ABSTB,20,4123.0,,본,,A1 (sf),2017.11.15,S R,자산유동화증권
비앙코제이차,ABCP,22,3.0,,수시,A1 (sf),A1 (sf),2017.11.09,S,자산유동화증권
제이엠유동화제일차,ABSTB,25-1,3.0,,수시,A1 (sf),A1 (sf),2017.10.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2010-10,100.0,2030.08.26,정기,AAA (sf),AAA (sf),2017.10.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-12,100.0,2031.08.30,정기,AAA (sf),AAA (sf),2017.10.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-20,100.0,2032.08.09,정기,AAA (sf),AAA (sf),2017.10.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-21,100.0,2032.08.17,정기,AAA (sf),AAA (sf),2017.10.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-28,100.0,2033.08.08,정기,AAA (sf),AAA (sf),2017.10.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-18,100.0,2035.08.07,정기,AAA (sf),AAA (sf),2017.10.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-19,1479.74,2050.08.25,정기,AAA (sf),AAA (sf),2017.10.31,S,자산유동화증권
뉴스타트제이에이치,ABCP,21,3.0,,수시,A1 (sf),A1 (sf),2017.10.30,S,자산유동화증권
에스에프더퍼스트,ABSTB,23,1.0,,수시,A1 (sf),A1 (sf),2017.10.27,S,자산유동화증권
뉴스타트제이에이치,ABCP,21,3.0,,정기,A1 (sf),A1 (sf),2017.10.25,S,자산유동화증권
키스아이비플러스제육차,ABSTB,22,1.0,,정기,A1 (sf),A1 (sf),2017.10.25,S,자산유동화증권
에이치씨하이브리드제이차,ABSTB,20,101.0,,본,,A1 (sf),2017.10.17,S R,자산유동화증권
한국주택금융공사,BC,MBS 2010-7,100.0,2030.07.08,정기,AAA (sf),AAA (sf),2017.09.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-17,100.0,2032.07.12,정기,AAA (sf),AAA (sf),2017.09.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-25,100.0,2033.07.11,정기,AAA (sf),AAA (sf),2017.09.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-12,100.0,2034.07.24,정기,AAA (sf),AAA (sf),2017.09.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-17,100.0,2035.07.24,정기,AAA (sf),AAA (sf),2017.09.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2016-15,100.0,2036.07.22,정기,AAA (sf),AAA (sf),2017.09.27,S,자산유동화증권
에스솔루션제일차,ABCP,2-16,44.64,,본,,A1 (sf),2017.09.25,S R,자산유동화증권
색동이제십구차유동화전문,ABS,1-14,50.0,2021.09.22,본,,A- (sf),2017.09.13,S R,자산유동화증권
색동이제십구차유동화전문,ABS,1-28,100.0,2021.09.22,본,,AAA (sf),2017.09.13,S R,자산유동화증권
김포한강파크제일차,ABSTB,20,298.0,,본,,A1 (sf),2017.09.08,S R,자산유동화증권
산업기반신보제십팔차유동화전문,ABS,1,1000.0,2030.12.02,본,,AAA (sf),2017.09.05,S R,자산유동화증권
뉴스타트케이에스,ABCP,2-21,1.0,,정기,A1 (sf),A1 (sf),2017.08.31,S,자산유동화증권
케이에스에너지제일차,ABCP,20,15.0,,본,,A1 (sf),2017.08.31,S R,자산유동화증권
워머신제육차,ABSTB,20,992.0,,본,,A1 (sf),2017.08.29,S R,자산유동화증권
엠에스세종제사차,ABSTB,35,100.0,,본,,A1 (sf),2017.08.24,S R,자산유동화증권
엠에스세종제삼차,ABSTB,35,100.0,,본,,A1 (sf),2017.08.24,S R,자산유동화증권
케이비유케이센터제일차,ABSTB,22,105.0,,수시,A1 (sf),A1 (sf),2017.08.24,S,자산유동화증권
제이드연지2유동화전문,ABS,1,2260.0,2021.12.31,본,,AA+ (sf),2017.08.23,S R,자산유동화증권
한국주택금융공사,BC,MBS 2011-9,100.0,2031.06.24,정기,AAA (sf),AAA (sf),2017.08.22,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-11,3563.39,2047.06.25,정기,AAA (sf),AAA (sf),2017.08.22,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-14,100.0,2032.06.21,정기,AAA (sf),AAA (sf),2017.08.22,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-22,100.0,2033.06.20,정기,AAA (sf),AAA (sf),2017.08.22,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-11,1300.0,2035.06.02,정기,AAA (sf),AAA (sf),2017.08.22,S,자산유동화증권
한국주택금융공사,BC,MBS 2016-12,100.0,2036.06.03,정기,AAA (sf),AAA (sf),2017.08.22,S,자산유동화증권
타이거아이즈제일차,ABS,1(사모사채),150.0,,수시,AAA (sf),AAA (sf),2017.08.10,S,자산유동화증권
타이거아이즈제일차,ABSTB,1-20,350.0,,수시,,A1 (sf),2017.08.10,S,자산유동화증권
타이거아이즈제이차,ABCP,20,200.0,,본,,A1 (sf),2017.08.09,S R,자산유동화증권
타이거아이즈제일차,ABS,1(사모사채),150.0,2022.08.10,본,,AAA (sf),2017.08.09,S R,자산유동화증권
엘에이치마이홈오차유동화전문,ABS,1-20,300.0,2023.02.25,정기,AAA (sf),AAA (sf),2017.08.08,S,자산유동화증권
에이치베스트제오차,ABL,,45.0,,본,,BBB (sf),2017.08.04,S R,자산유동화증권
산업기반신보제십칠차유동화전문,ABS,1,1400.0,2041.05.04,본,,AAA (sf),2017.08.02,S R,자산유동화증권
에스솔루션제일차,ABCP,16,64.04,,본,,A1 (sf),2017.07.28,S R,자산유동화증권
한국주택금융공사,BC,MBS 2008-5,100.0,2028.05.06,정기,AAA (sf),AAA (sf),2017.07.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-7,100.0,2031.05.06,정기,AAA (sf),AAA (sf),2017.07.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-8,100.0,2032.05.22,정기,AAA (sf),AAA (sf),2017.07.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-19,100.0,2033.05.16,정기,AAA (sf),AAA (sf),2017.07.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-10,1300.0,2035.05.26,정기,AAA (sf),AAA (sf),2017.07.26,S,자산유동화증권
한국주택금융공사,BC,MBS 2017-18,1600.0,2037.07.27,본,,AAA (sf),2017.07.26,S R,자산유동화증권
아시아나사이공,ABCP,64,14.6,,정기,A1 (sf),A1 (sf),2017.07.25,S,자산유동화증권
에스에프더퍼스트,ABSTB,23,1.0,,정기,A1 (sf),A1 (sf),2017.07.21,S,자산유동화증권
엠에스세종제이차,ABSTB,35,175.0,,정기,A1 (sf),A1 (sf),2017.07.20,S,자산유동화증권
엠에스세종제일차,ABSTB,35,600.0,,정기,A1 (sf),A1 (sf),2017.07.20,S,자산유동화증권
한국주택금융공사,BC,MBS 2017-17,100.0,2037.07.21,본,,AAA (sf),2017.07.20,S R,자산유동화증권
엘오토월드제일차,ABCP,20,150.0,,본,,A1 (sf),2017.07.14,S R,자산유동화증권
한국주택금융공사,BC,MBS 2017-16,200.0,2037.07.07,본,,AAA (sf),2017.07.06,S R,자산유동화증권
비앙코제칠차,ABSTB,22,1.0,,정기,A1 (sf),A1 (sf),2017.07.05,S,자산유동화증권
비앙코제삼차,ABCP,2-22,1.0,,정기,A1 (sf),A1 (sf),2017.07.04,S,자산유동화증권
제이엠유동화제일차,ABSTB,25-1,3.0,,본,,A1 (sf),2017.06.29,S R,자산유동화증권
큐브제삼차,ABSTB,28,121.0,,본,,A1 (sf),2017.06.26,S R,자산유동화증권
한국주택금융공사,BC,MBS 2017-15,100.0,2037.06.23,본,,AAA (sf),2017.06.22,S R,자산유동화증권
한국주택금융공사,BC,,100.0,2034.04.24,정기,AAA (sf),AAA (sf),2017.06.21,S,자산유동화증권
한국주택금융공사,BC,MBS 2009-3,19681.12,2039.10.25,정기,AAA (sf),AAA (sf),2017.06.21,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-4,100.0,2031.04.13,정기,AAA (sf),AAA (sf),2017.06.21,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-13,1624.12,2048.04.25,정기,AAA (sf),AAA (sf),2017.06.21,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-16,100.0,2033.04.18,정기,AAA (sf),AAA (sf),2017.06.21,S,자산유동화증권
한국주택금융공사,BC,MBS 2017-14,100.0,2037.06.09,본,,AAA (sf),2017.06.08,S R,자산유동화증권
산업기반신보제십차유동화전문,ABS,1,924.0,2040.09.30,정기,AAA (sf),AAA (sf),2017.06.05,S,자산유동화증권
엠에스송도리테일제이차,ABSTB,21,416.0,,본,,A1 (sf),2017.05.31,S R,자산유동화증권
엠에스송도리테일제일차,ABSTB,21,50.0,,본,,A1 (sf),2017.05.31,S R,자산유동화증권
케이비유케이센터제일차,ABSTB,22,105.0,,본,,A1 (sf),2017.05.26,S R,자산유동화증권
한국주택금융공사,BC,MBS 2017-13,100.0,2037.05.26,본,,AAA (sf),2017.05.25,S R,자산유동화증권
산업기반신보제십오차유동화전문,ABS,1,1350.0,2043.05.19,본,,AAA (sf),2017.05.24,S R,자산유동화증권
한국주택금융공사,BC,MBS 2009-2,3670.88,2044.03.30,정기,AAA (sf),AAA (sf),2017.05.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-3,100.0,2032.03.13,정기,AAA (sf),AAA (sf),2017.05.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-10,4068.33,2048.03.20,정기,AAA (sf),AAA (sf),2017.05.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-6,100.0,2034.03.06,정기,AAA (sf),AAA (sf),2017.05.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-5,100.0,2035.03.19,정기,AAA (sf),AAA (sf),2017.05.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2016-6,100.0,2036.03.04,정기,AAA (sf),AAA (sf),2017.05.23,S,자산유동화증권
산업기반신보제구차유동화전문,ABS,1,1000.0,2039.12.24,정기,AAA (sf),AAA (sf),2017.05.17,S,자산유동화증권
한국주택금융공사,BC,MBS 2017-12,200.0,2037.05.16,본,,AAA (sf),2017.05.15,S R,자산유동화증권
코퍼릿턴어라운드제일호,ABSTB,20,1630,,본,,A1 (sf),2017.05.08,S R,자산유동화증권
한국주택금융공사,BC,MBS 2013-7,100,2033.02.21,정기,AAA (sf),AAA (sf),2017.04.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-5,100,2034.02.13,정기,AAA (sf),AAA (sf),2017.04.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2016-4,100,2036.02.04,정기,AAA (sf),AAA (sf),2017.04.27,S,자산유동화증권
한국주택금융공사,BC,MBS 2017-11,1500,2037.04.27,본,,AAA (sf),2017.04.26,S R,자산유동화증권
티엘인디펜던스,ABSTB,2-24,203,,본,,A1 (sf),2017.04.21,S R,자산유동화증권
티엘인디펜던스,ABCP,2-25,1,,본,,A1 (sf),2017.04.21,S R,자산유동화증권
산업기반신보제팔차유동화전문,ABS,1-2,1000,2037.11.25,정기,AAA (sf),AAA (sf),2017.04.20,S,자산유동화증권
한국주택금융공사,BC,MBS 2017-10,100,2037.04.21,본,,AAA (sf),2017.04.20,S R,자산유동화증권
디더블유에스에스아이에이,ABSTB,34,130,,정기,A1 (sf),A1 (sf),2017.04.19,S,자산유동화증권
비앙코제이차,ABCP,22,3,,정기,A1 (sf),A1 (sf),2017.04.18,S,자산유동화증권
씨디엘제일차,ABSTB,20,330,,본,,A1 (sf),2017.04.12,S R,자산유동화증권
한국주택금융공사,BC,MBS 2017-9,100.0,2037.04.07,본,,AAA (sf),2017.04.06,S R,자산유동화증권
불두제삼차,ABL,,500.0,,본,,AA- (sf),2017.03.31,S,자산유동화증권
불두제이차,ABSTB,29,200.0,,본,,A1 (sf),2017.03.31,S R,자산유동화증권
불두제일차,ABCP,29,648.0,,본,,A1 (sf),2017.03.31,S R,자산유동화증권
불두제일차,ABSTB,29.,500.0,,본,,A1 (sf),2017.03.31,S R,자산유동화증권
칼제이십일차유동화전문,ABS,1-16,250.0,2022.04.07,본,,A (sf),2017.03.30,S R,자산유동화증권
한국주택금융공사,BC,MBS 2017-8,100.0,2037.03.30,본,,AAA (sf),2017.03.29,S R,자산유동화증권
에이치씨하이브리드제일차,ABSTB,21,201.0,,본,,A1 (sf),2017.03.24,S R,자산유동화증권
포토벨로제이차,ABL,,400.0,,본,,AA+ (sf),2017.03.24,S R,자산유동화증권
한국주택금융공사,BC,MBS 2011-1,100.0,2031.01.28,정기,AAA (sf),AAA (sf),2017.03.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-4,100.0,2033.01.31,정기,AAA (sf),AAA (sf),2017.03.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-2,100.0,2034.01.16,정기,AAA (sf),AAA (sf),2017.03.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-2,100.0,2035.01.22,정기,AAA (sf),AAA (sf),2017.03.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2016-3,100.0,2036.01.22,정기,AAA (sf),AAA (sf),2017.03.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2017-7,100.0,2037.03.24,본,,AAA (sf),2017.03.23,S R,자산유동화증권
산업기반신보제십일차유동화전문,ABS,1,4000.0,2043.04.06,본,,AAA (sf),2017.03.22,S R,자산유동화증권
한국주택금융공사,BC,MBS 2017-6,2017.87,2052.03.25,본,,AAA (sf),2017.03.14,S R,자산유동화증권
한국주택금융공사,BC,MBS 2017-5,100.0,2037.03.10,본,,AAA (sf),2017.03.09,S R,자산유동화증권
한국주택금융공사,BC,MBS 2009-13,4633.23,2044.12.25,정기,AAA (sf),AAA (sf),2017.02.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2010-16,100.0,2030.12.23,정기,AAA (sf),AAA (sf),2017.02.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-20,3712.67,2047.01.25,정기,AAA (sf),AAA (sf),2017.02.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-41,100.0,2032.12.13,정기,AAA (sf),AAA (sf),2017.02.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-21,100.0,2034.12.18,정기,AAA (sf),AAA (sf),2017.02.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-27,100.0,2035.12.04,정기,AAA (sf),AAA (sf),2017.02.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2009-11,100.0,2029.11.10,정기,AAA (sf),AAA (sf),2017.01.24,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-18,100.0,2031.11.24,정기,AAA (sf),AAA (sf),2017.01.24,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-35,100.0,2032.11.22,정기,AAA (sf),AAA (sf),2017.01.24,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-38,1104.03,2047.12.25,정기,AAA (sf),AAA (sf),2017.01.24,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-40,100.0,2033.11.28,정기,AAA (sf),AAA (sf),2017.01.24,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-18,100.0,2034.11.06,정기,AAA (sf),AAA (sf),2017.01.24,S,자산유동화증권
비앙코제팔차,ABSTB,2-20,303.0,,본,,A1 (sf),2017.01.10,S R,자산유동화증권
비앙코제팔차,ABCP,2-21,1.0,,본,,A1 (sf),2017.01.10,S R,자산유동화증권
금호트러스트제일차,ABCP,61,22.0,,정기,A1 (sf),A1 (sf),2017.01.05,S,자산유동화증권
디더블유에스에스아이에이,ABSTB,34,130.0,,수시,A1 (sf),A1 (sf),2017.01.04,S,자산유동화증권
한국주택금융공사,BC,MBS 2010-13,100.0,2030.10.28,정기,AAA (sf),AAA (sf),2016.12.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-15,4533.68,2046.11.25,정기,AAA (sf),AAA (sf),2016.12.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-29,100.0,2032.10.11,정기,AAA (sf),AAA (sf),2016.12.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-32,100.0,2032.11.01,정기,AAA (sf),AAA (sf),2016.12.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-34,100.0,2033.10.10,정기,AAA (sf),AAA (sf),2016.12.15,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-24,100.0,2035.10.23,정기,AAA (sf),AAA (sf),2016.12.15,S,자산유동화증권
산업기반신보제육차유동화전문,ABS,1,240.0,2027.01.06,정기,AAA (sf),AAA (sf),2016.11.25,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-26,1757.78,2047.09.25,정기,AAA (sf),AAA (sf),2016.11.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-31,100.0,2033.09.12,정기,AAA (sf),AAA (sf),2016.11.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-15,100.0,2034.09.18,정기,AAA (sf),AAA (sf),2016.11.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-22,100.0,2035.09.18,정기,AAA (sf),AAA (sf),2016.11.23,S,자산유동화증권
한국주택금융공사,BC,MBS 2010-10,100.0,2030.08.26,정기,AAA (sf),AAA (sf),2016.10.24,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-12,100.0,2031.08.30,정기,AAA (sf),AAA (sf),2016.10.24,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-20,100.0,2032.08.09,정기,AAA (sf),AAA (sf),2016.10.24,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-21,100.0,2032.08.17,정기,AAA (sf),AAA (sf),2016.10.24,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-28,100.0,2033.08.08,정기,AAA (sf),AAA (sf),2016.10.24,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-11,1300.0,2035.06.02,정기,AAA (sf),AAA (sf),2016.10.24,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-18,100.0,2035.08.07,정기,AAA (sf),AAA (sf),2016.10.24,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-19,1479.74,2050.08.25,정기,AAA (sf),AAA (sf),2016.10.24,S,자산유동화증권
한국주택금융공사,BC,MBS 2016-22,100.0,2036.10.21,본,,AAA (sf),2016.10.20,S,자산유동화증권
한국주택금융공사,BC,MBS 2016-21,100,2036.10.07,본,,AAA (sf),2016.10.06,S R,자산유동화증권
한국주택금융공사,BC,MBS 2010-7,100,2030.07.08,정기,AAA (sf),AAA (sf),2016.09.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-17,100,2032.07.12,정기,AAA (sf),AAA (sf),2016.09.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-25,100,2033.07.11,정기,AAA (sf),AAA (sf),2016.09.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-12,100,2034.07.24,정기,AAA (sf),AAA (sf),2016.09.30,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-17,100,2035.07.24,정기,AAA (sf),AAA (sf),2016.09.30,S,자산유동화증권
베스트디지비제일차,ABCP,시리즈,390.0,2031.09.07,본,,A1 (sf),2016.09.02,S,자산유동화증권
한국주택금융공사,BC,MBS 2011-9,100.0,2031.06.24,정기,AAA (sf),AAA (sf),2016.08.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-11,3563.39,2047.06.25,정기,AAA (sf),AAA (sf),2016.08.31,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-14,100.0,2032.06.21,정기,AAA (sf),AAA (sf),2016.08.31,S,자산유동화증권
