기업명,평정,직전등급,현재등급,등급결정일,등급확정일,결산기준,유효기간,요지,재무,보고서,Type
무림캐피탈(주),본,,A3,2021.05.10,2021.05.10,2020.12.31,2022.06.30,,,,기업어음
서울교통공사,본,,A1,2021.05.07,2021.05.10,2020.12.31,2022.06.30,,,,기업어음
한국철도공사,본,,A1,2021.05.10,2021.05.10,2020.12.31,2022.06.30,,,,기업어음
(주)세아특수강((주)신한은행 보증),본,,A1,2021.05.07,2021.05.07,2020.12.31,2022.05.06,,,,기업어음
동경(주)((주)신한은행 보증),본,,A1,2021.05.07,2021.05.07,2020.12.31,2022.03.10,,,,기업어음
에스케이이엔에스(주),본,,A1,2021.05.03,2021.05.04,2020.12.31,2022.06.30,,,,기업어음
에스케이피아이씨글로벌(주),본,,A2,2021.05.03,2021.05.04,2020.12.31,2022.06.30,,,,기업어음
(주)대륜이엔에스,본,,A3+,2021.04.30,2021.05.03,2020.12.31,2022.06.30,,,,기업어음
에스케이머티리얼즈에어플러스(주),본,,A2-,2021.04.30,2021.05.03,2020.12.31,2022.06.30,,,,기업어음
(주)솔루엠((주)신한은행 보증),본,,A1,2021.04.30,2021.04.30,2020.12.31,2022.04.29,,,,기업어음
(주)청라에스엔씨((주)신한은행 보증),본,,A1,2021.04.30,2021.04.30,2020.12.31,2022.04.29,,,,기업어음
삼성에스디에스(주),본,,A1,2021.04.29,2021.04.30,2020.12.31,2022.06.30,,,,기업어음
엘아이지넥스원(주),본,,A1,2021.04.30,2021.04.30,2020.12.31,2022.06.30,,,,기업어음
코오롱글로벌(주),본,,A3,2021.04.29,2021.04.29,2020.12.31,2022.06.30,,,,기업어음
(주)부산극장((주)신한은행 보증),본,,A1,2021.04.28,2021.04.28,2020.12.31,2022.04.27,,,,기업어음
(주)제주대동((주)대동 보증),본,,A3,2021.04.28,2021.04.28,2019.12.31,2021.06.30,,,,기업어음
(주)제주대동((주)대동 보증),수시,A3,A3,2021.04.28,2021.04.28,2019.12.31,2021.06.30,,,,기업어음
백광산업(주)((주)신한은행 보증),본,,A1,2021.04.28,2021.04.28,2020.12.31,2022.04.27,,,,기업어음
원창포장공업(주)((주)신한은행 보증),본,,A1,2021.04.28,2021.04.28,2020.12.31,2022.04.28,,,,기업어음
(주)케이씨씨건설,본,,A2,2021.04.21,2021.04.21,2020.12.31,2022.06.30,,,,기업어음
(주)한화,본,,A2+,2021.04.21,2021.04.21,2020.12.31,2022.06.30,,,,기업어음
코웨이(주),본,,A1,2021.04.20,2021.04.21,2020.12.31,2022.06.30,,,,기업어음
에스케이씨하이테크앤마케팅(주),본,,A3,2021.04.19,2021.04.20,2020.12.31,2022.06.30,,,,기업어음
(주)한화건설,본,,A2-,2021.04.19,2021.04.19,2020.12.31,2022.06.30,,,,기업어음
현대건설기계(주),본,,A2-,2021.04.16,2021.04.19,2020.12.31,2022.06.30,,,,기업어음
(주)엔에스쇼핑,본,,A2,2021.04.16,2021.04.16,2020.12.31,2022.06.30,,,,기업어음
씨제이씨지브이(주),본,,A2-,2021.04.15,2021.04.16,2020.12.31,2022.06.30,,,,기업어음
중앙일보(주),본,,A3,2021.04.15,2021.04.16,2020.12.31,2022.06.30,,,,기업어음
한솔제지(주),본,,A2,2021.04.15,2021.04.16,2020.12.31,2022.06.30,,,,기업어음
(주)조흥((주)신한은행 보증),본,,A1,2021.04.15,2021.04.15,2020.12.31,2022.04.14,,,,기업어음
씨제이제일제당(주),본,,A1,2021.04.14,2021.04.14,2020.12.31,2022.06.30,,,,기업어음
에스케이종합화학(주),본,,A1,2021.04.13,2021.04.14,2020.12.31,2022.06.30,,,,기업어음
인천국제공항공사,본,,A1,2021.04.13,2021.04.14,2020.12.31,2022.06.30,,,,기업어음
한화에어로스페이스(주),본,,A1,2021.04.12,2021.04.13,2020.12.31,2022.06.30,,,,기업어음
한국남부발전(주),본,,A1,2021.04.12,2021.04.12,2020.12.31,2022.06.30,,,,기업어음
한화솔루션(주),본,,A1,2021.04.08,2021.04.08,2020.12.31,2022.06.30,,,,기업어음
(주)대우건설,본,,A2-,2021.04.06,2021.04.06,2020.12.31,2022.06.30,,,,기업어음
에스케이네트웍스(주),본,,A1,2021.04.05,2021.04.06,2020.12.31,2022.06.30,,,,기업어음
(주)디피엘((주)신한은행 보증),본,,A1,2021.04.05,2021.04.05,2020.12.31,2022.04.04,,,,기업어음
경기주택도시공사,본,,A1,2021.04.05,2021.04.05,2020.12.31,2022.06.30,,,,기업어음
(주)한화갤러리아,수시,A2-↑,취소,2021.04.02,2021.04.02,2020.12.31,2021.06.30,,,,기업어음
유진기업(주),본,,A3,2021.04.02,2021.04.02,2020.12.31,2022.06.30,,,,기업어음
지에스건설(주),본,,A2,2021.04.02,2021.04.02,2020.12.31,2022.06.30,,,,기업어음
(주)부방((주)신한은행 보증),본,,A1,2021.04.01,2021.04.01,2020.12.31,2022.03.31,,,,기업어음
(주)부방유통((주)신한은행 보증),본,,A1,2021.04.01,2021.04.01,2020.12.31,2022.03.31,,,,기업어음
(주)이마트,본,,A1,2021.04.01,2021.04.01,2020.12.31,2022.06.30,,,,기업어음
아이비케이투자증권(주),본,,A1,2021.04.01,2021.04.01,2020.12.31,2022.06.30,,,,기업어음
삼성웰스토리(주),본,,A1,2021.03.30,2021.03.31,2020.12.31,2022.06.30,,,,기업어음
한국도로공사,본,,A1,2021.03.30,2021.03.30,2020.12.31,2022.06.30,,,,기업어음
(주)풍산,본,,A2,2021.03.26,2021.03.29,2020.12.31,2022.06.30,,,,기업어음
한국항공우주산업(주),본,,A1,2021.03.26,2021.03.29,2020.12.31,2022.06.30,,,,기업어음
오뚜기라면(주)((주)신한은행 보증),본,,A1,2021.03.25,2021.03.25,2020.12.31,2022.03.25,,,,기업어음
청도유업(주)((주)신한은행 보증),본,,A1,2021.03.25,2021.03.25,2019.12.31,2021.06.30,,,,기업어음
에스케이에너지(주),본,,A1,2021.03.24,2021.03.24,2020.12.31,2022.06.30,,,,기업어음
(주)대명소노((주)신한은행 보증),본,,A1,2021.03.23,2021.03.23,2019.12.31,2021.06.30,,,,기업어음
효성중공업(주),본,,A2,2021.03.22,2021.03.22,2020.12.31,2022.06.30,,,,기업어음
신영증권(주),정기,A1,A1,2021.03.19,2021.03.19,2020.03.31,2021.09.30,,,,기업어음
벡스인터코퍼레이션(주)((주)신한은행 보증),본,,A1,2021.03.18,2021.03.18,2019.12.31,2021.06.30,,,,기업어음
한국체인공업(주)(대동공업(주) 보증),본,,A3,2021.03.18,2021.03.18,2019.12.31,2021.06.30,,,,기업어음
(주)포스코건설,본,,A2+,2021.03.12,2021.03.15,2020.12.31,2022.06.30,,,,기업어음
(주)휴세코((주)신한은행 보증),본,,A1,2021.03.15,2021.03.15,2019.12.31,2021.06.30,,,,기업어음
한국공항공사,본,,A1,2021.03.12,2021.03.15,2020.12.31,2022.06.30,,,,기업어음
동경(주)((주)신한은행 보증),본,,A1,2021.03.11,2021.03.11,2019.12.31,2021.06.30,,,,기업어음
한국수자원공사,본,,A1,2021.03.04,2021.03.04,2020.12.31,2022.06.30,,,,기업어음
(주)바디프랜드,본,,A3+,2021.02.25,2021.02.25,2019.12.31,2021.06.30,,,,기업어음
현대종합특수강(주),본,,A2-,2021.02.25,2021.02.25,2019.12.31,2021.06.30,,,,기업어음
한미사이언스(주)((주)신한은행 보증),본,,A1,2021.02.23,2021.02.23,2019.12.31,2021.06.30,,,,기업어음
제이티비씨스포츠(주)(제이티비씨스튜디오(주) 보증),본,,A3,2021.02.22,2021.02.22,2019.12.31,2021.06.30,,,,기업어음
제이티비씨플러스(주)(제이티비씨스튜디오(주) 보증),본,,A3,2021.02.22,2021.02.22,2019.12.31,2021.06.30,,,,기업어음
(주)제주대동((주)대동 보증),본,,A3,2021.02.16,2021.02.17,2019.12.31,2021.06.30,,,,기업어음
코웨이(주),본,,A1,2021.02.16,2021.02.17,2019.12.31,2021.06.30,,,,기업어음
디엘이앤씨(주),본,,A1,2021.02.15,2021.02.15,,2021.06.30,,,,기업어음
한미약품(주)((주)신한은행 보증),본,,A1,2021.02.05,2021.02.05,2019.12.31,2021.06.30,,,,기업어음
코리아신탁(주),수시,A3,A3+,2021.02.02,2021.02.03,2019.12.31,2021.06.30,,,,기업어음
(주)BNK투자증권,수시,A2+,A1,2021.02.01,2021.02.02,2019.12.31,2021.06.30,,,,기업어음
(주)케이씨씨글라스,본,,A1,2021.01.28,2021.01.29,,2021.06.30,,,,기업어음
디엘(주),수시,A1,취소,2021.01.14,2021.01.14,2019.12.31,2021.06.30,,,,기업어음
삼양화성(주)((주)신한은행 보증),본,,A1,2021.01.14,2021.01.14,2019.12.31,2021.06.30,,,,기업어음
(주)우리카드,정기,A1,A1,2020.12.30,2020.12.31,2019.12.31,2021.06.30,,,,기업어음
(주)이랜드리테일,정기,A3+,A3+,2020.12.30,2020.12.31,2019.12.31,2021.06.30,,,,기업어음
(주)이랜드월드,정기,A3,A3,2020.12.30,2020.12.31,2019.12.31,2021.06.30,,,,기업어음
(주)케이티에스테이트,정기,A1,A1,2020.12.30,2020.12.31,2019.12.31,2021.06.30,,,,기업어음
(주)코리아세븐,정기,A1,A2+,2020.12.31,2020.12.31,2019.12.31,2021.06.30,,,,기업어음
씨제이포디플렉스(주),정기,A3-,A3-,2020.12.30,2020.12.31,2019.12.31,2021.06.30,,,,기업어음
파르나스호텔(주),정기,A2+,A2+,2020.12.30,2020.12.31,2019.12.31,2021.06.30,,,,기업어음
(주)신세계푸드,정기,A2+,A2+,2020.12.30,2020.12.30,2019.12.31,2021.06.30,,,,기업어음
(주)엘에스네트웍스,정기,A3+,A3+,2020.12.29,2020.12.30,2019.12.31,2021.06.30,,,,기업어음
(주)현대그린푸드,정기,A1,A1,2020.12.29,2020.12.30,2019.12.31,2021.06.30,,,,기업어음
(주)현대백화점,정기,A1,A1,2020.12.29,2020.12.30,2019.12.31,2021.06.30,,,,기업어음
(주)현대퓨처넷,정기,A1,A1,2020.12.29,2020.12.30,2019.12.31,2021.06.30,,,,기업어음
(주)현대홈쇼핑,정기,A1,A1,2020.12.29,2020.12.30,2019.12.31,2021.06.30,,,,기업어음
롯데건설(주),정기,A2+,A2+,2020.12.29,2020.12.30,2019.12.31,2021.06.30,,,,기업어음
롯데알미늄(주),정기,A2+,A2+,2020.12.29,2020.12.30,2019.12.31,2021.06.30,,,,기업어음
롯데지알에스(주),정기,A2,A2,2020.12.30,2020.12.30,2019.12.31,2021.06.30,,,,기업어음
롯데지주(주),정기,A1,A1,2020.12.29,2020.12.30,2019.12.31,2021.06.30,,,,기업어음
삼성중공업(주),정기,A3+,A3+,2020.12.29,2020.12.30,2019.12.31,2021.06.30,,,,기업어음
씨제이푸드빌(주),정기,A3+,A3+,2020.12.30,2020.12.30,2019.12.31,2021.06.30,,,,기업어음
한국도로공사,정기,A1,A1,2020.12.30,2020.12.30,2019.12.31,2021.06.30,,,,기업어음
(주)두산,정기,A3◆,A3,2020.12.29,2020.12.29,2019.12.31,2021.06.30,,,,기업어음
(주)이원,정기,A1,A1,2020.12.29,2020.12.29,2019.12.31,2021.06.30,,,,기업어음
(주)하나금융지주,정기,A1,A1,2020.12.28,2020.12.29,2019.12.31,2021.06.30,,,,기업어음
(주)한라,정기,A3,A3,2020.12.29,2020.12.29,2019.12.31,2021.06.30,,,,기업어음
(주)한화건설,정기,A2-,A2-,2020.12.29,2020.12.29,2019.12.31,2021.06.30,,,,기업어음
두산중공업(주),정기,A3-◆,A3-◆,2020.12.29,2020.12.29,2019.12.31,2021.06.30,,,,기업어음
벡스인터코퍼레이션(주)((주)신한은행 보증),정기,A1,A1,2020.12.29,2020.12.29,2019.12.31,2021.03.19,,,,기업어음
한미사이언스(주)((주)신한은행 보증),정기,A1,A1,2020.12.28,2020.12.29,2019.12.31,2021.02.23,,,,기업어음
현대제철(주),정기,A1,A1,2020.12.28,2020.12.29,2019.12.31,2021.06.30,,,,기업어음
(주)광주신세계,정기,A1,A1,2020.12.24,2020.12.28,2019.12.31,2021.06.30,,,,기업어음
(주)대창석유((주)신한은행 보증),정기,A1,A1,2020.12.28,2020.12.28,2019.12.31,2021.06.18,,,,기업어음
(주)부영주택,정기,A3+,A3+,2020.12.24,2020.12.28,2019.12.31,2021.06.30,,,,기업어음
(주)신세계,정기,A1,A1,2020.12.24,2020.12.28,2019.12.31,2021.06.30,,,,기업어음
(주)이마트,정기,A1,A1,2020.12.24,2020.12.28,2019.12.31,2021.06.30,,,,기업어음
두산건설(주),정기,B-,B-,2020.12.28,2020.12.28,2019.12.31,2021.06.30,,,,기업어음
롯데푸드(주),정기,A1,A1,2020.12.24,2020.12.28,2019.12.31,2021.06.30,,,,기업어음
세메스(주),정기,A1,A1,2020.12.24,2020.12.28,2019.12.31,2021.06.30,,,,기업어음
씨제이(주),정기,A1,A1,2020.12.24,2020.12.28,2019.12.31,2021.06.30,,,,기업어음
에스케이머티리얼즈(주),정기,A2+,A2+,2020.12.24,2020.12.28,2019.12.31,2021.06.30,,,,기업어음
에스케이이노베이션(주),정기,A1,A1,2020.12.28,2020.12.28,2019.12.31,2021.06.30,,,,기업어음
에스케이케미칼(주),정기,A2,A2,2020.12.28,2020.12.28,2019.12.31,2021.06.30,,,,기업어음
하이투자증권(주),정기,A1,A1,2020.12.28,2020.12.28,2019.12.31,2021.06.30,,,,기업어음
현대오일뱅크(주),정기,A1,A1,2020.12.28,2020.12.28,2019.12.31,2021.06.30,,,,기업어음
화성산업(주),정기,A3-,A3-,2020.12.24,2020.12.28,2019.12.31,2021.06.30,,,,기업어음
(주)레드캡투어,정기,A3+,A3+,2020.12.23,2020.12.24,2019.12.31,2021.06.30,,,,기업어음
(주)티에스케이코퍼레이션,정기,A2+,A2+,2020.12.24,2020.12.24,2019.12.31,2021.06.30,,,,기업어음
(주)한국토지신탁,정기,A2,A2,2020.12.23,2020.12.24,2019.12.31,2021.06.30,,,,기업어음
롯데쇼핑(주),정기,A1,A1,2020.12.23,2020.12.24,2019.12.31,2021.06.30,,,,기업어음
롯데하이마트(주),정기,A1,A1,2020.12.24,2020.12.24,2019.12.31,2021.06.30,,,,기업어음
에스케이루브리컨츠(주),정기,A1,A1,2020.12.24,2020.12.24,2019.12.31,2021.06.30,,,,기업어음
에스케이씨하이테크앤마케팅(주),정기,A3,A3,2020.12.24,2020.12.24,2019.12.31,2021.06.30,,,,기업어음
에스케이에너지(주),정기,A1,A1,2020.12.24,2020.12.24,2019.12.31,2021.06.30,,,,기업어음
에스케이인천석유화학(주),정기,A1,A2+,2020.12.24,2020.12.24,2019.12.31,2021.06.30,,,,기업어음
엘아이지넥스원(주),정기,A1,A1,2020.12.23,2020.12.24,2019.12.31,2021.06.30,,,,기업어음
우리자산신탁(주),정기,A2-,A2-,2020.12.23,2020.12.24,2019.12.31,2021.06.30,,,,기업어음
율촌화학(주),정기,A1,A1,2020.12.23,2020.12.24,2019.12.31,2021.06.30,,,,기업어음
코오롱인더스트리(주),정기,A2,A2,2020.12.23,2020.12.24,2019.12.31,2021.06.30,,,,기업어음
현대건설기계(주),정기,A2-,A2-,2020.12.23,2020.12.24,2019.12.31,2021.06.30,,,,기업어음
(사)과학기술인공제회,정기,A1,A1,2020.12.22,2020.12.23,2019.12.31,2021.06.30,,,,기업어음
(주)오뚜기,정기,A1,A1,2020.12.22,2020.12.23,2019.12.31,2021.06.30,,,,기업어음
(주)지에스,정기,A1,A1,2020.12.23,2020.12.23,2019.12.31,2021.06.30,,,,기업어음
(주)케이티,정기,A1,A1,2020.12.22,2020.12.23,2019.12.31,2021.06.30,,,,기업어음
(주)코람코자산신탁,정기,A2,A2,2020.12.23,2020.12.23,2019.12.31,2021.06.30,,,,기업어음
군인공제회,정기,A1,A1,2020.12.22,2020.12.23,2019.12.31,2021.06.30,,,,기업어음
롯데렌탈(주),정기,A1,A1,2020.12.23,2020.12.23,2019.12.31,2021.06.30,,,,기업어음
유진기업(주),정기,A3,A3,2020.12.22,2020.12.23,2019.12.31,2021.06.30,,,,기업어음
지에스에너지(주),정기,A1,A1,2020.12.23,2020.12.23,2019.12.31,2021.06.30,,,,기업어음
지에스칼텍스(주),정기,A1,A1,2020.12.23,2020.12.23,2019.12.31,2021.06.30,,,,기업어음
케이비부동산신탁(주),정기,A2+,A2+,2020.12.22,2020.12.23,2019.12.31,2021.06.30,,,,기업어음
케이티비네트워크(주),정기,A3+,A3+,2020.12.22,2020.12.23,2019.12.31,2021.06.30,,,,기업어음
코리아신탁(주),정기,A3,A3,2020.12.22,2020.12.23,2019.12.31,2021.06.30,,,,기업어음
한국콜마(주),정기,A2-,A2-,2020.12.22,2020.12.23,2019.12.31,2021.06.30,,,,기업어음
(주)반도건설,정기,A3+,A3+,2020.12.22,2020.12.22,2019.12.31,2021.06.30,,,,기업어음
(주)신세계센트럴시티,정기,A1,A1,2020.12.21,2020.12.22,2019.12.31,2021.06.30,,,,기업어음
(주)신한금융지주회사,정기,A1,A1,2020.12.22,2020.12.22,2019.12.31,2021.06.30,,,,기업어음
(주)조선호텔앤리조트,정기,A2-,A2-,2020.12.21,2020.12.22,2019.12.31,2021.06.30,,,,기업어음
(주)한화갤러리아,수시,A2-,A2-↑,2020.12.22,2020.12.22,2019.12.31,2021.06.30,,,,기업어음
지에스이피에스(주),정기,A1,A1,2020.12.21,2020.12.22,2019.12.31,2021.06.30,,,,기업어음
포스코에너지(주),정기,A1,A1,2020.12.21,2020.12.22,2019.12.31,2021.06.30,,,,기업어음
한국지역난방공사,정기,A1,A1,2020.12.22,2020.12.22,2019.12.31,2021.06.30,,,,기업어음
한솔피엔에스(주),정기,A3,A3,2020.12.22,2020.12.22,2019.12.31,2021.06.30,,,,기업어음
한양증권(주),정기,A2,A2,2020.12.21,2020.12.22,2019.12.31,2021.06.30,,,,기업어음
(주)갈라인터내셔널((주)신한은행 보증),본,,A1,2020.12.18,2020.12.21,2020.06.30,2021.12.20,,,,기업어음
(주)대림,정기,A2+,A2+,2020.12.18,2020.12.21,2019.12.31,2021.06.30,,,,기업어음
(주)대명소노((주)신한은행 보증),정기,A1,A1,2020.12.21,2020.12.21,2019.12.31,2021.03.23,,,,기업어음
(주)세아베스틸,정기,A2+,A2+,2020.12.18,2020.12.21,2019.12.31,2021.06.30,,,,기업어음
(주)세아제강,정기,A2+,A2+,2020.12.18,2020.12.21,2019.12.31,2021.06.30,,,,기업어음
(주)세아홀딩스,정기,A2,A2,2020.12.18,2020.12.21,2019.12.31,2021.06.30,,,,기업어음
(주)한솔홈데코,정기,A3,A3,2020.12.18,2020.12.21,2019.12.31,2021.06.30,,,,기업어음
(주)한익스프레스((주)신한은행 보증),정기,A1,A1,2020.12.21,2020.12.21,2019.12.31,2021.06.01,,,,기업어음
(주)한화,정기,A2+,A2+,2020.12.18,2020.12.21,2019.12.31,2021.06.30,,,,기업어음
(주)도화엔지니어링,정기,A2+,A2+,2020.12.17,2020.12.18,2019.12.31,2021.06.30,,,,기업어음
(주)케이비금융지주,정기,A1,A1,2020.12.18,2020.12.18,2019.12.31,2021.06.30,,,,기업어음
(주)하이프라자,정기,A2+,A2+,2020.12.17,2020.12.18,2019.12.31,2021.06.30,,,,기업어음
(주)효성,정기,A2,A2,2020.12.17,2020.12.18,2019.12.31,2021.06.30,,,,기업어음
(주)휴맥스,정기,A3-,A3-,2020.12.18,2020.12.18,2019.12.31,2021.06.30,,,,기업어음
JB우리캐피탈(주),정기,A1,A1,2020.12.18,2020.12.18,2019.12.31,2021.06.30,,,,기업어음
강원도개발공사,정기,A1,A1,2020.12.17,2020.12.18,2019.12.31,2021.06.30,,,,기업어음
공무원연금공단,정기,A1,A1,2020.12.17,2020.12.18,2019.12.31,2021.06.30,,,,기업어음
더클래스효성(주)((주)신한은행 보증),정기,A1,A1,2020.12.17,2020.12.18,2019.12.31,2021.03.29,,,,기업어음
롯데컬처웍스(주),정기,A2+,A2,2020.12.17,2020.12.18,2019.12.31,2021.06.30,,,,기업어음
벽산페인트(주)((주)신한은행 보증),정기,A1,A1,2020.12.17,2020.12.18,2019.12.31,2021.06.30,,,,기업어음
하이트진로(주),정기,A2,A2,2020.12.17,2020.12.18,2019.12.31,2021.06.30,,,,기업어음
현대종합특수강(주),수시,A2-,취소,2020.12.18,2020.12.18,2019.12.31,2021.06.30,,,,기업어음
효성중공업(주),정기,A2,A2,2020.12.17,2020.12.18,2019.12.31,2021.06.30,,,,기업어음
효성첨단소재(주),정기,A2,A2,2020.12.17,2020.12.18,2019.12.31,2021.06.30,,,,기업어음
효성티앤씨(주),정기,A2,A2,2020.12.17,2020.12.18,2019.12.31,2021.06.30,,,,기업어음
효성화학(주),정기,A2,A2,2020.12.18,2020.12.18,2019.12.31,2021.06.30,,,,기업어음
(주)동원에프앤비,정기,A1,A1,2020.12.16,2020.12.17,2019.12.31,2021.06.30,,,,기업어음
(주)리드코프,정기,A3-,A3-,2020.12.16,2020.12.17,2019.12.31,2021.06.30,,,,기업어음
(주)엘지하우시스,정기,A1,A1,2020.12.16,2020.12.17,2019.12.31,2021.06.30,,,,기업어음
(주)케이씨씨건설,정기,A2,A2,2020.12.16,2020.12.17,2019.12.31,2021.06.30,,,,기업어음
(주)케이이씨((주)신한은행 보증),정기,A1,A1,2020.12.17,2020.12.17,2019.12.31,2021.06.30,,,,기업어음
가온전선(주),정기,A2,A2,2020.12.16,2020.12.17,2019.12.31,2021.06.30,,,,기업어음
동원산업(주),정기,A1,A1,2020.12.16,2020.12.17,2019.12.31,2021.06.30,,,,기업어음
롯데오토리스(주),정기,A2,A2,2020.12.16,2020.12.17,2019.12.31,2021.06.30,,,,기업어음
아시아나항공(주),정기,A3-↓,A3-,2020.12.17,2020.12.17,2019.12.31,2021.06.30,,,,기업어음
앤알캐피탈대부(주)((주)리드코프 보증),정기,A3-,A3-,2020.12.16,2020.12.17,2019.12.31,2021.06.30,,,,기업어음
웰릭스캐피탈(주)(웰컴크레디라인대부(주) 보증),정기,A3,A3,2020.12.17,2020.12.17,2019.12.31,2021.06.30,,,,기업어음
케이티비투자증권(주),정기,A2-,A2-,2020.12.16,2020.12.17,2019.12.31,2021.06.30,,,,기업어음
(재)한국장학재단,정기,A1,A1,2020.12.16,2020.12.16,2019.12.31,2021.06.30,,,,기업어음
(주)다우데이타,정기,A2,A2,2020.12.15,2020.12.16,2019.12.31,2021.06.30,,,,기업어음
(주)엘지생활건강,정기,A1,A1,2020.12.15,2020.12.16,2019.12.31,2021.06.30,,,,기업어음
부국증권(주),정기,A2+,A2+,2020.12.16,2020.12.16,2019.12.31,2021.06.30,,,,기업어음
웰컴크레디라인대부(주),정기,A3,A3,2020.12.16,2020.12.16,2019.12.31,2021.06.30,,,,기업어음
한국남동발전(주),정기,A1,A1,2020.12.16,2020.12.16,2019.12.31,2021.06.30,,,,기업어음
한화투자증권(주),정기,A1,A1,2020.12.16,2020.12.16,2019.12.31,2021.06.30,,,,기업어음
