기업명,평정,직전등급,현재등급,등급결정일,등급확정일,결산기준,유효기간,요지,재무,보고서,Type
(주)녹십자,본,,A3+,2009.07.28,2009.07.28,,2010.06.30,,,,기업어음
(주)녹십자홀딩스,본,,A3+,2009.07.28,2009.07.28,,2010.06.30,,,,기업어음
중소벤처기업진흥공단,본,,A1,2009.07.23,2009.07.23,,2010.06.30,,,,기업어음
삼환기업(주),본,,A2-,2009.07.20,2009.07.20,,2010.06.30,,,,기업어음
씨제이대한통운(주),본,,A2,2009.07.17,2009.07.17,,2010.06.30,,,,기업어음
에스케이브로드밴드(주),본,,A1,2009.07.17,2009.07.17,,2010.06.30,,,,기업어음
매일홀딩스(주),본,,A2-,2009.07.14,2009.07.14,,2010.06.30,,,,기업어음
요진건설산업(주),본,,A3-,2009.07.14,2009.07.14,,2010.06.30,,,,기업어음
화성산업(주),본,,A3-,2009.07.13,2009.07.13,,2010.06.30,,,,기업어음
(주)풍산,본,,A2-,2009.07.09,2009.07.09,,2010.06.30,,,,기업어음
울트라건설(주),본,,B+,2009.07.08,2009.07.08,,2010.06.30,,,,기업어음
(주)대우건설,수시,A2-,A2-◆,2009.07.02,2009.07.02,,2010.06.30,,,,기업어음
금호건설(주),수시,A3,A3↓,2009.07.02,2009.07.02,,2010.06.30,,,,기업어음
금호석유화학(주),본,,A3,2009.07.02,2009.07.02,,2010.06.30,,,,기업어음
금호타이어(주),본,,A3,2009.07.02,2009.07.02,,2010.06.30,,,,기업어음
금호피앤비화학(주),본,,A3-,2009.07.02,2009.07.02,,2010.06.30,,,,기업어음
아시아나항공(주),본,,A3,2009.07.02,2009.07.02,,2010.06.30,,,,기업어음
한국캐피탈(주),정기,A2-↓,A3+,2009.07.02,2009.07.02,,2009.09.30,,,,기업어음
공무원연금공단,본,,A1,2009.07.01,2009.07.01,,2010.06.30,,,,기업어음
(주)건영,본,,A3-,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
(주)대동,본,,A3,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
(주)동양,본,,B+,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
(주)엘지씨엔에스,본,,A1,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
(주)조선호텔앤리조트,본,,A2+,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
(주)한국토지신탁,본,,A3,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
(주)한화갤러리아,본,,A3,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
(주)현대쇼핑,본,,A1,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
(주)형지에스콰이아,본,,B,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
고려개발(주),본,,A2-,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
군인공제회,본,,A1,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
극동건설(주),본,,A3-,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
금광기업(주),본,,A3+,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
기아(주),본,,A1,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
대림자동차공업(주),본,,A3-,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
대상(주),본,,A2-,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
동원시스템즈(주),본,,A3,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
두산건설(주),본,,A2-,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
두산메카텍(주),본,,A3+,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
롯데알미늄(주),본,,A2-,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
벽산건설(주),본,,A3-,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
삼성에스디에스(주),본,,A1,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
성우종합건설(주),본,,B+,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
양우종합건설(주),본,,A3-,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
에스케이디스커버리(주),본,,A2-,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
에이치솔루션(주),본,,A2-,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
엘지이노텍(주),본,,A2+,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
우리금융지주(주),본,,A1,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
제일모직(주),본,,A1,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
중앙일보(주),본,,A3-,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
코오롱글로텍(주),본,,A3,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
코오롱아이넷(주),본,,A3,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
한국조선해양(주),본,,A1,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
한무쇼핑(주),본,,A1,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
현대메티아(주),본,,A3,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
현대위아(주),본,,A2-,2009.06.30,2009.06.30,,2010.06.30,,,,기업어음
홈플러스스토어즈(주),본,,A2,2009.06.30,2009.06.30,,2010.08.31,,,,기업어음
(주)골든브릿지캐피탈,본,,B,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
(주)동원에프앤비,본,,A2,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
(주)빙그레,본,,A1,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
(주)신한금융지주회사,본,,A1,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
(주)아워홈,본,,A2+,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
(주)엘엑스인터내셔널,본,,A2+,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
(주)엘지헬로비전,본,,A2,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
(주)태영건설,본,,A2,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
(주)휴비스,본,,A3-,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
DB캐피탈(주),본,,A3-,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
동양인베스트먼트(주),본,,B+,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
삼성중공업(주),본,,A1,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
우리금융캐피탈(주),본,,A2+,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
인천국제공항공사,본,,A1,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
지에스칼텍스(주),본,,A1,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
케이비부동산신탁(주),본,,A2+,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
하나캐피탈(주),본,,A2,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
한성기업(주),본,,B,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
한일홀딩스(주),본,,A2+,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
현대오일뱅크(주),본,,A2+,2009.06.29,2009.06.29,,2010.06.30,,,,기업어음
(주)대림,본,,A2+,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
(주)두산캐피탈,본,,A2+,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
(주)아이비케이캐피탈,본,,A2+,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
(주)엘지화학,본,,A1,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
(주)지에스스포츠,본,,A3,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
(주)케이씨씨건설,본,,A2,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
(주)필립스전자,본,,A3,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
(주)한국인삼공사,본,,A1,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
(주)한화,본,,A2-,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
(주)흥화,본,,A3-,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
가온전선(주),본,,A2-,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
대한전선(주),본,,A3+,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
디에스디삼호(주),본,,B-,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
디엘(주),본,,A2+,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
롯데렌탈(주),본,,A2+,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
삼성물산(주),본,,A1,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
삼성전기(주),본,,A1,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
신한종합건설(주),본,,A3-,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
신한캐피탈(주),본,,A1,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
현대기업금융(주),본,,A3,2009.06.26,2009.06.26,,2010.06.30,,,,기업어음
수산업협동조합중앙회,본,,A1,2009.06.25,2009.06.25,,2010.06.30,,,,기업어음
포스코에너지(주),본,,A1,2009.06.25,2009.06.25,,2010.06.30,,,,기업어음
한국농어촌공사,본,,A1,2009.06.25,2009.06.25,,2010.06.30,,,,기업어음
한화테크엠(주),본,,A3,2009.06.25,2009.06.25,,2010.06.30,,,,기업어음
(주)반도건설,본,,A3,2009.06.24,2009.06.24,,2010.06.30,,,,기업어음
(주)포스코건설,본,,A1,2009.06.24,2009.06.24,,2010.06.30,,,,기업어음
(주)한라,본,,A3+,2009.06.24,2009.06.24,,2010.06.30,,,,기업어음
씨제이씨지브이(주),본,,A2+,2009.06.24,2009.06.24,,2010.06.30,,,,기업어음
에스케이텔레시스(주),본,,A3+,2009.06.24,2009.06.24,,2010.06.30,,,,기업어음
에스케이텔레콤(주),본,,A1,2009.06.24,2009.06.24,,2010.06.30,,,,기업어음
에스티엑스중공업(주),본,,A3+,2009.06.24,2009.06.24,,2010.06.30,,,,기업어음
에이치디씨(주),본,,A2+,2009.06.24,2009.06.24,,2010.06.30,,,,기업어음
지에스건설(주),본,,A2+,2009.06.24,2009.06.24,,2010.06.30,,,,기업어음
한국토지공사,본,,A1,2009.06.24,2009.06.24,,2010.06.30,,,,기업어음
(주)아모레퍼시픽,본,,A1,2009.06.23,2009.06.23,,2010.06.30,,,,기업어음
(주)현대케피코,본,,A2+,2009.06.23,2009.06.23,,2010.06.30,,,,기업어음
롯데푸드(주),본,,A2+,2009.06.23,2009.06.23,,2010.06.30,,,,기업어음
에스케이실트론(주),본,,A2,2009.06.23,2009.06.23,,2010.06.30,,,,기업어음
케이케이(주),본,,A3-,2009.06.23,2009.06.23,,2010.06.30,,,,기업어음
한국가스공사,본,,A1,2009.06.23,2009.06.23,,2010.06.30,,,,기업어음
한국전력공사,본,,A1,2009.06.23,2009.06.23,,2010.06.30,,,,기업어음
현대트랜시스(주),본,,A2-,2009.06.23,2009.06.23,,2010.06.30,,,,기업어음
(주)삼양홀딩스,본,,A1,2009.06.22,2009.06.22,,2010.06.30,,,,기업어음
(주)워커힐,수시,A3+,A2-,2009.06.22,2009.06.22,,2009.06.30,,,,기업어음
KB캐피탈(주),본,,A2,2009.06.22,2009.06.22,,2010.06.30,,,,기업어음
와이티캐피탈대부(주),본,,B+,2009.06.22,2009.06.22,,2010.06.30,,,,기업어음
(주)엘지파워콤,본,,A1,2009.06.19,2009.06.19,,2010.06.30,,,,기업어음
(주)하이프라자,본,,A2-,2009.06.19,2009.06.19,,2010.06.30,,,,기업어음
(주)한진해운홀딩스,본,,A2+,2009.06.19,2009.06.19,,2010.06.30,,,,기업어음
글로웨이(주),본,,A3-,2009.06.19,2009.06.19,,2010.06.30,,,,기업어음
깨끗한나라(주),본,,B,2009.06.19,2009.06.19,,2010.06.30,,,,기업어음
롯데카드(주),본,,A1,2009.06.19,2009.06.19,,2010.06.30,,,,기업어음
롯데캐피탈(주),본,,A2+,2009.06.19,2009.06.19,,2010.06.30,,,,기업어음
삼성카드(주),본,,A1,2009.06.19,2009.06.19,,2010.06.30,,,,기업어음
엘지엔시스(주),본,,A2+,2009.06.19,2009.06.19,,2010.06.30,,,,기업어음
한국남부발전(주),본,,A1,2009.06.19,2009.06.19,,2010.06.30,,,,기업어음
한국서부발전(주),본,,A1,2009.06.19,2009.06.19,,2010.06.30,,,,기업어음
한솔홀딩스(주),본,,A3+,2009.06.19,2009.06.19,,2010.06.30,,,,기업어음
현대카드(주),본,,A1,2009.06.19,2009.06.19,,2010.06.30,,,,기업어음
현대캐피탈(주),본,,A1,2009.06.19,2009.06.19,,2010.06.30,,,,기업어음
현대커머셜(주),본,,A2+,2009.06.19,2009.06.19,,2010.06.30,,,,기업어음
(주)애큐온캐피탈,본,,A2+,2009.06.18,2009.06.18,,2010.06.30,,,,기업어음
신한카드(주),본,,A1,2009.06.18,2009.06.18,,2010.06.30,,,,기업어음
동부제철(주),본,,A3,2009.06.17,2009.06.17,,2010.06.30,,,,기업어음
(주)케이피아이,본,,B+,2009.06.16,2009.06.16,,2010.06.30,,,,기업어음
삼성석유화학(주),본,,A2-,2009.06.16,2009.06.16,,2010.06.30,,,,기업어음
에스케이씨(주),본,,A2-,2009.06.16,2009.06.16,,2010.06.30,,,,기업어음
(주)효성,본,,A2+,2009.06.15,2009.06.15,,2010.06.30,,,,기업어음
현대엘리베이터(주),본,,A2,2009.06.15,2009.06.15,,2010.06.30,,,,기업어음
(주)롯데햄,본,,A3,2009.06.12,2009.06.12,,2010.06.30,,,,기업어음
(주)오리온홀딩스,본,,A2+,2009.06.12,2009.06.12,,2010.06.30,,,,기업어음
대신에프앤아이(주),본,,A2+,2009.06.12,2009.06.12,,2010.06.30,,,,기업어음
오리온스낵인터내셔널(주),본,,A2+,2009.06.12,2009.06.12,,2010.06.30,,,,기업어음
인천도시공사,본,,A1,2009.06.12,2009.06.12,,2010.06.30,,,,기업어음
한국항공우주산업(주),본,,A2-,2009.06.12,2009.06.12,,2010.06.30,,,,기업어음
에스티엑스엔진(주),본,,A2-,2009.06.11,2009.06.11,,2010.06.30,,,,기업어음
에스케이네트웍스(주),본,,A2+,2009.06.10,2009.06.10,,2010.06.30,,,,기업어음
(사)한국무역협회,본,,A1,2009.06.09,2009.06.09,,2010.06.30,,,,기업어음
에스케이(주),본,,A1,2009.06.09,2009.06.09,,2010.06.30,,,,기업어음
(주)삼천리,본,,A1,2009.06.05,2009.06.05,,2010.06.30,,,,기업어음
신세계건설(주),본,,A2,2009.06.05,2009.06.05,,2010.06.30,,,,기업어음
현대제철(주),본,,A1,2009.06.05,2009.06.05,,2010.06.30,,,,기업어음
(주)동서,본,,A1,2009.06.04,2009.06.04,,2010.06.30,,,,기업어음
아이에스동서(주),본,,A3,2009.06.04,2009.06.04,,2010.06.30,,,,기업어음
롯데지알에스(주),본,,A2+,2009.06.03,2009.06.03,,2010.06.30,,,,기업어음
한국동서발전(주),본,,A1,2009.05.29,2009.05.29,,2010.06.30,,,,기업어음
(주)대륜이엔에스,본,,A2+,2009.05.28,2009.05.28,,2010.06.30,,,,기업어음
삼성물산(주),본,,A1,2009.05.27,2009.05.27,,2010.06.30,,,,기업어음
티유미디어(주),본,,A3+,2009.05.27,2009.05.27,,2010.06.30,,,,기업어음
김포도시공사,본,,A1,2009.05.26,2009.05.26,,2010.06.30,,,,기업어음
디엘건설(주),수시,A3+↓,C,2009.05.22,2009.05.22,,2009.06.30,,,,기업어음
에스케이(주),본,,A1,2009.05.22,2009.05.22,,2010.06.30,,,,기업어음
에프엔씨코오롱(주),본,,A3+,2009.05.20,2009.05.20,,2010.06.30,,,,기업어음
캠브리지코오롱(주),본,,A3,2009.05.20,2009.05.20,,2010.06.30,,,,기업어음
코오롱패션(주),본,,A3-,2009.05.20,2009.05.20,,2010.06.30,,,,기업어음
(주)한진중공업,본,,A2,2009.05.19,2009.05.19,,2010.06.30,,,,기업어음
대한석탄공사,본,,A1,2009.05.19,2009.05.19,,2010.06.30,,,,기업어음
(주)현대미포조선,본,,A1,2009.05.15,2009.05.15,,2010.06.30,,,,기업어음
(주)두산,본,,A2-,2009.05.14,2009.05.14,,2010.06.30,,,,기업어음
(주)케이피케미칼,본,,A1,2009.05.13,2009.05.13,,2010.06.30,,,,기업어음
(주)코오롱,본,,A3+,2009.05.13,2009.05.13,,2010.06.30,,,,기업어음
금호건설(주),본,,A3,2009.05.13,2009.05.13,,2010.06.30,,,,기업어음
우림건설(주),수시,B+↓,C,2009.05.13,2009.05.13,,2009.06.30,,,,기업어음
풍림산업(주),수시,A3-↓,C,2009.05.13,2009.05.13,,2009.06.30,,,,기업어음
하이트진로(주),본,,A1,2009.05.13,2009.05.13,,2010.06.30,,,,기업어음
(주)넥솔론,본,,A3+,2009.05.11,2009.05.11,,2010.06.30,,,,기업어음
(주)에스비에스,본,,A1,2009.05.07,2009.05.07,,2010.06.30,,,,기업어음
(주)케이티스카이라이프,본,,A2-,2009.05.07,2009.05.07,,2010.06.30,,,,기업어음
한화토탈(주),본,,A1,2009.05.07,2009.05.07,,2010.06.30,,,,기업어음
서울주택도시공사,본,,A1,2009.05.06,2009.05.06,,2010.06.30,,,,기업어음
한화호텔앤드리조트(주),본,,A3,2009.05.06,2009.05.06,,2010.06.30,,,,기업어음
(주)신세계인터내셔날,본,,A2+,2009.04.30,2009.04.30,,2010.06.30,,,,기업어음
(주)예당컴퍼니,수시,B-↓,B-,2009.04.30,2009.04.30,,2009.06.30,,,,기업어음
두산중공업(주),본,,A2,2009.04.30,2009.04.30,,2010.06.30,,,,기업어음
금호오토리스(주),정기,A3,A3,2009.04.29,2009.04.29,,2009.06.30,,,,기업어음
현대시멘트(주),본,,A3+,2009.04.29,2009.04.29,,2010.06.30,,,,기업어음
(주)신세계,본,,A1,2009.04.28,2009.04.28,,2010.06.30,,,,기업어음
한화솔루션(주),본,,A2,2009.04.28,2009.04.28,,2010.06.30,,,,기업어음
(주)이수화학,본,,A3-,2009.04.27,2009.04.27,,2010.06.30,,,,기업어음
에스케이에코플랜트(주),본,,A2-,2009.04.27,2009.04.27,,2010.06.30,,,,기업어음
현대로템(주),본,,A2,2009.04.27,2009.04.27,,2010.06.30,,,,기업어음
(주)도화엔지니어링,본,,A2,2009.04.24,2009.04.24,,2010.06.30,,,,기업어음
(주)대우건설,본,,A2-,2009.04.21,2009.04.21,,2010.06.30,,,,기업어음
에스비에스미디어홀딩스(주),본,,A1,2009.04.20,2009.04.20,,2010.06.30,,,,기업어음
두산인프라코어(주),본,,A2,2009.04.17,2009.04.17,,2010.06.30,,,,기업어음
삼부토건(주),본,,A3+,2009.04.17,2009.04.17,,2010.06.30,,,,기업어음
코오롱글로벌(주),본,,A3,2009.04.14,2009.04.14,,2010.06.30,,,,기업어음
롯데건설(주),본,,A2+,2009.04.10,2009.04.10,,2010.06.30,,,,기업어음
미래에셋캐피탈(주),정기,A2,A2,2009.04.10,2009.04.10,,2009.12.31,,,,기업어음
현대삼호중공업(주),본,,A1,2009.04.10,2009.04.10,,2010.06.30,,,,기업어음
(주)STX,본,,A2-,2009.04.09,2009.04.09,,2010.06.30,,,,기업어음
현대파워텍(주),본,,A2-,2009.04.08,2009.04.08,,2010.06.30,,,,기업어음
코카콜라음료(주),본,,A2,2009.04.07,2009.04.07,,2010.06.30,,,,기업어음
대우자동차판매(주),본,,A3,2009.04.06,2009.04.06,,2010.06.30,,,,기업어음
(주)동원엔터프라이즈,정기,A2-,A2-,2009.04.03,2009.04.03,,2009.09.30,,,,기업어음
엘아이지넥스원(주),본,,A2+,2009.04.02,2009.04.02,,2010.06.30,,,,기업어음
(주)웅진,본,,A2-,2009.04.01,2009.04.01,,2010.06.30,,,,기업어음
산은캐피탈(주),정기,A2+,A2+,2009.04.01,2009.04.01,,2009.09.30,,,,기업어음
삼능건설(주),수시,B+↓,D,2009.04.01,2009.04.01,,2009.06.30,,,,기업어음
송촌종합건설(주),수시,B+↓,D,2009.04.01,2009.04.01,,2009.06.30,,,,기업어음
한국증권금융(주),정기,A1,A1,2009.04.01,2009.04.01,,2009.09.30,,,,기업어음
교보증권(주),정기,A2,A2,2009.03.31,2009.03.31,,2009.09.30,,,,기업어음
대신증권(주),정기,A2+,A2+,2009.03.31,2009.03.31,,2009.09.30,,,,기업어음
롯데정밀화학(주),본,,A1,2009.03.31,2009.03.31,,2010.06.30,,,,기업어음
르메이에르건설(주),수시,B-,B-↓,2009.03.31,2009.03.31,,2009.06.30,,,,기업어음
미래에셋증권(주),정기,A1,A1,2009.03.31,2009.03.31,,2009.09.30,,,,기업어음
삼성증권(주),정기,A1,A1,2009.03.31,2009.03.31,,2009.09.30,,,,기업어음
엔에이치농협증권(주),정기,A2+,A2+,2009.03.31,2009.03.31,,2009.09.30,,,,기업어음
케이비증권(주),정기,A1,A1,2009.03.31,2009.03.31,,2009.09.30,,,,기업어음
케이비투자증권(주),정기,A2+,A2+,2009.03.31,2009.03.31,,2009.09.30,,,,기업어음
키움증권(주),정기,A2-,A2-,2009.03.31,2009.03.31,,2009.09.30,,,,기업어음
동양인터내셔널(주),정기,B+,B+,2009.03.30,2009.03.30,,2009.09.30,,,,기업어음
한화에어로스페이스(주),본,,A1,2009.03.30,2009.03.30,,2010.06.30,,,,기업어음
(주)한화건설,본,,A3+,2009.03.27,2009.03.27,,2010.06.30,,,,기업어음
한국수력원자력(주),본,,A1,2009.03.25,2009.03.25,,2010.06.30,,,,기업어음
메리츠종합금융(주),정기,A2-,A2-,2009.03.16,2009.03.16,,2009.09.30,,,,기업어음
(주)메가마크,본,,B+,2009.03.02,2009.03.02,,2010.06.30,,,,기업어음
엘아이지넥스원(주),수시,A2,A2+,2009.03.02,2009.03.02,,2009.06.30,,,,기업어음
에스티엑스중공업(주),본,,A3+,2009.02.27,2009.02.27,,2009.06.30,,,,기업어음
한일홀딩스(주),본,,A2+,2009.02.26,2009.02.26,,2009.06.30,,,,기업어음
금호타이어(주),정기,A3+,A3+,2009.02.23,2009.02.23,,2009.06.30,,,,기업어음
아프로파이낸셜대부(주),본,,A3-,2009.02.20,2009.02.20,,2010.03.31,,,,기업어음
현대메티아(주),정기,A3,A3,2009.02.09,2009.02.09,,2009.06.30,,,,기업어음
아세아(주),본,,A2+,2009.02.06,2009.02.06,,2009.06.30,,,,기업어음
현대엘리베이터(주),정기,A2,A2,2009.02.06,2009.02.06,,2009.06.30,,,,기업어음
깨끗한나라(주),정기,B,B,2009.02.02,2009.02.02,,2009.06.30,,,,기업어음
(주)두산캐피탈,정기,A2+,A2+,2009.01.30,2009.01.30,,2009.06.30,,,,기업어음
군인공제회,정기,A1,A1,2009.01.30,2009.01.30,,2009.06.30,,,,기업어음
대림자동차공업(주),정기,A3-,A3-,2009.01.30,2009.01.30,,2009.06.30,,,,기업어음
삼성에스디에스(주),정기,A1,A1,2009.01.30,2009.01.30,,2009.06.30,,,,기업어음
씨앤에이치(주),정기,A3-,A3-,2009.01.30,2009.01.30,,2009.06.30,,,,기업어음
(주)동부,본,,A3,2009.01.28,2009.01.28,,2009.06.30,,,,기업어음
(주)한화,수시,A2-↓,A2-,2009.01.23,2009.01.23,,2009.06.30,,,,기업어음
(주)한화건설,수시,A3+↓,A3+,2009.01.23,2009.01.23,,2009.06.30,,,,기업어음
대한시스템즈(주),정기,A3,A3,2009.01.23,2009.01.23,,2009.06.30,,,,기업어음
롯데지알에스(주),본,,A2+,2009.01.23,2009.01.23,,2009.06.30,,,,기업어음
한화솔루션(주),수시,A2↓,A2,2009.01.23,2009.01.23,,2009.06.30,,,,기업어음
홈플러스스토어즈(주),본,,A2,2009.01.23,2009.01.23,,2009.06.30,,,,기업어음
(주)에이스디지텍,정기,A3-,A3-,2009.01.22,2009.01.22,,2009.06.30,,,,기업어음
(주)형지에스콰이아,정기,B,B,2009.01.22,2009.01.22,,2009.06.30,,,,기업어음
