,순위,종목코드,종목명,주식종류,시장구분,주당배당금,시가배당율,액면가배당율,액면가,결산월
678,679,009240,한샘,보통주,유가증권시장,"1,300",1.30,130.00,"1,000",12
679,695,065350,신성델타테크,보통주,코스닥시장,100,1.30,20.00,500,12
680,696,021650,한국큐빅,보통주,코스닥시장,50,1.30,10.00,500,12
681,697,004380,삼익THK,보통주,유가증권시장,150,1.30,30.00,500,12
682,698,048260,오스템임플란트,보통주,코스닥시장,630,1.30,126.00,500,12
683,699,004370,농심,보통주,유가증권시장,"4,000",1.30,80.00,"5,000",12
684,700,003075,코오롱글로벌1우,우선주,유가증권시장,450,1.28,9.00,"5,000",12
685,701,073560,우리손에프앤지농업회사법인,보통주,코스닥시장,25,1.26,5.00,500,12
686,702,001510,SK증권,보통주,유가증권시장,10,1.26,2.00,500,12
687,703,213090,미래테크놀로지,보통주,코스닥시장,100,1.25,20.00,500,12
688,704,123570,이엠넷,보통주,코스닥시장,50,1.24,10.00,500,12
689,705,035810,이지홀딩스,보통주,코스닥시장,50,1.24,10.00,500,12
690,691,005360,모나미,보통주,유가증권시장,70,1.30,7.00,"1,000",12
691,692,004020,현대제철,보통주,유가증권시장,500,1.30,10.00,"5,000",12
692,693,334890,이지스밸류플러스위탁관리부동산투자회사,보통주,유가증권시장,60,1.30,6.03,"1,000",08
693,694,189690,포시에스,보통주,코스닥시장,100,1.30,20.00,500,06
694,695,065350,신성델타테크,보통주,코스닥시장,100,1.30,20.00,500,12
695,711,000490,대동,보통주,유가증권시장,80,1.20,8.00,"1,000",12
696,712,053800,안랩,보통주,코스닥시장,900,1.20,180.00,500,12
697,713,044820,코스맥스비티아이,보통주,유가증권시장,200,1.20,40.00,500,12
698,714,045060,오공,보통주,코스닥시장,60,1.20,12.00,500,12
699,715,042110,에스씨디,보통주,코스닥시장,20,1.20,4.00,500,12
700,716,088350,한화생명보험,보통주,유가증권시장,30,1.20,0.60,"5,000",12
701,717,036490,SK머티리얼즈,보통주,코스닥시장,"4,000",1.20,800.00,500,12
702,718,023910,대한약품공업,보통주,코스닥시장,400,1.20,80.00,500,12
703,719,263690,디알젬,보통주,코스닥시장,200,1.20,40.00,500,12
704,720,030190,나이스평가정보,보통주,코스닥시장,275,1.20,55.00,500,12
705,706,330350,위더스제약,보통주,코스닥시장,253,1.21,126.50,200,12
706,707,063760,이엘피,보통주,코스닥시장,120,1.21,24.00,500,12
707,708,019990,에너토크,보통주,코스닥시장,50,1.21,10.00,500,12
708,709,013520,화승코퍼레이션,보통주,유가증권시장,25,1.20,5.00,500,12
709,725,006580,대양제지공업,보통주,코스닥시장,40,1.20,8.00,500,12
710,726,000490,대동,보통주,유가증권시장,80,1.20,8.00,"1,000",12
711,727,053800,안랩,보통주,코스닥시장,900,1.20,180.00,500,12
712,728,044820,코스맥스비티아이,보통주,유가증권시장,200,1.20,40.00,500,12
713,729,045060,오공,보통주,코스닥시장,60,1.20,12.00,500,12
714,730,042110,에스씨디,보통주,코스닥시장,20,1.20,4.00,500,12
715,731,088350,한화생명보험,보통주,유가증권시장,30,1.20,0.60,"5,000",12
716,732,036490,SK머티리얼즈,보통주,코스닥시장,"4,000",1.20,800.00,500,12
717,733,023910,대한약품공업,보통주,코스닥시장,400,1.20,80.00,500,12
718,734,263690,디알젬,보통주,코스닥시장,200,1.20,40.00,500,12
719,735,030190,나이스평가정보,보통주,코스닥시장,275,1.20,55.00,500,12
720,721,089150,케이씨티,보통주,코스닥시장,60,1.20,12.00,500,12
721,722,051910,LG화학,보통주,유가증권시장,"10,000",1.20,200.00,"5,000",12
722,723,038680,에스넷시스템,보통주,코스닥시장,80,1.20,16.00,500,12
723,739,006580,대양제지공업,보통주,코스닥시장,40,1.20,8.00,500,12
724,740,000490,대동,보통주,유가증권시장,80,1.20,8.00,"1,000",12
725,741,053800,안랩,보통주,코스닥시장,900,1.20,180.00,500,12
726,742,044820,코스맥스비티아이,보통주,유가증권시장,200,1.20,40.00,500,12
727,743,045060,오공,보통주,코스닥시장,60,1.20,12.00,500,12
728,744,042110,에스씨디,보통주,코스닥시장,20,1.20,4.00,500,12
729,745,088350,한화생명보험,보통주,유가증권시장,30,1.20,0.60,"5,000",12
730,746,036490,SK머티리얼즈,보통주,코스닥시장,"4,000",1.20,800.00,500,12
731,747,023910,대한약품공업,보통주,코스닥시장,400,1.20,80.00,500,12
732,748,263690,디알젬,보통주,코스닥시장,200,1.20,40.00,500,12
733,749,030190,나이스평가정보,보통주,코스닥시장,275,1.20,55.00,500,12
734,750,068790,디엠에스,보통주,코스닥시장,100,1.18,20.00,500,12
735,736,051910,LG화학,보통주,유가증권시장,"10,000",1.20,200.00,"5,000",12
736,737,038680,에스넷시스템,보통주,코스닥시장,80,1.20,16.00,500,12
737,738,007700,에프앤에프홀딩스,보통주,유가증권시장,"1,000",1.20,200.00,500,12
738,739,006580,대양제지공업,보통주,코스닥시장,40,1.20,8.00,500,12
739,755,006660,삼성공조,보통주,유가증권시장,80,1.12,16.00,500,12
740,756,064850,에프앤가이드,보통주,코스닥시장,100,1.12,20.00,500,12
741,757,005670,푸드웰,보통주,코스닥시장,85,1.11,17.00,500,12
742,758,001630,종근당홀딩스,보통주,유가증권시장,"1,400",1.10,56.00,"2,500",12
743,759,000390,삼화페인트공업,보통주,유가증권시장,150,1.10,30.00,500,12
744,760,108675,LX하우시스1우,우선주,유가증권시장,350,1.10,7.00,"5,000",12
745,761,058470,리노공업,보통주,코스닥시장,"1,500",1.10,300.00,500,12
746,762,002700,신일전자,보통주,유가증권시장,20,1.10,4.00,500,12
747,763,201490,미투온,보통주,코스닥시장,65,1.10,13.00,500,12
748,764,066570,LG전자,보통주,유가증권시장,"1,200",1.10,24.00,"5,000",12
749,765,065530,와이어블,보통주,코스닥시장,50,1.10,10.00,500,12
750,751,149950,아바텍,보통주,코스닥시장,100,1.18,20.00,500,12
751,752,267980,매일유업,보통주,코스닥시장,800,1.15,160.00,500,12
752,753,005740,크라운해태홀딩스,보통주,유가증권시장,100,1.13,20.00,500,12
753,754,001530,디아이동일,보통주,유가증권시장,"1,500",1.12,30.00,"5,000",12
754,770,089030,테크윙,보통주,코스닥시장,230,1.10,46.00,500,12
755,771,049070,인탑스,보통주,코스닥시장,250,1.10,50.00,500,12
756,772,067160,아프리카티비,보통주,코스닥시장,650,1.10,130.00,500,12
757,773,054950,제이브이엠,보통주,코스닥시장,400,1.10,80.00,500,12
758,774,000390,삼화페인트공업,보통주,유가증권시장,150,1.10,30.00,500,12
759,775,108675,LX하우시스1우,우선주,유가증권시장,350,1.10,7.00,"5,000",12
760,776,058470,리노공업,보통주,코스닥시장,"1,500",1.10,300.00,500,12
761,777,002700,신일전자,보통주,유가증권시장,20,1.10,4.00,500,12
762,778,201490,미투온,보통주,코스닥시장,65,1.10,13.00,500,12
763,779,066570,LG전자,보통주,유가증권시장,"1,200",1.10,24.00,"5,000",12
764,780,065530,와이어블,보통주,코스닥시장,50,1.10,10.00,500,12
765,766,092780,동양피스톤,보통주,유가증권시장,60,1.10,12.00,500,12
766,767,026890,디피씨,보통주,유가증권시장,90,1.10,18.00,500,12
767,768,093380,풍강,보통주,코스닥시장,30,1.10,6.00,500,08
768,769,170790,파이오링크,보통주,코스닥시장,150,1.10,30.00,500,12
769,785,012620,원일특강,보통주,코스닥시장,120,1.08,24.00,500,12
770,786,039830,오로라월드,보통주,코스닥시장,100,1.07,20.00,500,12
771,787,137940,넥스트아이,보통주,코스닥시장,17,1.07,17.00,100,12
772,788,006370,대구백화점,보통주,유가증권시장,100,1.06,2.00,"5,000",12
773,789,004560,현대비앤지스틸,보통주,유가증권시장,100,1.05,2.00,"5,000",12
774,790,067830,세이브존아이앤씨,보통주,유가증권시장,30,1.04,3.00,"1,000",12
775,791,000050,경방,보통주,유가증권시장,125,1.04,25.00,500,12
776,792,337930,브랜드엑스코퍼레이션,보통주,코스닥시장,110,1.04,22.00,500,12
777,793,019770,서연탑메탈,보통주,코스닥시장,85,1.03,17.00,500,12
778,794,092070,디엔에프,보통주,코스닥시장,200,1.00,40.00,500,12
779,795,097950,씨제이제일제당,보통주,유가증권시장,"4,000",1.00,80.00,"5,000",12
780,781,201490,미투온,보통주,코스닥시장,65,1.10,13.00,500,12
781,782,066570,LG전자,보통주,유가증권시장,"1,200",1.10,24.00,"5,000",12
782,783,065530,와이어블,보통주,코스닥시장,50,1.10,10.00,500,12
783,799,189980,흥국에프엔비,보통주,코스닥시장,20,1.00,20.00,100,12
784,800,149980,하이로닉,보통주,코스닥시장,49,1.00,49.00,100,12
785,801,115960,연우,보통주,코스닥시장,190,1.00,38.00,500,12
786,802,050960,수산아이앤티,보통주,코스닥시장,125,1.00,25.00,500,12
787,803,025860,남해화학,보통주,유가증권시장,80,1.00,8.00,"1,000",12
788,804,014680,한솔케미칼,보통주,유가증권시장,"1,800",1.00,36.00,"5,000",12
789,805,009140,경인전자,보통주,유가증권시장,250,1.00,5.00,"5,000",12
790,806,007820,에스엠코어,보통주,코스닥시장,70,1.00,14.00,500,12
791,807,124560,태웅로직스,보통주,코스닥시장,50,1.00,50.00,100,12
792,808,212560,네오오토,보통주,코스닥시장,50,1.00,10.00,500,12
793,809,140070,서플러스글로벌,보통주,코스닥시장,30,1.00,30.00,100,12
794,810,097950,씨제이제일제당,보통주,유가증권시장,"4,000",1.00,80.00,"5,000",12
795,796,066130,하츠,보통주,코스닥시장,80,1.00,16.00,500,12
796,797,036570,엔씨소프트,보통주,유가증권시장,"8,550",1.00,"1,710.00",500,12
797,798,000660,에스케이하이닉스,보통주,유가증권시장,"1,170",1.00,23.40,"5,000",12
798,799,189980,흥국에프엔비,보통주,코스닥시장,20,1.00,20.00,100,12
799,815,149980,하이로닉,보통주,코스닥시장,49,1.00,49.00,100,12
800,816,115960,연우,보통주,코스닥시장,190,1.00,38.00,500,12
801,817,050960,수산아이앤티,보통주,코스닥시장,125,1.00,25.00,500,12
802,818,025860,남해화학,보통주,유가증권시장,80,1.00,8.00,"1,000",12
803,819,014680,한솔케미칼,보통주,유가증권시장,"1,800",1.00,36.00,"5,000",12
804,820,009140,경인전자,보통주,유가증권시장,250,1.00,5.00,"5,000",12
805,821,007820,에스엠코어,보통주,코스닥시장,70,1.00,14.00,500,12
806,822,124560,태웅로직스,보통주,코스닥시장,50,1.00,50.00,100,12
807,823,212560,네오오토,보통주,코스닥시장,50,1.00,10.00,500,12
808,824,140070,서플러스글로벌,보통주,코스닥시장,30,1.00,30.00,100,12
809,825,097950,씨제이제일제당,보통주,유가증권시장,"4,000",1.00,80.00,"5,000",12
810,811,066130,하츠,보통주,코스닥시장,80,1.00,16.00,500,12
811,812,036570,엔씨소프트,보통주,유가증권시장,"8,550",1.00,"1,710.00",500,12
812,813,000660,에스케이하이닉스,보통주,유가증권시장,"1,170",1.00,23.40,"5,000",12
813,814,189980,흥국에프엔비,보통주,코스닥시장,20,1.00,20.00,100,12
814,830,036200,유니셈,보통주,코스닥시장,80,0.97,16.00,500,12
815,831,010040,한국내화,보통주,유가증권시장,35,0.96,7.00,500,12
816,832,318000,한국바이오젠,보통주,코스닥시장,75,0.96,37.50,200,12
817,833,189860,서전기전,보통주,코스닥시장,30,0.95,6.00,500,12
818,834,141000,비아트론,보통주,코스닥시장,100,0.94,20.00,500,12
819,835,035080,인터파크,보통주,코스닥시장,20,0.93,4.00,500,12
820,836,228850,레이언스,보통주,코스닥시장,100,0.92,20.00,500,12
821,837,089010,켐트로닉스,보통주,코스닥시장,250,0.92,50.00,500,12
822,838,008490,서흥,보통주,유가증권시장,450,0.90,90.00,500,12
823,839,068290,삼성출판사,보통주,유가증권시장,200,0.90,40.00,500,12
824,840,033100,제룡전기,보통주,코스닥시장,50,0.90,10.00,500,12
825,826,212560,네오오토,보통주,코스닥시장,50,1.00,10.00,500,12
826,827,140070,서플러스글로벌,보통주,코스닥시장,30,1.00,30.00,100,12
827,828,097950,씨제이제일제당,보통주,유가증권시장,"4,000",1.00,80.00,"5,000",12
828,829,009290,광동제약,보통주,유가증권시장,100,0.98,10.00,"1,000",12
829,845,002390,한독,보통주,유가증권시장,300,0.90,60.00,500,12
830,846,001060,제이더블유중외제약,보통주,유가증권시장,325,0.90,13.00,"2,500",12
831,847,036010,아비코전자,보통주,코스닥시장,70,0.90,14.00,500,12
832,848,048770,TPC메카트로닉스,보통주,코스닥시장,35,0.90,7.00,500,12
833,849,318010,(주)팜스빌,보통주,코스닥시장,100,0.90,20.00,500,12
834,850,282880,코윈테크,보통주,코스닥시장,200,0.90,40.00,500,12
835,851,239610,에이치엘사이언스,보통주,코스닥시장,400,0.90,80.00,500,12
836,852,108230,톱텍,보통주,코스닥시장,100,0.90,20.00,500,12
837,853,102460,이연제약,보통주,유가증권시장,200,0.90,40.00,500,12
838,854,068290,삼성출판사,보통주,유가증권시장,200,0.90,40.00,500,12
839,855,033100,제룡전기,보통주,코스닥시장,50,0.90,10.00,500,12
840,841,214450,파마리서치,보통주,코스닥시장,500,0.90,100.00,500,12
841,842,065370,위세아이텍,보통주,코스닥시장,150,0.90,30.00,500,12
842,843,050760,에스폴리텍,보통주,코스닥시장,50,0.90,10.00,500,12
843,844,111710,남화산업,보통주,코스닥시장,100,0.90,50.00,200,12
844,860,002390,한독,보통주,유가증권시장,300,0.90,60.00,500,12
845,861,001060,제이더블유중외제약,보통주,유가증권시장,325,0.90,13.00,"2,500",12
846,862,036010,아비코전자,보통주,코스닥시장,70,0.90,14.00,500,12
847,863,048770,TPC메카트로닉스,보통주,코스닥시장,35,0.90,7.00,500,12
848,864,318010,(주)팜스빌,보통주,코스닥시장,100,0.90,20.00,500,12
849,865,282880,코윈테크,보통주,코스닥시장,200,0.90,40.00,500,12
850,866,239610,에이치엘사이언스,보통주,코스닥시장,400,0.90,80.00,500,12
851,867,108230,톱텍,보통주,코스닥시장,100,0.90,20.00,500,12
852,868,102460,이연제약,보통주,유가증권시장,200,0.90,40.00,500,12
853,869,068290,삼성출판사,보통주,유가증권시장,200,0.90,40.00,500,12
854,870,033100,제룡전기,보통주,코스닥시장,50,0.90,10.00,500,12
855,856,214450,파마리서치,보통주,코스닥시장,500,0.90,100.00,500,12
856,857,065370,위세아이텍,보통주,코스닥시장,150,0.90,30.00,500,12
857,858,050760,에스폴리텍,보통주,코스닥시장,50,0.90,10.00,500,12
858,859,111710,남화산업,보통주,코스닥시장,100,0.90,50.00,200,12
859,875,033100,제룡전기,보통주,코스닥시장,50,0.90,10.00,500,12
860,876,317850,대모엔지니어링,보통주,코스닥시장,40,0.89,8.00,500,12
861,877,039440,에스티아이,보통주,코스닥시장,150,0.88,30.00,500,12
862,878,243070,휴온스,보통주,코스닥시장,600,0.88,120.00,500,12
863,879,023900,풍국주정공업,보통주,코스닥시장,180,0.87,36.00,500,12
864,880,023800,인지컨트롤스,보통주,유가증권시장,100,0.87,20.00,500,12
865,881,004270,남성,보통주,유가증권시장,35,0.85,7.00,500,12
866,882,033290,코웰패션,보통주,코스닥시장,120,0.85,24.00,500,12
867,883,004490,세방전지,보통주,유가증권시장,500,0.84,100.00,500,12
868,884,005745,크라운해태홀딩스1우,우선주,유가증권시장,105,0.84,21.00,500,12
869,885,069730,디에스알제강,보통주,유가증권시장,40,0.83,8.00,500,12
870,871,239610,에이치엘사이언스,보통주,코스닥시장,400,0.90,80.00,500,12
871,872,108230,톱텍,보통주,코스닥시장,100,0.90,20.00,500,12
872,873,102460,이연제약,보통주,유가증권시장,200,0.90,40.00,500,12
873,874,068290,삼성출판사,보통주,유가증권시장,200,0.90,40.00,500,12
874,890,067170,오텍,보통주,코스닥시장,130,0.80,26.00,500,12
875,891,041830,인바디,보통주,코스닥시장,140,0.80,28.00,500,12
876,892,033320,제이씨현시스템,보통주,코스닥시장,70,0.80,14.00,500,12
877,893,004430,송원산업,보통주,유가증권시장,120,0.80,24.00,500,12
878,894,001810,무림에스피,보통주,코스닥시장,25,0.80,5.00,500,12
879,895,119850,지엔씨에너지,보통주,코스닥시장,50,0.80,10.00,500,12
880,896,120240,대정화금,보통주,코스닥시장,300,0.80,60.00,500,12
881,897,081150,티플랙스,보통주,코스닥시장,25,0.80,5.00,500,12
882,898,046890,서울반도체,보통주,코스닥시장,157,0.80,31.40,500,12
883,899,091590,남화토건,보통주,코스닥시장,100,0.80,20.00,500,12
884,900,036120,에스씨아이평가정보,보통주,코스닥시장,35,0.80,7.00,500,12
885,886,018250,애경산업,보통주,유가증권시장,200,0.83,20.00,"1,000",12
886,887,099190,아이센스,보통주,코스닥시장,250,0.83,50.00,500,12
887,888,000230,일동홀딩스,보통주,유가증권시장,100,0.80,10.00,"1,000",12
888,889,079370,제우스,보통주,코스닥시장,200,0.80,40.00,500,12
889,905,067170,오텍,보통주,코스닥시장,130,0.80,26.00,500,12
890,906,041830,인바디,보통주,코스닥시장,140,0.80,28.00,500,12
891,907,033320,제이씨현시스템,보통주,코스닥시장,70,0.80,14.00,500,12
892,908,004430,송원산업,보통주,유가증권시장,120,0.80,24.00,500,12
893,909,001810,무림에스피,보통주,코스닥시장,25,0.80,5.00,500,12
894,910,119850,지엔씨에너지,보통주,코스닥시장,50,0.80,10.00,500,12
895,911,120240,대정화금,보통주,코스닥시장,300,0.80,60.00,500,12
896,912,081150,티플랙스,보통주,코스닥시장,25,0.80,5.00,500,12
897,913,046890,서울반도체,보통주,코스닥시장,157,0.80,31.40,500,12
898,914,091590,남화토건,보통주,코스닥시장,100,0.80,20.00,500,12
899,915,036120,에스씨아이평가정보,보통주,코스닥시장,35,0.80,7.00,500,12
900,901,014280,금강공업,보통주,유가증권시장,40,0.80,4.00,"1,000",12
901,902,009460,한창제지,보통주,유가증권시장,20,0.80,4.00,500,12
902,903,206640,바디텍메드,보통주,코스닥시장,200,0.80,20.00,"1,000",12
903,904,079370,제우스,보통주,코스닥시장,200,0.80,40.00,500,12
904,920,067170,오텍,보통주,코스닥시장,130,0.80,26.00,500,12
905,921,041830,인바디,보통주,코스닥시장,140,0.80,28.00,500,12
906,922,033320,제이씨현시스템,보통주,코스닥시장,70,0.80,14.00,500,12
907,923,004430,송원산업,보통주,유가증권시장,120,0.80,24.00,500,12
908,924,001810,무림에스피,보통주,코스닥시장,25,0.80,5.00,500,12
909,925,119850,지엔씨에너지,보통주,코스닥시장,50,0.80,10.00,500,12
910,926,120240,대정화금,보통주,코스닥시장,300,0.80,60.00,500,12
911,927,081150,티플랙스,보통주,코스닥시장,25,0.80,5.00,500,12
912,928,046890,서울반도체,보통주,코스닥시장,157,0.80,31.40,500,12
913,929,091590,남화토건,보통주,코스닥시장,100,0.80,20.00,500,12
914,930,036120,에스씨아이평가정보,보통주,코스닥시장,35,0.80,7.00,500,12
915,916,014280,금강공업,보통주,유가증권시장,40,0.80,4.00,"1,000",12
916,917,009460,한창제지,보통주,유가증권시장,20,0.80,4.00,500,12
917,918,206640,바디텍메드,보통주,코스닥시장,200,0.80,20.00,"1,000",12
918,919,079370,제우스,보통주,코스닥시장,200,0.80,40.00,500,12
919,935,332570,와이팜,보통주,코스닥시장,100,0.78,20.00,500,12
920,936,017040,광명전기,보통주,유가증권시장,15,0.76,3.00,500,12
921,937,265740,엔에프씨,보통주,코스닥시장,100,0.76,100.00,100,12
922,938,038070,서린바이오사이언스,보통주,코스닥시장,100,0.76,20.00,500,12
923,939,319660,피에스케이,보통주,코스닥시장,300,0.76,60.00,500,12
924,940,290270,휴네시온,보통주,코스닥시장,40,0.75,8.00,500,12
925,941,900340,윙입푸드홀딩스,보통주,코스닥시장,10,0.74,0.00,0,12
926,942,002840,미원상사,보통주,유가증권시장,700,0.74,140.00,500,12
927,943,246690,티에스인베스트먼트,보통주,코스닥시장,25,0.74,5.00,500,12
928,944,357780,솔브레인,보통주,코스닥시장,"1,950",0.73,390.00,500,12
929,945,277070,린드먼아시아인베스트먼트,보통주,코스닥시장,38,0.72,7.60,500,12
930,931,017650,대림제지,보통주,코스닥시장,75,0.79,15.00,500,12
931,932,252500,세화피앤씨,보통주,코스닥시장,30,0.79,30.00,100,12
932,933,009440,케이씨그린홀딩스,보통주,유가증권시장,40,0.79,8.00,500,12
933,934,222980,한국맥널티,보통주,코스닥시장,50,0.79,10.00,500,12
934,950,012610,경인양행,보통주,유가증권시장,50,0.70,10.00,500,12
935,951,003925,남양유업1우,우선주,유가증권시장,"1,050",0.70,21.00,"5,000",12
936,952,093320,케이아이엔엑스,보통주,코스닥시장,500,0.70,100.00,500,12
937,953,095910,에스에너지,보통주,코스닥시장,50,0.70,10.00,500,12
938,954,022100,포스코ICT,보통주,코스닥시장,50,0.70,10.00,500,12
939,955,004840,DRB동일,보통주,유가증권시장,50,0.70,10.00,500,12
940,956,004310,현대약품,보통주,유가증권시장,43,0.70,8.50,500,11
941,957,033130,디지틀조선일보,보통주,코스닥시장,20,0.70,4.00,500,12
942,958,031430,신세계인터내셔날,보통주,유가증권시장,"1,100",0.70,22.00,"5,000",12
943,959,014970,삼륭물산,보통주,코스닥시장,75,0.70,15.00,500,12
944,960,006730,서부티엔디,보통주,코스닥시장,50,0.70,10.00,500,12
945,946,017890,한국알콜산업,보통주,코스닥시장,100,0.70,20.00,500,12
946,947,142210,유니트론텍,보통주,코스닥시장,50,0.70,10.00,500,12
947,948,023160,태광,보통주,코스닥시장,50,0.70,10.00,500,12
948,964,095910,에스에너지,보통주,코스닥시장,50,0.70,10.00,500,12
949,965,022100,포스코ICT,보통주,코스닥시장,50,0.70,10.00,500,12
950,966,004840,DRB동일,보통주,유가증권시장,50,0.70,10.00,500,12
951,967,004310,현대약품,보통주,유가증권시장,43,0.70,8.50,500,11
952,968,033130,디지틀조선일보,보통주,코스닥시장,20,0.70,4.00,500,12
953,969,031430,신세계인터내셔날,보통주,유가증권시장,"1,100",0.70,22.00,"5,000",12
954,970,014970,삼륭물산,보통주,코스닥시장,75,0.70,15.00,500,12
955,971,006730,서부티엔디,보통주,코스닥시장,50,0.70,10.00,500,12
956,972,058400,케이엔엔,보통주,코스닥시장,15,0.69,3.00,500,12
957,973,009450,경동나비엔,보통주,유가증권시장,350,0.67,35.00,"1,000",12
958,974,107590,미원홀딩스,보통주,유가증권시장,500,0.66,100.00,500,12
959,975,012280,영화금속,보통주,유가증권시장,15,0.65,3.00,500,12
960,961,012610,경인양행,보통주,유가증권시장,50,0.70,10.00,500,12
961,962,003925,남양유업1우,우선주,유가증권시장,"1,050",0.70,21.00,"5,000",12
962,963,093320,케이아이엔엑스,보통주,코스닥시장,500,0.70,100.00,500,12
963,964,095910,에스에너지,보통주,코스닥시장,50,0.70,10.00,500,12
964,980,237880,클리오,보통주,코스닥시장,100,0.60,20.00,500,12
965,981,054210,이랜텍,보통주,코스닥시장,50,0.60,10.00,500,12
966,982,007160,사조산업,보통주,유가증권시장,200,0.60,4.00,"5,000",12
967,983,251270,넷마블,보통주,유가증권시장,767,0.60,767.00,100,12
968,984,200130,콜마비앤에이치,보통주,코스닥시장,320,0.60,64.00,500,12
969,985,08645K,동국제약1우,우선주,기타비상장,180,0.60,36.00,500,12
970,986,271560,오리온(신설),보통주,유가증권시장,750,0.60,150.00,500,12
971,987,243840,신흥에스이씨,보통주,코스닥시장,300,0.60,12.00,"2,500",12
972,988,098460,고영테크놀러지,보통주,코스닥시장,550,0.60,110.00,100,12
973,989,086450,동국제약,보통주,코스닥시장,180,0.60,36.00,500,12
974,990,100660,서암기계공업,보통주,코스닥시장,35,0.60,7.00,500,12
975,976,024940,피엔풍년,보통주,코스닥시장,25,0.64,5.00,500,12
976,977,215360,우리산업,보통주,코스닥시장,120,0.64,24.00,500,12
977,978,048470,대동스틸,보통주,코스닥시장,30,0.62,6.00,500,12
978,979,045660,에이텍,보통주,코스닥시장,200,0.60,40.00,500,12
979,995,237880,클리오,보통주,코스닥시장,100,0.60,20.00,500,12
980,996,054210,이랜텍,보통주,코스닥시장,50,0.60,10.00,500,12
981,997,007160,사조산업,보통주,유가증권시장,200,0.60,4.00,"5,000",12
982,998,251270,넷마블,보통주,유가증권시장,767,0.60,767.00,100,12
983,999,200130,콜마비앤에이치,보통주,코스닥시장,320,0.60,64.00,500,12
984,1000,08645K,동국제약1우,우선주,기타비상장,180,0.60,36.00,500,12
985,1001,271560,오리온(신설),보통주,유가증권시장,750,0.60,150.00,500,12
986,1002,243840,신흥에스이씨,보통주,코스닥시장,300,0.60,12.00,"2,500",12
987,1003,098460,고영테크놀러지,보통주,코스닥시장,550,0.60,110.00,100,12
988,1004,086450,동국제약,보통주,코스닥시장,180,0.60,36.00,500,12
989,1005,100660,서암기계공업,보통주,코스닥시장,35,0.60,7.00,500,12
990,991,017810,풀무원,보통주,유가증권시장,102,0.60,20.40,500,12
991,992,004170,신세계,보통주,유가증권시장,"1,500",0.60,30.00,"5,000",12
992,993,003380,하림지주,보통주,코스닥시장,50,0.60,50.00,100,12
993,994,253590,네오셈,보통주,코스닥시장,20,0.60,20.00,100,12
994,1010,17860K,대동고려삼1우,우선주,기타비상장,35,0.59,7.00,500,06
995,1011,072470,우리산업홀딩스,보통주,코스닥시장,30,0.59,6.00,500,12
996,1012,214390,경보제약,보통주,유가증권시장,100,0.58,20.00,500,12
997,1013,289010,아이스크림에듀,보통주,코스닥시장,50,0.58,10.00,500,12
998,1014,060850,영림원소프트랩,보통주,코스닥시장,80,0.57,16.00,500,12
999,1015,179900,유티아이,보통주,코스닥시장,100,0.57,20.00,500,12
1000,1016,006740,영풍제지,보통주,유가증권시장,40,0.56,8.00,500,12
1001,1017,060370,케이티서브마린,보통주,코스닥시장,30,0.56,3.00,"1,000",12
1002,1018,158300,에스에이티,보통주,코넥스시장,50,0.56,10.00,500,12
1003,1019,036480,대성미생물연구소,보통주,코스닥시장,85,0.54,17.00,500,12
1004,1020,086060,진바이오텍,보통주,코스닥시장,30,0.54,6.00,500,12
1005,1006,098460,고영테크놀러지,보통주,코스닥시장,550,0.60,110.00,100,12
1006,1007,086450,동국제약,보통주,코스닥시장,180,0.60,36.00,500,12
1007,1008,100660,서암기계공업,보통주,코스닥시장,35,0.60,7.00,500,12
1008,1024,007860,서연,보통주,유가증권시장,50,0.52,10.00,500,12
1009,1025,090850,현대이지웰,보통주,코스닥시장,55,0.52,11.00,500,12
1010,1026,086900,메디톡스,보통주,코스닥시장,"1,000",0.50,200.00,500,12
1011,1027,013810,스페코,보통주,코스닥시장,50,0.50,10.00,500,12
1012,1028,009470,삼화전기,보통주,유가증권시장,100,0.50,10.00,"1,000",12
1013,1029,007770,한일화학공업,보통주,코스닥시장,50,0.50,10.00,500,12
1014,1030,004100,태양금속공업,보통주,유가증권시장,5,0.50,1.00,500,12
1015,1031,000100,유한양행,보통주,유가증권시장,400,0.50,40.00,"1,000",12
1016,1032,285130,SK케미칼,보통주,유가증권시장,"2,000",0.50,40.00,"5,000",12
1017,1033,041440,현대에버다임,보통주,코스닥시장,20,0.50,4.00,500,12
1018,1034,028100,동아지질,보통주,유가증권시장,75,0.50,15.00,500,12
1019,1035,313760,윌링스,보통주,코스닥시장,80,0.50,16.00,500,12
1020,1021,322000,현대에너지솔루션(주),보통주,유가증권시장,200,0.53,4.00,"5,000",12
1021,1022,134790,시디즈,보통주,유가증권시장,300,0.53,60.00,500,12
1022,1023,032620,유비케어,보통주,코스닥시장,50,0.52,10.00,500,12
1023,1024,007860,서연,보통주,유가증권시장,50,0.52,10.00,500,12
1024,1040,265520,에이피시스템,보통주,코스닥시장,120,0.50,24.00,500,12
1025,1041,224110,에이텍티앤,보통주,코스닥시장,100,0.50,20.00,500,12
1026,1042,013810,스페코,보통주,코스닥시장,50,0.50,10.00,500,12
1027,1043,009470,삼화전기,보통주,유가증권시장,100,0.50,10.00,"1,000",12
1028,1044,007770,한일화학공업,보통주,코스닥시장,50,0.50,10.00,500,12
