회사명,채권종류,회차,발행액(억원),만기일,평가종류,직전등급,현재등급,평가일,리포트,Type
부산은행,COCOT2,조건부(상)(후)19-03이10A-04,1000,2025.03.04,정기,AA,AA,2016.05.19,S B P,회사채
부산은행,COCOT2,조건부(상)(후)19-03이10A-04,1000,2025.03.04,정기,안정적,안정적,2016.05.19,S B P,회사채
신한은행,COCOT2,20-06-이-10-갑(후),3000,2026.06.01,본,,AA,2016.05.17,S B,회사채
신한은행,COCOT2,20-06-이-10-갑(후),3000,2026.06.01,본,,안정적,2016.05.17,S B,회사채
한국산업은행,COCOT2,산금15후이1000-1207-1,7000,2025.12.07,정기,AA+,AA+,2016.05.17,S B,회사채
한국산업은행,COCOT2,산금15후이1000-1207-1,7000,2025.12.07,정기,안정적,안정적,2016.05.17,S B,회사채
한국산업은행,FRN,산금16신이1000-0226-1INT,300,2026.02.26,정기,AAA,AAA,2016.05.17,S B,회사채
한국산업은행,FRN,산금16신이1000-0226-1INT,300,2026.02.26,정기,안정적,안정적,2016.05.17,S B,회사채
한국산업은행,SB,산금16신이2000-0624-1INT,500,2036.06.24,정기,AAA,AAA,2016.05.17,S B,회사채
한국산업은행,SB,산금16신이2000-0624-1INT,500,2036.06.24,정기,안정적,안정적,2016.05.17,S B,회사채
한국산업은행,COCOT2,산금16후이1000-0520-2,3400,2026.05.20,본,,AA+,2016.05.17,S B,회사채
한국산업은행,COCOT2,산금16후이1000-0520-2,3400,2026.05.20,본,,안정적,2016.05.17,S B,회사채
에스케이하이닉스,SB,216-3,800,2023.02.19,정기,AA-,AA-,2016.05.16,S R,회사채
에스케이하이닉스,SB,216-3,800,2023.02.19,정기,안정적,안정적,2016.05.16,S R,회사채
경남은행,SBS,16-11이(후)10A-06,100,2022.11.06,정기,AA,AA,2016.05.12,S B,회사채
경남은행,SBS,16-11이(후)10A-06,100,2022.11.06,정기,안정적,안정적,2016.05.12,S B,회사채
경남은행,HB,17-11이(신종)30A-28,630,2043.11.28,정기,AA-,AA-,2016.05.12,S B,회사채
경남은행,HB,17-11이(신종)30A-28,630,2043.11.28,정기,안정적,안정적,2016.05.12,S B,회사채
경남은행,COCOT2,조건부(상)19-10이(후)10A-30,1000,2025.10.30,정기,AA-,AA-,2016.05.12,S B,회사채
경남은행,COCOT2,조건부(상)19-10이(후)10A-30,1000,2025.10.30,정기,안정적,안정적,2016.05.12,S B,회사채
농협금융지주,SBS,2,3000,2022.10.30,정기,AA+,AA+,2016.05.12,S B,회사채
농협금융지주,SBS,2,3000,2022.10.30,정기,안정적,안정적,2016.05.12,S B,회사채
농협은행,HB,2013-07이30Y-A(신종),3500,2043.07.02,정기,AA,AA,2016.05.12,S B,회사채
농협은행,HB,2013-07이30Y-A(신종),3500,2043.07.02,정기,안정적,안정적,2016.05.12,S B,회사채
농협은행,SBS,농금채(은행)2013-09이10Y-A(후),5000,2023.09.10,정기,AA+,AA+,2016.05.12,S B,회사채
농협은행,SBS,농금채(은행)2013-09이10Y-A(후),5000,2023.09.10,정기,안정적,안정적,2016.05.12,S B,회사채
농협은행,SB,농금채(은행)2013-09이10Y-D,1000,2023.09.17,정기,AAA,AAA,2016.05.12,S B,회사채
농협은행,SB,농금채(은행)2013-09이10Y-D,1000,2023.09.17,정기,안정적,안정적,2016.05.12,S B,회사채
농협은행,COCOT2,조건부(상)2016-03이10Y-갑(후),3000,2026.03.30,정기,AA,AA,2016.05.12,S B,회사채
농협은행,COCOT2,조건부(상)2016-03이10Y-갑(후),3000,2026.03.30,정기,안정적,안정적,2016.05.12,S B,회사채
비엔케이캐피탈,SB,90-5,100,2026.05.22,본,,AA-,2016.05.12,S B,회사채
비엔케이캐피탈,SB,90-5,100,2026.05.22,본,,안정적,2016.05.12,S B,회사채
지에스이피에스,SB,9-2,700,2022.08.27,정기,AA-,AA-,2016.05.12,S R,회사채
지에스이피에스,SB,9-2,700,2022.08.27,정기,안정적,안정적,2016.05.12,S R,회사채
지에스파워,SB,2-3,2000,2025.06.25,정기,AA,AA,2016.05.12,S R,회사채
지에스파워,SB,2-3,2000,2025.06.25,정기,안정적,안정적,2016.05.12,S R,회사채
지에스파워,SB,3-3,500,2026.05.25,본,,AA,2016.05.12,S R,회사채
지에스파워,SB,3-3,500,2026.05.25,본,,안정적,2016.05.12,S R,회사채
한국철도공사,PFB,141,2000,2036.03.08,정기,AAA,AAA,2016.05.12,S R,회사채
한국철도공사,PFB,141,2000,2036.03.08,정기,안정적,안정적,2016.05.12,S R,회사채
한국철도공사,PFB,144,1000,2026.08.01,본,,AAA,2016.05.12,S R,회사채
한국철도공사,PFB,144,1000,2026.08.01,본,,안정적,2016.05.12,S R,회사채
한국철도공사,SB,83,800,2021.08.23,정기,AAA,AAA,2016.05.12,S R,회사채
한국철도공사,SB,83,800,2021.08.23,정기,안정적,안정적,2016.05.12,S R,회사채
KB금융지주,SB,16-3,1500,2023.05.27,본,,AAA,2016.05.11,S B,회사채
KB금융지주,SB,16-3,1500,2023.05.27,본,,안정적,2016.05.11,S B,회사채
KB금융지주,SB,9,1500,2022.06.23,정기,AAA,AAA,2016.05.11,S B,회사채
KB금융지주,SB,9,1500,2022.06.23,정기,안정적,안정적,2016.05.11,S B,회사채
SK텔레콤,SB,69-4,800,2036.03.04,정기,AAA,AAA,2016.05.11,S R,회사채
SK텔레콤,SB,69-4,800,2036.03.04,정기,안정적,안정적,2016.05.11,S R,회사채
케이티,SB,189-4,700,2036.01.28,정기,AAA,AAA,2016.05.11,S R,회사채
케이티,SB,189-4,700,2036.01.28,정기,안정적,안정적,2016.05.11,S R,회사채
하나은행,SB,하나은행(외환)38-08이15갑-06(고콜),600,2030.08.06,정기,AAA,AAA,2016.05.02,S B,회사채
하나은행,SB,하나은행(외환)38-08이15갑-06(고콜),600,2030.08.06,정기,안정적,안정적,2016.05.02,S B,회사채
한국스탠다드차타드은행,FRN,15-11-단(콜)05-30,500,2030.11.30,정기,AAA,AAA,2016.05.02,S B,회사채
한국스탠다드차타드은행,FRN,15-11-단(콜)05-30,500,2030.11.30,정기,부정적,부정적,2016.05.02,S B,회사채
국민은행,SB,2802구조일15-25,100,2023.02.25,정기,AAA,AAA,2016.04.29,S B,회사채
국민은행,SB,2802구조일15-25,100,2023.02.25,정기,안정적,안정적,2016.04.29,S B,회사채
국민은행,SBS,3305이표일(03)10후-7,3000,2023.05.07,정기,AA+,AA+,2016.04.29,S B,회사채
국민은행,SBS,3305이표일(03)10후-7,3000,2023.05.07,정기,안정적,안정적,2016.04.29,S B,회사채
롯데카드,SB,299-2,200,2022.06.08,정기,AA,AA,2016.04.29,S B,회사채
롯데카드,SB,299-2,200,2022.06.08,정기,안정적,안정적,2016.04.29,S B,회사채
삼성카드,SB,2240,200,2026.03.10,정기,AA+,AA+,2016.04.29,S B,회사채
삼성카드,SB,2240,200,2026.03.10,정기,안정적,안정적,2016.04.29,S B,회사채
신한은행,SBS,17-09이10갑(후),2000,2023.09.23,정기,AA+,AA+,2016.04.29,S B,회사채
신한은행,SBS,17-09이10갑(후),2000,2023.09.23,정기,안정적,안정적,2016.04.29,S B,회사채
신한은행,SB,19-08이5B,1000,2022.08.25,정기,AAA,AAA,2016.04.29,S B,회사채
신한은행,SB,19-08이5B,1000,2022.08.25,정기,안정적,안정적,2016.04.29,S B,회사채
신한은행,COCOT2,19-12-이-10-갑(후),3000,2025.12.04,정기,AA,AA,2016.04.29,S B,회사채
신한은행,COCOT2,19-12-이-10-갑(후),3000,2025.12.04,정기,안정적,안정적,2016.04.29,S B,회사채
신한은행,FRN,20-02이15B,500,2031.02.23,정기,AAA,AAA,2016.04.29,S B,회사채
신한은행,FRN,20-02이15B,500,2031.02.23,정기,안정적,안정적,2016.04.29,S B,회사채
신한은행,HB,신한은행1,2225,2034.10.28,정기,AA,AA,2016.04.29,S B,회사채
신한은행,HB,신한은행1,2225,2034.10.28,정기,안정적,안정적,2016.04.29,S B,회사채
신한카드,SB,1867-4,300,2022.11.09,정기,AA+,AA+,2016.04.29,S B,회사채
신한카드,SB,1867-4,300,2022.11.09,정기,안정적,안정적,2016.04.29,S B,회사채
우리은행,SBS,17-10이(후)10갑-11,5000,2023.10.11,정기,AA+,AA+,2016.04.29,S B,회사채
우리은행,SBS,17-10이(후)10갑-11,5000,2023.10.11,정기,안정적,안정적,2016.04.29,S B,회사채
우리은행,HB,17-11이(신종)30갑-13,2000,2043.11.13,정기,AA,AA,2016.04.29,S B,회사채
우리은행,HB,17-11이(신종)30갑-13,2000,2043.11.13,정기,안정적,안정적,2016.04.29,S B,회사채
우리은행,COCOT1,19-06이표(신종)30갑-03,2400,2045.06.03,정기,AA-,AA-,2016.04.29,S B,회사채
우리은행,COCOT1,19-06이표(신종)30갑-03,2400,2045.06.03,정기,안정적,안정적,2016.04.29,S B,회사채
케이비국민카드,SB,140-3,100,2022.11.23,정기,AA+,AA+,2016.04.29,S B,회사채
케이비국민카드,SB,140-3,100,2022.11.23,정기,안정적,안정적,2016.04.29,S B,회사채
하나은행,COCOT2,하나은행(외환)(상)38-08이10갑-31(후),3000,2025.08.31,정기,AA,AA,2016.04.29,S B,회사채
하나은행,COCOT2,하나은행(외환)(상)38-08이10갑-31(후),3000,2025.08.31,정기,안정적,안정적,2016.04.29,S B,회사채
하나은행,HB,하나은행(외환)36-10이30갑-25(신종),1800,2043.10.25,정기,AA,AA,2016.04.29,S B,회사채
하나은행,HB,하나은행(외환)36-10이30갑-25(신종),1800,2043.10.25,정기,안정적,안정적,2016.04.29,S B,회사채
하나은행,SBS,하나은행13-09이120갑05후,2000,2023.09.05,정기,AA+,AA+,2016.04.29,S B,회사채
하나은행,SBS,하나은행13-09이120갑05후,2000,2023.09.05,정기,안정적,안정적,2016.04.29,S B,회사채
하나카드,SB,95-3,500,2022.06.09,정기,AA,AA,2016.04.29,S B,회사채
하나카드,SB,95-3,500,2022.06.09,정기,안정적,안정적,2016.04.29,S B,회사채
한국토지주택공사,SB,254(토지주택채권),800,2034.01.28,정기,AAA,AAA,2016.04.29,S R,회사채
한국토지주택공사,SB,254(토지주택채권),800,2034.01.28,정기,안정적,안정적,2016.04.29,S R,회사채
한국토지주택공사,PFB,323(토지주택채권),300,2031.04.29,본,,AAA,2016.04.29,S R,회사채
한국토지주택공사,PFB,323(토지주택채권),300,2031.04.29,본,,안정적,2016.04.29,S R,회사채
현대카드,SB,646,200,2026.03.06,정기,AA+,AA+,2016.04.29,S B,회사채
현대카드,SB,646,200,2026.03.06,정기,안정적,안정적,2016.04.29,S B,회사채
현대캐피탈,SB,1637-2,200,2026.05.27,본,,AA+,2016.04.29,S B,회사채
현대캐피탈,SB,1637-2,200,2026.05.27,본,,안정적,2016.04.29,S B,회사채
농협금융지주,SB,14,1500,2026.04.29,본,,AAA,2016.04.28,S B,회사채
농협금융지주,SB,14,1500,2026.04.29,본,,안정적,2016.04.28,S B,회사채
엘에스일렉트릭,SB,176-2,500,2022.04.29,정기,AA-,AA-,2016.04.26,S,회사채
엘에스일렉트릭,SB,176-2,500,2022.04.29,정기,안정적,안정적,2016.04.26,S,회사채
엘지디스플레이,SB,33-3,800,2022.05.07,정기,AA,AA,2016.04.26,S R,회사채
엘지디스플레이,SB,33-3,800,2022.05.07,정기,안정적,안정적,2016.04.26,S R,회사채
제주은행,COCOT2,1,200,2025.12.08,정기,AA-,AA-,2016.04.26,S B,회사채
제주은행,COCOT2,1,200,2025.12.08,정기,안정적,안정적,2016.04.26,S B,회사채
제주은행,SBS,14-09이10갑(후),200,2022.09.21,정기,AA,AA,2016.04.26,S B,회사채
제주은행,SBS,14-09이10갑(후),200,2022.09.21,정기,안정적,안정적,2016.04.26,S B,회사채
신한금융지주회사,COCOT1,1,2000,2045.06.25,정기,AA-,AA-,2016.04.25,S B,회사채
신한금융지주회사,COCOT1,1,2000,2045.06.25,정기,안정적,안정적,2016.04.25,S B,회사채
신한금융지주회사,SBS,78,3500,2022.10.18,정기,AA+,AA+,2016.04.25,S B,회사채
신한금융지주회사,SBS,78,3500,2022.10.18,정기,안정적,안정적,2016.04.25,S B,회사채
신한금융지주회사,SB,91-2,1000,2024.08.07,정기,AAA,AAA,2016.04.25,S B,회사채
신한금융지주회사,SB,91-2,1000,2024.08.07,정기,안정적,안정적,2016.04.25,S B,회사채
중소벤처기업진흥공단,SB,469,700,2024.02.08,정기,AAA,AAA,2016.04.25,S R,회사채
중소벤처기업진흥공단,SB,469,700,2024.02.08,정기,안정적,안정적,2016.04.25,S R,회사채
중소벤처기업진흥공단,PFB,538,500,2023.04.04,정기,AAA,AAA,2016.04.25,S R,회사채
중소벤처기업진흥공단,PFB,538,500,2023.04.04,정기,안정적,안정적,2016.04.25,S R,회사채
하이투자증권,DLB,15,"42,900,000(USD)",2030.08.07,정기,A,A,2016.04.25,S B,회사채
하이투자증권,DLB,15,"42,900,000(USD)",2030.08.07,정기,안정적,안정적,2016.04.25,S B,회사채
한국지역난방공사,PFB,28,800,2026.02.26,정기,AAA,AAA,2016.04.25,S R,회사채
한국지역난방공사,PFB,28,800,2026.02.26,정기,안정적,안정적,2016.04.25,S R,회사채
CJ제일제당,SB,21-4,1200,2026.02.26,정기,AA,AA,2016.04.22,S R,회사채
CJ제일제당,SB,21-4,1200,2026.02.26,정기,안정적,안정적,2016.04.22,S R,회사채
포스코,SB,306-3,2000,2023.10.04,정기,AA+,AA+,2016.04.20,S R,회사채
포스코,SB,306-3,2000,2023.10.04,정기,안정적,안정적,2016.04.20,S R,회사채
제이비우리캐피탈,SB,299-6,200.0,2022.08.26,정기,AA-,AA-,2016.04.15,S B,회사채
제이비우리캐피탈,SB,299-6,200.0,2022.08.26,정기,안정적,안정적,2016.04.15,S B,회사채
인천국제공항공사,PFB,130,700.0,2023.04.21,본,,AAA,2016.04.14,S R,회사채
인천국제공항공사,PFB,130,700.0,2023.04.21,본,,안정적,2016.04.14,S R,회사채
중소기업은행,SB,(구조)1303이15A-18,500.0,2028.03.18,정기,AAA,AAA,2016.04.12,S R,회사채
중소기업은행,SB,(구조)1303이15A-18,500.0,2028.03.18,정기,안정적,안정적,2016.04.12,S R,회사채
중소기업은행,HB,(신종)1310이30A-23,2000.0,2043.10.23,정기,AA,AA,2016.04.12,S R,회사채
중소기업은행,HB,(신종)1310이30A-23,2000.0,2043.10.23,정기,안정적,안정적,2016.04.12,S R,회사채
중소기업은행,COCOT1,조건부(상)1509이(신종)30A-14,2000.0,2045.09.14,정기,AA,AA,2016.04.12,S R,회사채
중소기업은행,COCOT1,조건부(상)1509이(신종)30A-14,2000.0,2045.09.14,정기,안정적,안정적,2016.04.12,S R,회사채
중소기업은행,COCOT2,조건부(상)1509이(후)10A-14,4000.0,2025.09.14,정기,AA+,AA+,2016.04.12,S R,회사채
중소기업은행,COCOT2,조건부(상)1509이(후)10A-14,4000.0,2025.09.14,정기,안정적,안정적,2016.04.12,S R,회사채
중소기업은행,COCOT2,조건부(상)1604이(후)10A-14,4000.0,2026.04.14,본,,AA+,2016.04.12,S R,회사채
중소기업은행,COCOT2,조건부(상)1604이(후)10A-14,4000.0,2026.04.14,본,,안정적,2016.04.12,S R,회사채
케이비캐피탈,SB,342-6,200.0,2023.03.22,정기,AA-,AA-,2016.04.12,S B,회사채
케이비캐피탈,SB,342-6,200.0,2023.03.22,정기,안정적,안정적,2016.04.12,S B,회사채
한국산업은행,SB,산금16신이2000-0624-1INT,500.0,2036.06.24,본,,AAA,2016.04.08,S B,회사채
한국산업은행,SB,산금16신이2000-0624-1INT,500.0,2036.06.24,본,,안정적,2016.04.08,S B,회사채
SK네트웍스,SB,179-3,1000.0,2022.04.29,정기,AA-,AA-,2016.04.07,S R,회사채
SK네트웍스,SB,179-3,1000.0,2022.04.29,정기,안정적,안정적,2016.04.07,S R,회사채
씨제이대한통운,SB,90-3,600.0,2023.04.25,본,,AA-,2016.04.06,S R,회사채
씨제이대한통운,SB,90-3,600.0,2023.04.25,본,,안정적,2016.04.06,S R,회사채
SK증권,SBS,18,500.0,2022.04.21,본,,A,2016.04.04,S B,회사채
SK증권,SBS,18,500.0,2022.04.21,본,,부정적,2016.04.04,S B,회사채
현대커머셜,SB,236,100.0,2026.04.07,본,,AA-,2016.04.04,S B,회사채
현대커머셜,SB,236,100.0,2026.04.07,본,,안정적,2016.04.04,S B,회사채
S-OIL,SB,49-3,600.0,2026.04.18,본,,AA+,2016.04.01,S R,회사채
S-OIL,SB,49-3,600.0,2026.04.18,본,,안정적,2016.04.01,S R,회사채
신한카드,SB,1878-3,200.0,2021.10.22,본,,AA+,2016.03.31,S B,회사채
신한카드,SB,1878-3,200.0,2021.10.22,본,,안정적,2016.03.31,S B,회사채
신한캐피탈,SB,303-3,200.0,2025.09.01,정기,AA-,AA-,2016.03.31,S R,회사채
신한캐피탈,SB,303-3,200.0,2025.09.01,정기,안정적,안정적,2016.03.31,S R,회사채
예금보험공사,SB,2015-01호,3500.0,2022.01.21,정기,AAA,AAA,2016.03.31,S B,회사채
예금보험공사,SB,2015-01호,3500.0,2022.01.21,정기,안정적,안정적,2016.03.31,S B,회사채
우리카드,SB,65,100.0,2023.11.24,정기,AA,AA,2016.03.31,S B,회사채
우리카드,SB,65,100.0,2023.11.24,정기,안정적,안정적,2016.03.31,S B,회사채
케이비국민카드,SB,148-2,200.0,2023.04.28,본,,AA+,2016.03.31,S B,회사채
케이비국민카드,SB,148-2,200.0,2023.04.28,본,,안정적,2016.03.31,S B,회사채
현대카드,SB,651,200.0,2026.04.28,본,,AA+,2016.03.31,S B,회사채
현대카드,SB,651,200.0,2026.04.28,본,,안정적,2016.03.31,S B,회사채
