회사명,채권종류,회차,발행액(억원),만기일,평가종류,직전등급,현재등급,평가일,리포트,Type
에이프로젠제약,BW1,13,500.0,2022.07.20,정기,안정적,안정적,2019.05.13,S,회사채
현대비앤지스틸,SB,203,300.0,2022.02.26,정기,A,A,2019.05.13,S,회사채
현대비앤지스틸,SB,203,300.0,2022.02.26,정기,안정적,안정적,2019.05.13,S,회사채
SK가스,SB,34-2,1000.0,2022.04.17,정기,AA-,AA-,2019.05.10,S,회사채
SK가스,SB,34-2,1000.0,2022.04.17,정기,안정적,안정적,2019.05.10,S,회사채
대림,SB,34-2,400.0,2024.01.28,정기,A,A,2019.05.10,S,회사채
대림,SB,34-2,400.0,2024.01.28,정기,긍정적,긍정적,2019.05.10,S,회사채
대림,PP,36,200.0,2024.05.10,본,,A,2019.05.10,S,회사채
대림,PP,36,200.0,2024.05.10,본,,긍정적,2019.05.10,S,회사채
두산중공업,BW1,48,5000.0,2022.05.04,정기,BBB+↓,BBB,2019.05.10,S,회사채
두산중공업,BW1,48,5000.0,2022.05.04,정기,,부정적,2019.05.10,S,회사채
산은캐피탈,SB,625-2,300.0,2022.05.27,본,,AA-,2019.05.10,S,회사채
산은캐피탈,SB,625-2,300.0,2022.05.27,본,,안정적,2019.05.10,S,회사채
엘엑스하우시스,SB,9-2,1000.0,2022.05.26,정기,AA-,AA-,2019.05.10,S,회사채
엘엑스하우시스,SB,9-2,1000.0,2022.05.26,정기,안정적,부정적,2019.05.10,S,회사채
제이비우리캐피탈,SB,382-2,300.0,2022.06.07,본,,AA-,2019.05.10,S,회사채
제이비우리캐피탈,SB,382-2,300.0,2022.06.07,본,,안정적,2019.05.10,S,회사채
한국철도공사,PFB,174,1000.0,2029.03.11,정기,AAA,AAA,2019.05.10,S,회사채
한국철도공사,PFB,174,1000.0,2029.03.11,정기,안정적,안정적,2019.05.10,S,회사채
한국철도공사,PFB,178,1000.0,2029.06.10,본,,AAA,2019.05.10,S,회사채
한국철도공사,PFB,178,1000.0,2029.06.10,본,,안정적,2019.05.10,S,회사채
한국철도공사,SB,83,800.0,2021.08.23,정기,AAA,AAA,2019.05.10,S,회사채
한국철도공사,SB,83,800.0,2021.08.23,정기,안정적,안정적,2019.05.10,S,회사채
농협손해보험,SBS,1,1000.0,2023.09.20,정기,A+,A+,2019.05.09,S P,회사채
농협손해보험,SBS,1,1000.0,2023.09.20,정기,안정적,안정적,2019.05.09,S P,회사채
미래에셋생명보험,SBS,1,2000.0,2028.11.28,정기,AA-,AA-,2019.05.09,S P,회사채
미래에셋생명보험,SBS,1,2000.0,2028.11.28,정기,안정적,안정적,2019.05.09,S P,회사채
삼양사,SB,3-2,1000.0,2026.01.18,정기,AA-,AA-,2019.05.09,S,회사채
삼양사,SB,3-2,1000.0,2026.01.18,정기,안정적,안정적,2019.05.09,S,회사채
삼양홀딩스,SB,91,600.0,2022.06.09,정기,AA-,AA-,2019.05.09,S,회사채
삼양홀딩스,SB,91,600.0,2022.06.09,정기,안정적,안정적,2019.05.09,S,회사채
삼양홀딩스,SB,92,1100.0,2024.05.28,본,,AA-,2019.05.09,S,회사채
삼양홀딩스,SB,92,1100.0,2024.05.28,본,,안정적,2019.05.09,S,회사채
서흥,SB,24,500.0,2022.05.30,본,,A-,2019.05.09,S R,회사채
서흥,SB,24,500.0,2022.05.30,본,,안정적,2019.05.09,S R,회사채
케이디비생명보험,SBS,6,60.0,2023.01.18,정기,A+,A+,2019.05.09,S,회사채
케이디비생명보험,SBS,6,60.0,2023.01.18,정기,안정적,안정적,2019.05.09,S,회사채
케이비증권,ELB,2019-439,5.91472668,2022.05.19,본,,AA,2019.05.09,S,회사채
케이비증권,ELB,2019-439,5.91472668,2022.05.19,본,,긍정적,2019.05.09,S,회사채
케이비증권,DLB,2019-684,66.6288,2034.05.17,본,,AA,2019.05.09,S,회사채
케이비증권,DLB,2019-684,66.6288,2034.05.17,본,,긍정적,2019.05.09,S,회사채
케이비캐피탈,SB,428-2,200.0,2024.06.03,본,,AA-,2019.05.09,S,회사채
케이비캐피탈,SB,428-2,200.0,2024.06.03,본,,안정적,2019.05.09,S,회사채
한국투자캐피탈,SB,33(한국투자금융지주 권면보증),400.0,2022.03.04,정기,AA-,AA-,2019.05.09,S,회사채
한국투자캐피탈,SB,33(한국투자금융지주 권면보증),400.0,2022.03.04,정기,안정적,안정적,2019.05.09,S,회사채
한국투자캐피탈,SB,35,1000.0,2022.05.27,본,,A,2019.05.09,S,회사채
한국투자캐피탈,SB,35,1000.0,2022.05.27,본,,안정적,2019.05.09,S,회사채
금호에이치티,BW1,1,250.0,2023.07.27,정기,BB↑,BB+,2019.05.08,S,회사채
금호에이치티,BW1,1,250.0,2023.07.27,정기,,안정적,2019.05.08,S,회사채
동화기업,SB,14-2,600.0,2022.06.10,본,,A-,2019.05.08,S R,회사채
동화기업,SB,14-2,600.0,2022.06.10,본,,안정적,2019.05.08,S R,회사채
엘에스일렉트릭,SB,180-2,600.0,2023.10.24,정기,AA-,AA-,2019.05.07,S,회사채
엘에스일렉트릭,SB,180-2,600.0,2023.10.24,정기,안정적,안정적,2019.05.07,S,회사채
롯데손해보험,HB,2(신종),220.0,2046.12.21,수시,A-,A-↓,2019.05.03,S,회사채
롯데손해보험,HB,2(신종),220.0,2046.12.21,수시,안정적,,2019.05.03,S,회사채
롯데손해보험,SBS,6,600.0,2028.06.08,수시,A,A↓,2019.05.03,S,회사채
롯데손해보험,SBS,6,600.0,2028.06.08,수시,안정적,,2019.05.03,S,회사채
롯데카드,FRN,387-1,300.0,2022.01.10,수시,AA,AA↓,2019.05.03,S,회사채
롯데카드,FRN,387-1,300.0,2022.01.10,수시,부정적,,2019.05.03,S,회사채
롯데카드,SB,390-2,500.0,2023.04.24,수시,AA,AA↓,2019.05.03,S,회사채
롯데카드,SB,390-2,500.0,2023.04.24,수시,부정적,,2019.05.03,S,회사채
씨제이프레시웨이,SB,8,1000.0,2022.01.30,정기,A,A,2019.05.03,S,회사채
씨제이프레시웨이,SB,8,1000.0,2022.01.30,정기,안정적,안정적,2019.05.03,S,회사채
김해시도시개발공사,PFB,2018-01,200.0,2021.11.01,정기,AA,AA,2019.05.02,S,회사채
김해시도시개발공사,PFB,2018-01,200.0,2021.11.01,정기,안정적,안정적,2019.05.02,S,회사채
김해시도시개발공사,PFB,2019-01,200.0,2022.05.03,본,,AA,2019.05.02,S,회사채
김해시도시개발공사,PFB,2019-01,200.0,2022.05.03,본,,안정적,2019.05.02,S,회사채
메리츠캐피탈,SB,135,1200.0,2022.05.24,본,,A+,2019.05.02,S,회사채
메리츠캐피탈,SB,135,1200.0,2022.05.24,본,,안정적,2019.05.02,S,회사채
비엔케이캐피탈,SB,176-2,300.0,2024.05.30,본,,AA-,2019.04.30,S,회사채
비엔케이캐피탈,SB,176-2,300.0,2024.05.30,본,,안정적,2019.04.30,S,회사채
신한카드,FRN,2034-1,500.0,2024.05.30,본,,AA+,2019.04.30,S P,회사채
신한카드,FRN,2034-1,500.0,2024.05.30,본,,안정적,2019.04.30,S P,회사채
신한카드,SB,2034-2,500.0,2024.05.30,본,,AA+,2019.04.30,S P,회사채
신한카드,SB,2034-2,500.0,2024.05.30,본,,안정적,2019.04.30,S P,회사채
전북은행,COCOT2,20-03이(후)10갑-23,800.0,2026.03.23,정기,AA-,AA-,2019.04.30,S,회사채
전북은행,COCOT2,20-03이(후)10갑-23,800.0,2026.03.23,정기,안정적,안정적,2019.04.30,S,회사채
전북은행,SB,23-03이03갑-27,300.0,2022.03.27,정기,AA+,AA+,2019.04.30,S,회사채
전북은행,SB,23-03이03갑-27,300.0,2022.03.27,정기,안정적,안정적,2019.04.30,S,회사채
케이비국민카드,SB,276-5,400.0,2025.05.29,본,,AA+,2019.04.30,S P,회사채
케이비국민카드,SB,276-5,400.0,2025.05.29,본,,안정적,2019.04.30,S P,회사채
하나은행,SB,42-05이3갑-23,1000.0,2022.05.23,본,,AAA,2019.04.30,S P,회사채
하나은행,SB,42-05이3갑-23,1000.0,2022.05.23,본,,안정적,2019.04.30,S P,회사채
하나카드,SB,166,300.0,2022.05.31,본,,AA,2019.04.30,S P,회사채
하나카드,SB,166,300.0,2022.05.31,본,,안정적,2019.04.30,S P,회사채
한국스탠다드차타드은행,SB,18-05-이(콜)03-25,500.0,2033.05.25,정기,AAA,AAA,2019.04.30,S,회사채
한국스탠다드차타드은행,SB,18-05-이(콜)03-25,500.0,2033.05.25,정기,안정적,안정적,2019.04.30,S,회사채
한국스탠다드차타드은행,FRN,19-02-이(콜)02-20,500.0,2039.02.20,정기,AAA,AAA,2019.04.30,S,회사채
한국스탠다드차타드은행,FRN,19-02-이(콜)02-20,500.0,2039.02.20,정기,안정적,안정적,2019.04.30,S,회사채
한국씨티은행,SB,23-03 복리 20-A,300.0,2039.03.25,정기,AAA,AAA,2019.04.30,S,회사채
한국씨티은행,SB,23-03 복리 20-A,300.0,2039.03.25,정기,안정적,안정적,2019.04.30,S,회사채
한국토지주택공사,SB,254(토지주택채권),800.0,2034.01.28,정기,AAA,AAA,2019.04.30,S,회사채
한국토지주택공사,SB,254(토지주택채권),800.0,2034.01.28,정기,안정적,안정적,2019.04.30,S,회사채
한국토지주택공사,PFB,330,1000.0,2032.04.27,정기,AAA,AAA,2019.04.30,S,회사채
한국토지주택공사,PFB,330,1000.0,2032.04.27,정기,안정적,안정적,2019.04.30,S,회사채
한국토지주택공사,PFB,토지주택채권(용지)19-04,38.28,2022.04.30,본,,AAA,2019.04.30,S,회사채
한국토지주택공사,PFB,토지주택채권(용지)19-04,38.28,2022.04.30,본,,안정적,2019.04.30,S,회사채
현대카드,SB,760-2,100.0,2022.05.30,본,,AA+,2019.04.30,S P,회사채
현대카드,SB,760-2,100.0,2022.05.30,본,,부정적,2019.04.30,S P,회사채
현대캐피탈,SB,1807-2,200.0,2029.05.23,본,,AA+,2019.04.30,S,회사채
현대캐피탈,SB,1807-2,200.0,2029.05.23,본,,부정적,2019.04.30,S,회사채
현대캐피탈,FRN,1808-2,300.0,2026.05.28,본,,AA+,2019.04.30,S,회사채
현대캐피탈,FRN,1808-2,300.0,2026.05.28,본,,부정적,2019.04.30,S,회사채
LG전자,PP,82,500.0,2027.03.22,정기,AA,AA,2019.04.29,S,회사채
LG전자,PP,82,500.0,2027.03.22,정기,안정적,안정적,2019.04.29,S,회사채
LG전자,SB,93-4,1100.0,2034.02.21,정기,AA,AA,2019.04.29,S,회사채
LG전자,SB,93-4,1100.0,2034.02.21,정기,안정적,안정적,2019.04.29,S,회사채
만도,SB,7,1000.0,2021.10.26,정기,AA-,AA-,2019.04.29,S,회사채
만도,SB,7,1000.0,2021.10.26,정기,안정적,안정적,2019.04.29,S,회사채
강원도개발공사,PFB,155,200.0,2021.08.24,정기,AA+,AA+,2019.04.25,S,회사채
강원도개발공사,PFB,155,200.0,2021.08.24,정기,안정적,안정적,2019.04.25,S,회사채
강원도개발공사,PFB,164,300.0,2022.05.22,본,,AA+,2019.04.25,S,회사채
강원도개발공사,PFB,164,300.0,2022.05.22,본,,안정적,2019.04.25,S,회사채
아이비케이캐피탈,SB,191-3,100.0,2024.03.26,정기,AA-,AA-,2019.04.25,S,회사채
아이비케이캐피탈,SB,191-3,100.0,2024.03.26,정기,안정적,안정적,2019.04.25,S,회사채
케이비캐피탈,SB,423-2,100.0,2023.03.22,정기,AA-,AA-,2019.04.25,S,회사채
케이비캐피탈,SB,423-2,100.0,2023.03.22,정기,안정적,안정적,2019.04.25,S,회사채
포스코에너지,SB,22-3,700.0,2025.07.10,정기,AA-,AA-,2019.04.25,S R,회사채
포스코에너지,SB,22-3,700.0,2025.07.10,정기,안정적,안정적,2019.04.25,S R,회사채
하나캐피탈,SB,281-3,200.0,2022.08.26,정기,AA-,AA-,2019.04.25,S,회사채
하나캐피탈,SB,281-3,200.0,2022.08.26,정기,안정적,안정적,2019.04.25,S,회사채
한국지역난방공사,PFB,42-2,1000.0,2029.03.08,정기,AAA,AAA,2019.04.25,S,회사채
한국지역난방공사,PFB,42-2,1000.0,2029.03.08,정기,안정적,안정적,2019.04.25,S,회사채
한국지역난방공사,PFB,43-2,1100.0,2039.04.26,본,,AAA,2019.04.25,S,회사채
한국지역난방공사,PFB,43-2,1100.0,2039.04.26,본,,안정적,2019.04.25,S,회사채
효성화학,SB,2-2,500.0,2024.05.10,본,,A,2019.04.25,S R,회사채
효성화학,SB,2-2,500.0,2024.05.10,본,,안정적,2019.04.25,S R,회사채
JB금융지주,COCOT1,3,800.0,2099.12.31,정기,A+,A+,2019.04.24,S excel,회사채
JB금융지주,COCOT1,3,800.0,2099.12.31,정기,안정적,안정적,2019.04.24,S excel,회사채
JB금융지주,COCOT1,4,2550.0,2099.12.31,본,,A+,2019.04.24,S excel,회사채
JB금융지주,COCOT1,4,2550.0,2099.12.31,본,,안정적,2019.04.24,S excel,회사채
JB금융지주,SB,8,1300.0,2022.08.25,정기,AA+,AA+,2019.04.24,S excel,회사채
JB금융지주,SB,8,1300.0,2022.08.25,정기,안정적,안정적,2019.04.24,S excel,회사채
농협은행,HB,2013-07이30Y-A(신종),3500.0,2043.07.02,정기,AA,AA,2019.04.24,S excel,회사채
농협은행,HB,2013-07이30Y-A(신종),3500.0,2043.07.02,정기,안정적,안정적,2019.04.24,S excel,회사채
농협은행,SBS,농금채(은행)2013-09이10Y-A(후),5000.0,2023.09.10,정기,AA+,AA+,2019.04.24,S excel,회사채
농협은행,SBS,농금채(은행)2013-09이10Y-A(후),5000.0,2023.09.10,정기,안정적,안정적,2019.04.24,S excel,회사채
농협은행,SB,농업금융채권(은행)2018-11이3Y-G,600.0,2021.11.27,정기,AAA,AAA,2019.04.24,S excel,회사채
농협은행,SB,농업금융채권(은행)2018-11이3Y-G,600.0,2021.11.27,정기,안정적,안정적,2019.04.24,S excel,회사채
농협은행,SB,농업금융채권(은행)2019-07이5Y-D,5000.0,2024.07.17,본,,AAA,2019.04.24,S excel,회사채
농협은행,SB,농업금융채권(은행)2019-07이5Y-D,5000.0,2024.07.17,본,,안정적,2019.04.24,S excel,회사채
농협은행,COCOT2,조건부(상)2016-03이10Y-갑(후),3000.0,2026.03.30,정기,AA,AA,2019.04.24,S excel,회사채
농협은행,COCOT2,조건부(상)2016-03이10Y-갑(후),3000.0,2026.03.30,정기,안정적,안정적,2019.04.24,S excel,회사채
알씨아이파이낸셜서비스코리아,SB,64,600.0,2021.10.26,정기,A+,A+,2019.04.24,S,회사채
알씨아이파이낸셜서비스코리아,SB,64,600.0,2021.10.26,정기,안정적,안정적,2019.04.24,S,회사채
알씨아이파이낸셜서비스코리아,SB,68,400.0,2022.04.26,본,,A+,2019.04.24,S,회사채
알씨아이파이낸셜서비스코리아,SB,68,400.0,2022.04.26,본,,안정적,2019.04.24,S,회사채
에스케이에코플랜트,SB,158,1700.0,2022.04.26,본,,A-,2019.04.24,S R,회사채
에스케이에코플랜트,SB,158,1700.0,2022.04.26,본,,안정적,2019.04.24,S R,회사채
아이비케이캐피탈,SB,193-5,100.0,2024.05.23,본,,AA-,2019.04.23,S,회사채
아이비케이캐피탈,SB,193-5,100.0,2024.05.23,본,,안정적,2019.04.23,S,회사채
에스케이하이닉스,SB,219-2,900.0,2025.08.27,정기,AA,AA,2019.04.23,S R,회사채
에스케이하이닉스,SB,219-2,900.0,2025.08.27,정기,안정적,안정적,2019.04.23,S R,회사채
에스케이하이닉스,SB,220-4,2500.0,2029.05.09,본,,AA,2019.04.23,S R,회사채
에스케이하이닉스,SB,220-4,2500.0,2029.05.09,본,,안정적,2019.04.23,S R,회사채
오릭스캐피탈코리아,SB,29(ORIX 권면보증),200.0,2022.04.25,본,,AA+,2019.04.23,S,회사채
오릭스캐피탈코리아,SB,29(ORIX 권면보증),200.0,2022.04.25,본,,안정적,2019.04.23,S,회사채
중소벤처기업진흥공단,PFB,651,1000.0,2026.06.26,본,,AAA,2019.04.23,S,회사채
중소벤처기업진흥공단,PFB,651,1000.0,2026.06.26,본,,안정적,2019.04.23,S,회사채
지에스파워,SB,6-3,450.0,2028.05.10,정기,AA,AA,2019.04.23,S,회사채
지에스파워,SB,6-3,450.0,2028.05.10,정기,안정적,안정적,2019.04.23,S,회사채
지에스파워,SB,7-2,700.0,2029.05.10,본,,AA,2019.04.23,S,회사채
지에스파워,SB,7-2,700.0,2029.05.10,본,,안정적,2019.04.23,S,회사채
에스케이인천석유화학,PP,17,1000.0,2028.06.28,정기,AA-,AA-,2019.04.22,S,회사채
에스케이인천석유화학,PP,17,1000.0,2028.06.28,정기,안정적,안정적,2019.04.22,S,회사채
에스케이인천석유화학,SB,18-4,1200.0,2029.01.22,정기,AA-,AA-,2019.04.22,S,회사채
에스케이인천석유화학,SB,18-4,1200.0,2029.01.22,정기,안정적,안정적,2019.04.22,S,회사채
우리금융캐피탈,SB,377-2,400.0,2024.05.07,본,,A+,2019.04.22,S,회사채
우리금융캐피탈,SB,377-2,400.0,2024.05.07,본,,안정적,2019.04.22,S,회사채
이마트,SB,19-2,2000.0,2023.04.11,정기,AA+,AA+,2019.04.22,S,회사채
이마트,SB,19-2,2000.0,2023.04.11,정기,안정적,안정적,2019.04.22,S,회사채
한국캐피탈,SB,407-3,200.0,2022.05.13,본,,A-,2019.04.22,S,회사채
한국캐피탈,SB,407-3,200.0,2022.05.13,본,,안정적,2019.04.22,S,회사채
DB손해보험,SBS,1-3,1270.0,2027.05.25,정기,AA+,AA+,2019.04.19,S P,회사채
DB손해보험,SBS,1-3,1270.0,2027.05.25,정기,안정적,안정적,2019.04.19,S P,회사채
에스케이렌터카,SB,43,1500.0,2022.05.03,본,,A,2019.04.19,S,회사채
에스케이렌터카,SB,43,1500.0,2022.05.03,본,,안정적,2019.04.19,S,회사채
엠캐피탈,SB,241-2,100.0,2023.05.08,본,,A,2019.04.19,S,회사채
엠캐피탈,SB,241-2,100.0,2023.05.08,본,,안정적,2019.04.19,S,회사채
한진,SB,88,600.0,2022.05.03,본,,BBB+,2019.04.19,S R,회사채
한진,SB,88,600.0,2022.05.03,본,,안정적,2019.04.19,S R,회사채
대한제당,SB,122,400.0,2022.05.03,본,,A-,2019.04.18,S,회사채
대한제당,SB,122,400.0,2022.05.03,본,,안정적,2019.04.18,S,회사채
한솔케미칼,SB,39,500.0,2022.01.18,정기,A,A,2019.04.18,S,회사채
한솔케미칼,SB,39,500.0,2022.01.18,정기,안정적,안정적,2019.04.18,S,회사채
한솔케미칼,SB,40-2,600.0,2024.05.02,본,,A,2019.04.18,S,회사채
한솔케미칼,SB,40-2,600.0,2024.05.02,본,,안정적,2019.04.18,S,회사채
대한항공,SB,82-2,1000.0,2021.11.23,정기,BBB+,BBB+,2019.04.17,S,회사채
대한항공,SB,82-2,1000.0,2021.11.23,정기,안정적,안정적,2019.04.17,S,회사채
메리츠증권,SB,1810-1,3200.0,2021.10.15,정기,AA-,AA-,2019.04.17,S,회사채
메리츠증권,SB,1810-1,3200.0,2021.10.15,정기,안정적,안정적,2019.04.17,S,회사채
메리츠증권,SBS,1903-1,2200.0,2026.03.14,정기,A+,A+,2019.04.17,S,회사채
메리츠증권,SBS,1903-1,2200.0,2026.03.14,정기,안정적,안정적,2019.04.17,S,회사채
세아제강,SB,3,900.0,2022.04.29,본,,A+,2019.04.17,S R,회사채
세아제강,SB,3,900.0,2022.04.29,본,,안정적,2019.04.17,S R,회사채
신한금융지주회사,SB,126-2,1000.0,2026.04.18,본,,AAA,2019.04.17,S,회사채
신한금융지주회사,SB,126-2,1000.0,2026.04.18,본,,안정적,2019.04.17,S,회사채
신한금융지주회사,SBS,78,3500.0,2022.10.18,정기,AA+,AA+,2019.04.17,S,회사채
신한금융지주회사,SBS,78,3500.0,2022.10.18,정기,안정적,안정적,2019.04.17,S,회사채
신한금융지주회사,SB,91-2,1000.0,2024.08.07,정기,AAA,AAA,2019.04.17,S,회사채
신한금융지주회사,SB,91-2,1000.0,2024.08.07,정기,안정적,안정적,2019.04.17,S,회사채
신한금융지주회사,COCOT1,신한금융조건부(상)5(신종-영구-5콜),4000.0,2099.12.31,정기,AA-,AA-,2019.04.17,S,회사채
신한금융지주회사,COCOT1,신한금융조건부(상)5(신종-영구-5콜),4000.0,2099.12.31,정기,안정적,안정적,2019.04.17,S,회사채
엘지이노텍,SB,41-2,1000.0,2023.05.08,정기,AA-,AA-,2019.04.17,S,회사채
엘지이노텍,SB,41-2,1000.0,2023.05.08,정기,안정적,안정적,2019.04.17,S,회사채
하나캐피탈,SB,282-5,400.0,2023.04.19,본,,AA-,2019.04.17,S,회사채
하나캐피탈,SB,282-5,400.0,2023.04.19,본,,안정적,2019.04.17,S,회사채
현대커머셜,SB,355-4,300.0,2024.04.26,본,,AA-,2019.04.17,S,회사채
현대커머셜,SB,355-4,300.0,2024.04.26,본,,안정적,2019.04.17,S,회사채
아진산업,PP,11(P-CBO),50.0,2022.05.30,본,,BB,2019.04.16,S B,회사채
아진산업,PP,11(P-CBO),50.0,2022.05.30,본,,안정적,2019.04.16,S B,회사채
금호석유화학,SB,154-2,500.0,2024.04.29,본,,A,2019.04.15,S R,회사채
금호석유화학,SB,154-2,500.0,2024.04.29,본,,안정적,2019.04.15,S R,회사채
에스케이머티리얼즈,SB,18-2,300.0,2023.03.02,정기,A+,A+,2019.04.15,S,회사채
에스케이머티리얼즈,SB,18-2,300.0,2023.03.02,정기,안정적,안정적,2019.04.15,S,회사채
에스케이머티리얼즈,SB,19-2,500.0,2024.04.26,본,,A+,2019.04.15,S R,회사채
에스케이머티리얼즈,SB,19-2,500.0,2024.04.26,본,,안정적,2019.04.15,S R,회사채
한국토지신탁,SB,38,1000.0,2022.04.26,본,,A,2019.04.15,S P,회사채
한국토지신탁,SB,38,1000.0,2022.04.26,본,,부정적,2019.04.15,S P,회사채
경남은행,SBS,16-11이(후)10A-06,100.0,2022.11.06,정기,AA,AA,2019.04.12,S,회사채
경남은행,SBS,16-11이(후)10A-06,100.0,2022.11.06,정기,안정적,안정적,2019.04.12,S,회사채
경남은행,HB,17-11이(신종)30A-28,630.0,2043.11.28,정기,AA-,AA-,2019.04.12,S,회사채
경남은행,HB,17-11이(신종)30A-28,630.0,2043.11.28,정기,안정적,안정적,2019.04.12,S,회사채
경남은행,COCOT2,조건부(상)19-10이(후)10A-30,1000.0,2025.10.30,정기,AA-,AA-,2019.04.12,S,회사채
경남은행,COCOT2,조건부(상)19-10이(후)10A-30,1000.0,2025.10.30,정기,안정적,안정적,2019.04.12,S,회사채
경남은행,COCOT1,조건부(상)21-09이(신)영구A-19,1500.0,2099.12.31,정기,A+,A+,2019.04.12,S,회사채
경남은행,COCOT1,조건부(상)21-09이(신)영구A-19,1500.0,2099.12.31,정기,안정적,안정적,2019.04.12,S,회사채
부산은행,HB,(신종)17-11이30A-07,100.0,2043.11.07,정기,AA,AA,2019.04.12,S,회사채
부산은행,HB,(신종)17-11이30A-07,100.0,2043.11.07,정기,안정적,안정적,2019.04.12,S,회사채
부산은행,SBS,(후)17-09이10A-10,1000.0,2023.09.10,정기,AA+,AA+,2019.04.12,S,회사채
부산은행,SBS,(후)17-09이10A-10,1000.0,2023.09.10,정기,안정적,안정적,2019.04.12,S,회사채
부산은행,SB,2019-03이2.5A-14,500.0,2021.09.14,정기,AAA,AAA,2019.04.12,S,회사채
부산은행,SB,2019-03이2.5A-14,500.0,2021.09.14,정기,안정적,안정적,2019.04.12,S,회사채
부산은행,COCOT2,조건부(상)(후)19-03이10A-04,1000.0,2025.03.04,정기,AA,AA,2019.04.12,S,회사채
부산은행,COCOT2,조건부(상)(후)19-03이10A-04,1000.0,2025.03.04,정기,안정적,안정적,2019.04.12,S,회사채
부산은행,COCOT1,조건부(상)1904이(신)영구5콜A2,1000.0,2099.12.31,본,,AA-,2019.04.12,S,회사채
부산은행,COCOT1,조건부(상)1904이(신)영구5콜A2,1000.0,2099.12.31,본,,안정적,2019.04.12,S,회사채
부산은행,COCOT1,조건부(상)21-07이(신)영구A-24,1500.0,2099.12.31,정기,AA-,AA-,2019.04.12,S,회사채
부산은행,COCOT1,조건부(상)21-07이(신)영구A-24,1500.0,2099.12.31,정기,안정적,안정적,2019.04.12,S,회사채
KB금융지주,SB,9,1500.0,2022.06.23,정기,AAA,AAA,2019.04.11,S,회사채
KB금융지주,SB,9,1500.0,2022.06.23,정기,안정적,안정적,2019.04.11,S,회사채
국민은행,SBS,3305이표일(03)10후-7,3000.0,2023.05.07,정기,AA+,AA+,2019.04.11,S,회사채
국민은행,SBS,3305이표일(03)10후-7,3000.0,2023.05.07,정기,안정적,안정적,2019.04.11,S,회사채
국민은행,SB,3808이표일(03)3-28,700.0,2021.08.28,정기,AAA,AAA,2019.04.11,S,회사채
국민은행,SB,3808이표일(03)3-28,700.0,2021.08.28,정기,안정적,안정적,2019.04.11,S,회사채
국민은행,COCOT2,3811이표일(03)10(후)-06,3000.0,2028.11.06,정기,AA,AA,2019.04.11,S,회사채
국민은행,COCOT2,3811이표일(03)10(후)-06,3000.0,2028.11.06,정기,안정적,안정적,2019.04.11,S,회사채
산은캐피탈,SB,623-2,600.0,2022.04.26,본,,AA-,2019.04.11,S,회사채
산은캐피탈,SB,623-2,600.0,2022.04.26,본,,안정적,2019.04.11,S,회사채
신한금융투자,ELB,2144호,8.611256,2022.05.19,본,,AA,2019.04.11,S,회사채
신한금융투자,ELB,2144호,8.611256,2022.05.19,본,,안정적,2019.04.11,S,회사채
신한은행,SBS,17-09이10갑(후),2000.0,2023.09.23,정기,AA+,AA+,2019.04.11,S,회사채
신한은행,SBS,17-09이10갑(후),2000.0,2023.09.23,정기,안정적,안정적,2019.04.11,S,회사채
신한은행,FRN,21-08-이-15B,500.0,2032.08.29,정기,AAA,AAA,2019.04.11,S,회사채
신한은행,FRN,21-08-이-15B,500.0,2032.08.29,정기,안정적,안정적,2019.04.11,S,회사채
신한은행,COCOT2,22-03-이-15-갑(후),500.0,2033.03.15,정기,AA,AA,2019.04.11,S,회사채
신한은행,COCOT2,22-03-이-15-갑(후),500.0,2033.03.15,정기,안정적,안정적,2019.04.11,S,회사채
신한은행,COCOT1,23-02-이-영구5갑(신),3000.0,2099.12.31,정기,AA-,AA-,2019.04.11,S,회사채
신한은행,COCOT1,23-02-이-영구5갑(신),3000.0,2099.12.31,정기,안정적,안정적,2019.04.11,S,회사채
신한은행,SB,23-03-이-3-C,1600.0,2022.03.25,정기,AAA,AAA,2019.04.11,S,회사채
신한은행,SB,23-03-이-3-C,1600.0,2022.03.25,정기,안정적,안정적,2019.04.11,S,회사채
신한은행,HB,신한은행1,2225.0,2034.10.28,정기,AA,AA,2019.04.11,S,회사채
신한은행,HB,신한은행1,2225.0,2034.10.28,정기,안정적,안정적,2019.04.11,S,회사채
우리은행,SBS,17-10이(후)10갑-11,5000.0,2023.10.11,정기,AA+,AA+,2019.04.11,S,회사채
우리은행,SBS,17-10이(후)10갑-11,5000.0,2023.10.11,정기,안정적,안정적,2019.04.11,S,회사채
우리은행,HB,17-11이(신종)30갑-13,2000.0,2043.11.13,정기,AA,AA,2019.04.11,S,회사채
우리은행,HB,17-11이(신종)30갑-13,2000.0,2043.11.13,정기,안정적,안정적,2019.04.11,S,회사채
우리은행,COCOT1,22-7-이표(신종)영구-갑-26,4000.0,2099.12.31,정기,AA-,AA-,2019.04.11,S,회사채
우리은행,COCOT1,22-7-이표(신종)영구-갑-26,4000.0,2099.12.31,정기,안정적,안정적,2019.04.11,S,회사채
우리은행,SB,23-02-이표(지)05갑18,2000.0,2024.02.18,정기,AAA,AAA,2019.04.11,S,회사채
우리은행,SB,23-02-이표(지)05갑18,2000.0,2024.02.18,정기,안정적,안정적,2019.04.11,S,회사채
