기업명,회차,종류,평정,직전등급,직전전망,현재등급,현재전망,등급결정일,등급확정일,발행액(억원),요지,재무,보고서,Type
디엘(주),257,SB,본,,,A+,Stable,2016.09.23,2016.09.23,2000,,,,채권
인천도시공사,137,SB,본,,,AA+,Stable,2016.09.23,2016.09.23,500,,,,채권
하나캐피탈(주),233-2,SB,본,,,AA-,Stable,2016.09.23,2016.09.23,200,,,,채권
현대로템(주),26-2,SB,본,,,A,Negative,2016.09.23,2016.09.23,300,,,,채권
(주)부산은행,부산은행20-09이1A-28,SB,본,,,AAA,Stable,2016.09.22,2016.09.22,200,,,,채권
교보증권(주),218회 외 주가연계파생결합사채,ELB,본,,,A+,Stable,2016.09.22,2016.09.22,,,,,채권
현대차증권(주),제309회 주가연계파생결합사채,ELB,본,,,A+,Stable,2016.09.22,2016.09.22,8.4623,,,,채권
(주)신한금융지주회사,106-2,SB,본,,,AAA,Stable,2016.09.21,2016.09.21,900,,,,채권
에스케이브로드밴드(주),제43-2회,SB,본,,,AA-,Stable,2016.09.20,2016.09.20,1200,,,,채권
경기주택도시공사,경기도시공사보상 제16-06-17가 (미발행),SB,수시,AAA,Stable,취소,,2016.09.13,2016.09.13,,,,,채권
경기주택도시공사,경기도시공사보상 제16-09-17가 (미발행),SB,본,,,AAA,Stable,2016.09.13,2016.09.13,,,,,채권
(주)신한은행,신한은행 제20회-09-이-15-갑(후),SB,본,,,AA,Stable,2016.09.12,2016.09.12,400.0,,,,채권
(주)엘지생명과학,8,SB,수시,A,Stable,A↑,,2016.09.12,2016.09.12,500.0,,,,채권
에스케이마리타임(주),23-3,SB,수시,A-,Stable,A-,Negative,2016.09.12,2016.09.12,400.0,,,,채권
엔에이치농협캐피탈(주),97-1,SB,본,,,A+,Stable,2016.09.12,2016.09.12,200.0,,,,채권
울산항만공사,3회,SB,본,,,AAA,Stable,2016.09.12,2016.09.12,300.0,,,,채권
중소기업은행,기업은행 조건부(상) 1609 이 (신종) 영구B-20,HB,본,,,AA,Stable,2016.09.12,2016.09.12,100.0,,,,채권
교보증권(주),130회 외 기타파생결합사채,DLB,본,,,A+,Stable,2016.09.09,2016.09.09,,,,,채권
국가철도공단,287,SB,본,,,AAA,Stable,2016.09.09,2016.09.09,2500.0,,,,채권
농업협동조합중앙회,농금채(중앙회)2016-12이3Y-A,SB,본,,,AAA,Stable,2016.09.09,2016.09.09,1500.0,,,,채권
키움증권(주),제226회 주가연계파생결합사채,ELB,본,,,AA-,Stable,2016.09.09,2016.09.09,0.97,,,,채권
(주)전북은행,전북은행20-09이3갑-28,SB,본,,,AA+,Stable,2016.09.08,2016.09.08,300.0,,,,채권
한국수출입은행,한국수출입금융1612가-할인-1,SB,본,,,AAA,Stable,2016.09.08,2016.09.08,2000.0,,,,채권
하나카드(주),115-2,SB,본,,,AA,Stable,2016.09.07,2016.09.07,300.0,,,,채권
한국서부발전(주),32-2,SB,본,,,AAA,Stable,2016.09.07,2016.09.07,1100.0,,,,채권
수산업협동조합중앙회,수산금융채권(경제) 제38회 외 (미발행),SB,수시,AAA,Stable,취소,,2016.09.06,2016.09.06,,,,,채권
수산업협동조합중앙회,수산금융채권(일반)02-11이표84-07,SB,본,,,AAA,Stable,2016.09.06,2016.09.06,1000.0,,,,채권
신영증권(주),제148회 주가연계파생결합사채,ELB,본,,,AA-,Stable,2016.09.06,2016.09.06,9.49,,,,채권
신영증권(주),제47회 기타파생결합사채,DLB,본,,,AA-,Stable,2016.09.06,2016.09.06,300.0,,,,채권
아이비케이투자증권(주),제696회 주가연계파생결합사채,ELB,본,,,A+,Stable,2016.09.06,2016.09.06,26.492074,,,,채권
한국자산관리공사,제25회,SB,본,,,AAA,Stable,2016.09.06,2016.09.06,1800.0,,,,채권
케이비투자증권(주),제100호 기타파생결합사채,DLB,본,,,A+,Stable,2016.09.05,2016.09.05,13.0,,,,채권
케이비투자증권(주),제240호 주가연계파생결합사채,ELB,본,,,A+,Stable,2016.09.05,2016.09.05,8.426,,,,채권
케이비투자증권(주),제42호 외 기타파생결합사채 (미발행),DLB,수시,A+,Stable,취소,,2016.09.05,2016.09.05,,,,,채권
메리츠증권(주),제71회 기타파생결합사채,DLB,본,,,AA-,Stable,2016.09.02,2016.09.02,102.0,,,,채권
삼성증권(주),제453회 기타파생결합사채,DLB,본,,,AA+,Stable,2016.09.02,2016.09.02,4.281,,,,채권
삼성증권(주),제539회 주가연계파생결합사채,ELB,본,,,AA+,Stable,2016.09.02,2016.09.02,1.76,,,,채권
서울주택도시공사,155 (미발행),SB,본,,,AAA,Stable,2016.09.02,2016.09.02,1500.0,,,,채권
한국남부발전(주),36-2,SB,본,,,AAA,Stable,2016.09.02,2016.09.02,600.0,,,,채권
(주)DGB캐피탈,22-2,SB,본,,,A,Stable,2016.09.01,2016.09.01,300.0,,,,채권
(주)애큐온캐피탈,83,SB,본,,,A,Stable,2016.09.01,2016.09.01,200.0,,,,채권
(주)애큐온캐피탈,제82회 외 (미발행),SB,수시,A,Stable,취소,,2016.09.01,2016.09.01,,,,,채권
대신증권(주),제394회 주가연계파생결합사채,ELB,본,,,AA-,Stable,2016.09.01,2016.09.01,5.0,,,,채권
부산항만공사,24-2,SB,본,,,AAA,Stable,2016.09.01,2016.09.01,2000.0,,,,채권
서울주택도시공사,155 (미발행),SB,수시,AAA,Stable,취소,,2016.09.01,2016.09.01,2000.0,,,,채권
(주)국민은행,3609 외 무보증 사채,SB,본,,,AAA,Stable,2016.08.31,2016.08.31,,,,,채권
(주)대구은행,대구은행37-09이12A-23,SB,본,,,AAA,Stable,2016.08.31,2016.08.31,300.0,,,,채권
(주)비에스이,1 (미발행),SB,수시,B+,Stable,취소,,2016.08.31,2016.08.31,,,,,채권
(주)신한은행,신한은행20-09이3B,SB,본,,,AAA,Stable,2016.08.31,2016.08.31,2000.0,,,,채권
(주)우리은행,20-09 외 선순위,SB,본,,,AAA,Stable,2016.08.31,2016.08.31,,,,,채권
(주)우리카드,91,SB,본,,,AA,Stable,2016.08.31,2016.08.31,200.0,,,,채권
(주)케이비국민카드,157-2,SB,본,,,AA+,Stable,2016.08.31,2016.08.31,600.0,,,,채권
(주)하나은행,하나은행39-09이1.5갑-29,SB,본,,,AAA,Stable,2016.08.31,2016.08.31,1000.0,,,,채권
(주)한국스탠다드차타드은행,SC은행 16-09 외 선순위 무보증사채,SB,본,,,AA+,Stable,2016.08.31,2016.08.31,,,,,채권
(주)한국씨티은행,20-09 외 선순위,SB,본,,,AAA,Negative,2016.08.31,2016.08.31,,,,,채권
(주)한진해운,제73-2회,SB,수시,CCC↓,,D,,2016.08.31,2016.08.31,500.0,,,,채권
롯데캐피탈(주),285회 외 (미발행),SB,본,,,AA-,Stable,2016.08.31,2016.08.31,,,,,채권
산은캐피탈(주),제570회 외 (미발행),SB,본,,,AA-,Stable,2016.08.31,2016.08.31,,,,,채권
삼성카드(주),2250,SB,본,,,AA+,Stable,2016.08.31,2016.08.31,600.0,,,,채권
삼성카드(주),2250회 외 (미발행),SB,수시,AA+,Stable,취소,,2016.08.31,2016.08.31,,,,,채권
신한카드(주),1907-2,SB,본,,,AA+,Stable,2016.08.31,2016.08.31,100.0,,,,채권
신한캐피탈(주),제321회 외 (미발행),SB,본,,,AA-,Stable,2016.08.31,2016.08.31,,,,,채권
중소기업은행,기업은행(단)1611할181A-18,SB,본,,,AAA,Stable,2016.08.31,2016.08.31,2600.0,,,,채권
하나금융투자(주),제559회 주가연계파생결합사채,ELB,본,,,AA,Stable,2016.08.31,2016.08.31,3.7836,,,,채권
하나금융투자(주),제575회 기타파생결합사채,DLB,본,,,AA,Stable,2016.08.31,2016.08.31,24.7,,,,채권
현대카드(주),667,SB,본,,,AA+,Stable,2016.08.31,2016.08.31,100.0,,,,채권
현대카드(주),제665회 외 (미발행),SB,수시,AA+,Stable,취소,,2016.08.31,2016.08.31,,,,,채권
현대캐피탈(주),1658,SB,본,,,AA+,Stable,2016.08.31,2016.08.31,100.0,,,,채권
DB금융투자(주),제353회 주가연계파생결합사채,ELB,본,,,A+,Negative,2016.08.30,2016.08.30,14.11,,,,채권
DB금융투자(주),제84회 기타파생결합사채,DLB,본,,,A+,Negative,2016.08.30,2016.08.30,300.0,,,,채권
DB금융투자(주),제84회 외 기타파생결합사채 (미발행),DLB,수시,A+,Negative,취소,,2016.08.30,2016.08.30,,,,,채권
KB캐피탈(주),359,SB,본,,,AA-,Stable,2016.08.30,2016.08.30,200.0,,,,채권
씨제이대한통운(주),91-3,SB,본,,,AA-,Stable,2016.08.30,2016.08.30,500.0,,,,채권
엔에이치투자증권(주),제1127회 주가연계파생결합사채,ELB,본,,,AA+,Stable,2016.08.30,2016.08.30,6.0,,,,채권
엔에이치투자증권(주),제579회 기타파생결합사채,DLB,본,,,AA+,Stable,2016.08.30,2016.08.30,23.238,,,,채권
롯데카드(주),제321회 외 (미발행),SB,본,,,AA,Stable,2016.08.29,2016.08.29,,,,,채권
미래에셋증권(주),제1081회 주가연계파생결합사채,ELB,본,,,AA,Stable,2016.08.29,2016.08.29,30.0617,,,,채권
미래에셋증권(주),제440회 기타파생결합사채,DLB,본,,,AA,Stable,2016.08.29,2016.08.29,6.155,,,,채권
케이비증권(주),제2016-282회 기타파생결합사채,DLB,본,,,AA,Stable,2016.08.29,2016.08.29,26.0,,,,채권
케이비증권(주),제423호 주가연계파생결합사채,ELB,본,,,AA,Stable,2016.08.29,2016.08.29,43.0,,,,채권
한국캐피탈(주),342-2,SB,본,,,A,Negative,2016.08.29,2016.08.29,20.0,,,,채권
한국투자증권(주),45호 외 기타파생결합사채 (미발행),DLB,수시,AA,Stable,취소,,2016.08.29,2016.08.29,,,,,채권
한국투자증권(주),제45호 외 기타파생결합사채 (미발행),DLB,본,,,AA,Stable,2016.08.29,2016.08.29,,,,,채권
한국투자증권(주),제803회 주가연계파생결합사채,ELB,본,,,AA,Stable,2016.08.29,2016.08.29,2.32,,,,채권
농협손해보험(주),제1회 무보증 후순위사채,SB,본,,,A+,Positive,2016.08.26,2016.08.26,1000.0,,,,채권
비엔케이캐피탈(주),100,SB,본,,,AA-,Stable,2016.08.26,2016.08.26,200.0,,,,채권
JB우리캐피탈(주),327,SB,본,,,AA-,Stable,2016.08.25,2016.08.25,300.0,,,,채권
에스케이(주),278-3,SB,본,,,AA+,Stable,2016.08.25,2016.08.25,1100.0,,,,채권
하나캐피탈(주),232-3,SB,본,,,AA-,Stable,2016.08.25,2016.08.25,200.0,,,,채권
(주)케이비금융지주,19-3,SB,본,,,AAA,Stable,2016.08.24,2016.08.24,1200.0,,,,채권
메리츠캐피탈(주),67,SB,본,,,A,Stable,2016.08.24,2016.08.24,400.0,,,,채권
메리츠캐피탈(주),제64회 외((주)메리츠금융지주 권면보증),SB,본,,,AA,Stable,2016.08.24,2016.08.24,,,,,채권
엘지전자(주),79-4,SB,본,,,AA,Stable,2016.08.24,2016.08.24,1500.0,,,,채권
현대카드(주),제665회 외 (미발행),SB,본,,,AA+,Stable,2016.08.24,2016.08.24,,,,,채권
(주)JB금융지주,5,SB,본,,,AA+,Stable,2016.08.23,2016.08.23,1000.0,,,,채권
(주)엘지헬로비전,6,SB,수시,AA-◆,,A+,Stable,2016.08.22,2016.08.23,1000.0,,,,채권
에스케이인천석유화학(주),14-1,SB,본,,,A+,Stable,2016.08.23,2016.08.23,700.0,,,,채권
한솔테크닉스(주),제41회,SB,본,,,BBB,Positive,2016.08.23,2016.08.23,30.0,,,,채권
(주)경남은행,경남은행조건부(상)20-09이(후)10A-05,SB,본,,,AA-,Stable,2016.08.22,2016.08.22,1000.0,,,,채권
(주)부산은행,부산은행20-08이3A-26,SB,본,,,AAA,Stable,2016.08.22,2016.08.22,300.0,,,,채권
(주)엘엑스인터내셔널,117-2,SB,본,,,AA-,Stable,2016.08.22,2016.08.22,300.0,,,,채권
아시아나항공(주),80,SB,본,,,BBB,Stable,2016.08.22,2016.08.22,400.0,,,,채권
에쓰오일(주),50-3,SB,본,,,AA+,Stable,2016.08.19,2016.08.19,600.0,,,,채권
현대커머셜(주),244-4,SB,본,,,AA-,Stable,2016.08.19,2016.08.19,100.0,,,,채권
교보증권(주),217회 외 주가연계파생결합사채,ELB,수시,A+,Stable,취소,,2016.08.18,2016.08.18,,,,,채권
교보증권(주),제 217회 외 주가연계파생결합사채,ELB,본,,,A+,Stable,2016.08.18,2016.08.18,,,,,채권
대우조선해양(주),7,SB,수시,BB,Negative,BB-↓,,2016.08.17,2016.08.18,3500.0,,,,채권
에스케이이엔에스(주),12-3,SB,본,,,AA+,Stable,2016.08.16,2016.08.16,1000.0,,,,채권
에스케이이엔에스(주),12-3,SB,본,,,AA+,Stable,2016.08.16,2016.08.16,1000,,,,채권
한국철도공사,146,SB,본,,,AAA,Stable,2016.08.12,2016.08.12,1500,,,,채권
한국투자캐피탈(주),제10회 (한국투자금융지주(주) 권면보증),SB,본,,,AA-,Stable,2016.08.12,2016.08.12,500,,,,채권
현대차증권(주),제281회 주가연계파생결합사채,ELB,본,,,A+,Stable,2016.08.12,2016.08.12,22.3634,,,,채권
교보증권(주),128회 외 기타파생결합사채,DLB,본,,,A+,Stable,2016.08.11,2016.08.11,,,,,채권
산은캐피탈(주),569-2,SB,본,,,AA-,Stable,2016.08.11,2016.08.11,300,,,,채권
(주)아이비케이캐피탈,140-2,SB,본,,,AA-,Stable,2016.08.10,2016.08.10,200,,,,채권
부산주공(주),1,SB,수시,BB-,Stable,취소,,2016.08.10,2016.08.10,30,,,,채권
수산업협동조합중앙회(신용사업),수산금융채권(일반)02-11이표84-07,SB,본,,,AAA,Stable,2016.08.09,2016.08.09,1000,,,,채권
신한카드(주),1902-2,SB,본,,,AA+,Stable,2016.08.09,2016.08.09,200,,,,채권
신영증권(주),제145회 주가연계파생결합사채,ELB,본,,,AA-,Stable,2016.08.08,2016.08.08,3.35,,,,채권
신영증권(주),제42회 기타파생결합사채,DLB,본,,,AA-,Stable,2016.08.08,2016.08.08,10 백만USD,,,,채권
에스케이텔레콤(주),67-4,SB,수시,AAA,Stable,취소,,2016.08.08,2016.08.08,500,,,,채권
키움증권(주),제224회 주가연계파생결합사채,ELB,본,,,AA-,Stable,2016.08.08,2016.08.08,5.383945,,,,채권
하나카드(주),114-2,SB,본,,,AA,Stable,2016.08.05,2016.08.05,900,,,,채권
하나카드(주),제114회 외 (미발행),SB,수시,AA,Stable,취소,,2016.08.05,2016.08.05,,,,,채권
메리츠증권(주),제66회 기타파생결합사채,DLB,본,,,AA-,Stable,2016.08.04,2016.08.04,228.55,,,,채권
삼성증권(주),제443회 기타파생결합사채,DLB,본,,,AA+,Stable,2016.08.04,2016.08.04,4.4,,,,채권
삼성증권(주),제536회 주가연계파생결합사채,ELB,본,,,AA+,Stable,2016.08.04,2016.08.04,4.3902,,,,채권
케이비투자증권(주),제41호 외 기타파생결합사채 (미발행),DLB,수시,A+,Stable,취소,,2016.08.04,2016.08.04,,,,,채권
케이비투자증권(주),제42호 기타파생결합사채,DLB,본,,,A+,Stable,2016.08.04,2016.08.04,5 백만USD,,,,채권
(주)우리은행,20-08 외 선순위,SB,본,,,AAA,Stable,2016.08.01,2016.08.01,,,,,채권
대신증권(주),제393회 주가연계파생결합사채,ELB,본,,,AA-,Stable,2016.08.01,2016.08.01,2.8249,,,,채권
삼성카드(주),2250회 외 (미발행),SB,본,,,AA+,Stable,2016.08.01,2016.08.01,,,,,채권
삼성카드(주),제2250회 외 (미발행),SB,수시,AA+,Stable,취소,,2016.08.01,2016.08.01,,,,,채권
(주)국민은행,국민은행3608이표일(03)1.5-08,SB,본,,,AAA,Stable,2016.07.29,2016.07.29,1500,,,,채권
(주)대구은행,대구은행37-08이36A-26,SB,본,,,AAA,Stable,2016.07.29,2016.07.29,300,,,,채권
(주)신한은행,신한은행20-08이1.5B,SB,본,,,AAA,Stable,2016.07.29,2016.07.29,2000,,,,채권
(주)우리카드,90-2,SB,본,,,AA,Stable,2016.07.29,2016.07.29,600,,,,채권
(주)케이비국민카드,155-3,SB,본,,,AA+,Stable,2016.07.29,2016.07.29,500,,,,채권
(주)하나은행,하나은행39-08할1갑-31,SB,본,,,AAA,Stable,2016.07.29,2016.07.29,1000,,,,채권
(주)한국스탠다드차타드은행,SC은행 16-08 외 선순위,SB,본,,,AA+,Stable,2016.07.29,2016.07.29,,,,,채권
(주)한국씨티은행,한국씨티은행20-08할인04월-B,SB,본,,,AAA,Negative,2016.07.29,2016.07.29,700,,,,채권
KB캐피탈(주),356-1,SB,본,,,AA-,Stable,2016.07.29,2016.07.29,200,,,,채권
롯데캐피탈(주),284,SB,본,,,AA-,Stable,2016.07.29,2016.07.29,400,,,,채권
메르세데스벤츠파이낸셜서비스코리아(주),17,SB,본,,,A+,Stable,2016.07.29,2016.07.29,700,,,,채권
미래에셋증권(주),제1078회 주가연계파생결합사채,ELB,본,,,AA,Stable,2016.07.29,2016.07.29,8.6752,,,,채권
미래에셋증권(주),제435회 기타파생결합사채,DLB,본,,,AA,Stable,2016.07.29,2016.07.29,225.04,,,,채권
산은캐피탈(주),567,SB,본,,,AA-,Stable,2016.07.29,2016.07.29,200,,,,채권
신한카드(주),1898-2,SB,본,,,AA+,Stable,2016.07.29,2016.07.29,300,,,,채권
신한캐피탈(주),320-1,SB,본,,,AA-,Stable,2016.07.29,2016.07.29,300,,,,채권
엔에이치투자증권(주),제1111회 주가연계파생결합사채,ELB,본,,,AA+,Stable,2016.07.29,2016.07.29,3.07,,,,채권
엔에이치투자증권(주),제561회 기타파생결합사채,DLB,본,,,AA+,Stable,2016.07.29,2016.07.29,11,,,,채권
하나금융투자(주),제551회 주가연계파생결합사채,ELB,본,,,AA,Stable,2016.07.29,2016.07.29,8.8884,,,,채권
하나금융투자(주),제572회 기타파생결합사채,DLB,본,,,AA,Stable,2016.07.29,2016.07.29,1.96,,,,채권
현대카드(주),664,SB,본,,,AA+,Stable,2016.07.29,2016.07.29,300,,,,채권
현대캐피탈(주),1653-3,SB,본,,,AA+,Stable,2016.07.29,2016.07.29,600,,,,채권
(주)애큐온캐피탈,82회 외 (미발행),SB,수시,A,Stable,취소,,2016.07.28,2016.07.28,,,,,채권
(주)애큐온캐피탈,제82회 외 (미발행),SB,본,,,A,Stable,2016.07.28,2016.07.28,,,,,채권
DB금융투자(주),제342회 주가연계파생결합사채,ELB,본,,,A+,Negative,2016.07.28,2016.07.28,19.9,,,,채권
DB금융투자(주),제84회 외 기타파생결합사채 (미발행),DLB,본,,,A+,Negative,2016.07.28,2016.07.28,,,,,채권
유안타증권(주),제141호 기타파생결합사채,DLB,본,,,A,Stable,2016.07.28,2016.07.28,.16,,,,채권
유안타증권(주),제58호 외 주가연계파생결합사채 (미발행),ELB,본,,,A,Stable,2016.07.28,2016.07.28,,,,,채권
케이비증권(주),제2016-256회 기타파생결합사채,DLB,본,,,AA,Stable,2016.07.28,2016.07.28,5,,,,채권
케이비증권(주),제412호 주가연계파생결합사채,ELB,본,,,AA,Stable,2016.07.28,2016.07.28,49.3519,,,,채권
한국투자증권(주),45호 외 기타파생결합사채 (미발행),DLB,본,,,AA,Stable,2016.07.28,2016.07.28,,,,,채권
한국투자증권(주),제45호 외 기타파생결합사채 (미발행),DLB,수시,AA,Stable,취소,,2016.07.28,2016.07.28,,,,,채권
한국투자증권(주),제792회 주가연계파생결합사채,ELB,본,,,AA,Stable,2016.07.28,2016.07.28,20.4642,,,,채권
우리금융캐피탈(주),317,SB,본,,,A+,Negative,2016.07.27,2016.07.27,100,,,,채권
롯데카드(주),320,SB,본,,,AA,Stable,2016.07.26,2016.07.26,300,,,,채권
에스케이브로드밴드(주),42,SB,수시,AA-,Positive,AA-,Stable,2016.07.26,2016.07.26,1300,,,,채권
하나캐피탈(주),230-1,SB,본,,,AA-,Stable,2016.07.26,2016.07.26,200,,,,채권
한화글로벌에셋(주),56,SB,본,,,BBB+,Positive,2016.07.26,2016.07.26,200,,,,채권
JB우리캐피탈(주),321-2,SB,본,,,AA-,Stable,2016.07.25,2016.07.25,500,,,,채권
강원도개발공사,122,SB,본,,,AA+,Stable,2016.07.25,2016.07.25,400,,,,채권
알씨아이파이낸셜서비스코리아(주),44,SB,본,,,A+,Stable,2016.07.25,2016.07.25,600,,,,채권
케이비투자증권(주),제238호 주가연계파생결합사채,ELB,본,,,A+,Stable,2016.07.25,2016.07.25,21.208,,,,채권
폭스바겐파이낸셜서비스코리아(주),제3회,SB,수시,A+,Stable,A+↓,,2016.07.25,2016.07.25,1500,,,,채권
(주)케이비금융지주,18-3,SB,본,,,AAA,Stable,2016.07.22,2016.07.22,800,,,,채권
(주)메리츠금융지주,제5회 무보증사채,SB,본,,,AA,Stable,2016.07.20,2016.07.20,1000,,,,채권
(주)하나은행,하나은행[16_07이180갑20],SB,본,,,AAA,Stable,2016.07.20,2016.07.20,30 백만USD,,,,채권
교보증권(주),217회 외 주가연계파생결합사채,ELB,본,,,A+,Stable,2016.07.20,2016.07.20,,,,,채권
쌍용씨앤이(주),310,SB,본,,,BBB+,Stable,2016.07.20,2016.07.20,200,,,,채권
(주)DGB캐피탈,21-3,SB,본,,,A,Stable,2016.07.18,2016.07.18,400,,,,채권
메리츠캐피탈(주),62-1,SB,본,,,A,Stable,2016.07.18,2016.07.18,100,,,,채권
메리츠캐피탈(주),제63회(㈜메리츠금융지주 권면보증),SB,본,,,AA,Stable,2016.07.18,2016.07.18,100,,,,채권
현대커머셜(주),243,SB,본,,,AA-,Stable,2016.07.18,2016.07.18,300,,,,채권
비엔케이캐피탈(주),98-2,SB,본,,,AA-,Stable,2016.07.14,2016.07.14,400,,,,채권
에스케이디스커버리(주),193-2,SB,본,,,A,Negative,2016.07.14,2016.07.14,110,,,,채권
현대차증권(주),제238회 주가연계파생결합사채,ELB,본,,,A+,Stable,2016.07.14,2016.07.14,36.9543,,,,채권
교보증권(주),제118회 외 기타파생결합사채,DLB,본,,,A+,Stable,2016.07.13,2016.07.13,,,,,채권
바이온(주),22,CB,본,,,B-,Stable,2016.07.13,2016.07.13,82,,,,채권
한국캐피탈(주),339,SB,본,,,A,Negative,2016.07.13,2016.07.13,50,,,,채권
(주)뉴스테이허브제1호위탁관리부동산투자회사,제1회 (주택도시보증공사 권면보증),SB,본,,,AAA,Stable,2016.07.11,2016.07.11,1000,,,,채권
(주)신세계센트럴시티,4-2,SB,본,,,AA-,Stable,2016.07.08,2016.07.08,1200,,,,채권
아이비케이투자증권(주),제688회 주가연계파생결합사채,ELB,본,,,A+,Stable,2016.07.08,2016.07.08,20.0171115,,,,채권
키움증권(주),제13회 주가연계파생결합사채(ELB WRAP),ELB,본,,,AA-,Stable,2016.07.08,2016.07.08,3.9324,,,,채권
한국산업은행,산금16신할0009-1007-1,SB,본,,,AAA,Stable,2016.07.08,2016.07.08,900,,,,채권
삼성카드(주),제2250회 외 (미발행),SB,본,,,AA+,Stable,2016.07.07,2016.07.07,,,,,채권
신영증권(주),제144회 주가연계파생결합사채,ELB,본,,,AA-,Stable,2016.07.07,2016.07.07,12,,,,채권
신영증권(주),제39회 기타파생결합사채,DLB,본,,,AA-,Stable,2016.07.07,2016.07.07,1,,,,채권
하나카드(주),제114회 외 (미발행),SB,본,,,AA,Stable,2016.07.06,2016.07.06,,,,,채권
(주)경남은행,경남은행20-07이1A-28,SB,본,,,AA+,Stable,2016.07.05,2016.07.05,1000,,,,채권
바이온(주),22회,CB,수시,B-,Stable,취소,,2016.07.04,2016.07.04,,,,,채권
삼성증권(주),제433회 기타파생결합사채,DLB,본,,,AA+,Stable,2016.07.04,2016.07.04,3.1092,,,,채권
삼성증권(주),제529회 주가연계파생결합사채,ELB,본,,,AA+,Stable,2016.07.04,2016.07.04,52.1711,,,,채권
(주)아이비케이캐피탈,137-1,SB,본,,,AA-,Stable,2016.07.01,2016.07.01,200,,,,채권
(주)포스코인터내셔널,13,SB,본,,,A+,Positive,2016.07.01,2016.07.01,1500,,,,채권
(주)한국스탠다드차타드은행,SC은행 16-07 외 선순위 무보증사채,SB,본,,,AA+,Stable,2016.07.01,2016.07.01,,,,,채권
대신증권(주),제392회 주가연계파생결합사채,ELB,본,,,AA-,Stable,2016.07.01,2016.07.01,4.376,,,,채권
삼성엔지니어링(주),13,SB,수시,BBB+,Stable,취소,,2016.07.01,2016.07.01,.1,,,,채권
한국서부발전(주),31,SB,본,,,AAA,Stable,2016.07.01,2016.07.01,1000,,,,채권
(주)JB금융지주,1,HB,정기,A+,Stable,A+,Stable,2016.06.30,2016.06.30,2000,,,,채권
(주)JB금융지주,4,SB,정기,AA+,Stable,AA+,Stable,2016.06.30,2016.06.30,500,,,,채권
(주)JB금융지주,JB금융지주 제2-2회 후순위,SB,정기,AA,Stable,AA,Stable,2016.06.30,2016.06.30,800,,,,채권
(주)국민은행,국민은행3607이표일(03)02-27,SB,본,,,AAA,Stable,2016.06.30,2016.06.30,2000,,,,채권
(주)대구은행,37-07 외,SB,본,,,AAA,Stable,2016.06.30,2016.06.30,,,,,채권
(주)대림,22-2,SB,정기,A,Stable,A,Stable,2016.06.30,2016.06.30,200,,,,채권
(주)더밸류앤코,제2회 무보증 사채,SB,정기,BB+,Stable,BB+,Stable,2016.06.30,2016.06.30,45,,,,채권
(주)디엠에스,12(P-CBO),SB,정기,BB,Stable,BB,Stable,2016.06.29,2016.06.30,60,,,,채권
(주)신한은행,신한은행20-07이1.5C,SB,본,,,AAA,Stable,2016.06.30,2016.06.30,1500,,,,채권
(주)엘지생명과학,8,SB,정기,A+,Negative,A,Stable,2016.06.30,2016.06.30,500,,,,채권
(주)엘지씨엔에스,9-3,SB,정기,AA-,Stable,AA-,Stable,2016.06.30,2016.06.30,500,,,,채권
(주)엘지화학,45-2,SB,정기,AA+,Stable,AA+,Stable,2016.06.30,2016.06.30,2000,,,,채권
(주)우리은행,20-07 외 선순위,SB,본,,,AAA,Stable,2016.06.30,2016.06.30,,,,,채권
(주)우리카드,87-1,SB,본,,,AA,Stable,2016.06.30,2016.06.30,500,,,,채권
(주)케이비국민카드,153-1,SB,본,,,AA+,Stable,2016.06.30,2016.06.30,700,,,,채권
(주)포스코플랜텍,5-2,SB,정기,CC,Stable,CC,Stable,2016.06.30,2016.06.30,480,,,,채권
(주)하나은행,하나은행39-07이3갑-27,SB,본,,,AAA,Stable,2016.06.30,2016.06.30,1000,,,,채권
(주)한국씨티은행,한국씨티은행20-7이01-A,SB,본,,,AAA,Negative,2016.06.30,2016.06.30,1700,,,,채권
(주)화승코퍼레이션,39,SB,정기,BBB-,Stable,BBB-,Stable,2016.06.30,2016.06.30,300,,,,채권
DB금융투자(주),제329회 주가연계파생결합사채,ELB,본,,,A+,Negative,2016.06.30,2016.06.30,7.03,,,,채권
DB금융투자(주),제83회 기타파생결합사채,DLB,본,,,A+,Negative,2016.06.30,2016.06.30,100,,,,채권
DB금융투자(주),제83회 외 기타파생결합사채 (미발행),DLB,수시,A+,Negative,취소,,2016.06.30,2016.06.30,,,,,채권
농협금융지주(주),농협금융지주(주)제2회 후순위,SB,정기,AA+,Stable,AA+,Stable,2016.06.30,2016.06.30,3000,,,,채권
농협금융지주(주),제12회,SB,정기,AAA,Stable,AAA,Stable,2016.06.30,2016.06.30,800,,,,채권
농협은행(주),농업금융채권(은행)2016-08할1Y-A,SB,본,,,AAA,Stable,2016.06.30,2016.06.30,1300,,,,채권
롯데손해보험(주),제1회 후순위 무보증 사채,SB,정기,A,Stable,A,Stable,2016.06.30,2016.06.30,500,,,,채권
롯데캐피탈(주),282,SB,본,,,AA-,Stable,2016.06.30,2016.06.30,700,,,,채권
매일홀딩스(주),35-2,SB,정기,A+,Stable,A+,Stable,2016.06.30,2016.06.30,300,,,,채권
신한캐피탈(주),318-2,SB,본,,,AA-,Stable,2016.06.30,2016.06.30,300,,,,채권
