기업명,평정,직전등급,현재등급,등급결정일,등급확정일,결산기준,발행한도(억원),유효기간,요지,재무,보고서,Type
한국가스공사,정기,A1,A1,2015.11.27,2015.11.27,2014.12.31,50000,2016.06.30,,,,전자단기사채
한화투자증권(주),정기,A1,A1,2015.11.26,2015.11.26,2014.12.31,5000,2016.06.30,,,,전자단기사채
(주)케이씨씨건설,정기,A2,A2,2015.11.20,2015.11.20,2014.12.31,1000,2016.06.30,,,,전자단기사채
에스케이에코플랜트(주),정기,A2,A2-,2015.11.20,2015.11.20,2014.12.31,5000,2016.06.30,,,,전자단기사채
현대기업금융(주),수시,A3+,취소,2015.11.20,2015.11.20,2014.12.31,500,2016.06.30,,,,전자단기사채
하이투자증권(주),정기,A1,A2+,2015.11.18,2015.11.18,2014.12.31,5000,2016.06.30,,,,전자단기사채
씨제이씨지브이(주),정기,A1,A1,2015.11.13,2015.11.13,2014.12.31,1000,2016.06.30,,,,전자단기사채
케이비투자증권(주),정기,A1,A1,2015.11.13,2015.11.13,2014.12.31,10000,2016.06.30,,,,전자단기사채
한화종합화학(주),본,,A2+,2015.11.12,2015.11.12,2014.12.31,1500,2016.06.30,,,,전자단기사채
평택에너지서비스(주),본,,A2,2015.11.11,2015.11.11,2014.12.31,400,2016.06.30,,,,전자단기사채
아이비케이투자증권(주),수시,A1,A1,2015.11.10,2015.11.10,2014.12.31,5000,2016.06.30,,,,전자단기사채
한국남부발전(주),정기,A1,A1,2015.11.10,2015.11.10,2014.12.31,3000,2016.06.30,,,,전자단기사채
메리츠증권(주),정기,A1,A1,2015.11.06,2015.11.06,2014.12.31,17000,2016.06.30,,,,전자단기사채
삼성증권(주),정기,A1,A1,2015.11.06,2015.11.06,2014.12.31,10000,2016.06.30,,,,전자단기사채
신한금융투자(주),정기,A1,A1,2015.11.06,2015.11.06,2014.12.31,10000,2016.06.30,,,,전자단기사채
엔에이치투자증권(주),정기,A1,A1,2015.11.06,2015.11.06,2014.12.31,40000,2016.06.30,,,,전자단기사채
하나캐피탈(주),정기,A1,A1,2015.11.06,2015.11.06,2014.12.31,10000,2016.06.30,,,,전자단기사채
한국투자증권(주),정기,A1,A1,2015.11.06,2015.11.06,2014.12.31,10000,2016.06.30,,,,전자단기사채
홈플러스스토어즈(주),수시,A1,A2,2015.11.05,2015.11.05,2014.12.31,3000,2016.06.30,,,,전자단기사채
키움증권(주),정기,A1,A1,2015.11.04,2015.11.04,2014.12.31,5000,2016.06.30,,,,전자단기사채
(주)아이비케이캐피탈,정기,A1,A1,2015.11.02,2015.11.02,2014.12.31,15000,2016.06.30,,,,전자단기사채
대신증권(주),정기,A1,A1,2015.11.02,2015.11.02,2014.12.31,20000,2016.06.30,,,,전자단기사채
하나카드(주),정기,A1,A1,2015.11.02,2015.11.02,2014.12.31,10000,2016.06.30,,,,전자단기사채
KB캐피탈(주),정기,A1,A1,2015.10.30,2015.10.30,2014.12.31,1000,2016.06.30,,,,전자단기사채
롯데캐피탈(주),정기,A1,A1,2015.10.30,2015.10.30,2014.12.31,10000,2016.06.30,,,,전자단기사채
미래에셋증권(주),정기,A1,A1,2015.10.30,2015.10.30,2014.12.31,20000,2016.06.30,,,,전자단기사채
삼성카드(주),정기,A1,A1,2015.10.30,2015.10.30,2014.12.31,15000,2016.06.30,,,,전자단기사채
신한캐피탈(주),정기,A1,A1,2015.10.30,2015.10.30,2014.12.31,4000,2016.06.30,,,,전자단기사채
하나금융투자(주),정기,A1,A1,2015.10.30,2015.10.30,2014.12.31,8000,2016.06.30,,,,전자단기사채
현대카드(주),정기,A1,A1,2015.10.30,2015.10.30,2014.12.31,16000,2016.06.30,,,,전자단기사채
현대캐피탈(주),정기,A1,A1,2015.10.30,2015.10.30,2014.12.31,20000,2016.06.30,,,,전자단기사채
중소벤처기업진흥공단,정기,A1,A1,2015.10.26,2015.10.26,2014.12.31,8000,2016.06.30,,,,전자단기사채
(주)현대백화점,정기,A1,A1,2015.10.22,2015.10.22,2014.12.31,5000,2016.06.30,,,,전자단기사채
(주)케이비국민카드,정기,A1,A1,2015.10.16,2015.10.16,2014.12.31,12000,2016.06.30,,,,전자단기사채
롯데하이마트(주),정기,A1,A1,2015.10.15,2015.10.15,2014.12.31,2000,2016.06.30,,,,전자단기사채
미래에셋캐피탈(주),정기,A1,A1,2015.10.15,2015.10.15,2014.12.31,3000,2016.06.30,,,,전자단기사채
현대커머셜(주),정기,A1,A1,2015.10.08,2015.10.08,2014.12.31,5000,2016.06.30,,,,전자단기사채
신영증권(주),본,,A1,2015.09.25,2015.09.25,2015.03.31,7000,2016.09.30,,,,전자단기사채
(주)경기고속((주)신한은행 보증),본,,A1,2015.09.24,2015.09.24,2014.12.31,100,2016.06.30,,,,전자단기사채
대신에프앤아이(주),정기,A2+,A2+,2015.09.24,2015.09.24,2014.12.31,5000,2016.06.30,,,,전자단기사채
(주)이랜드월드,정기,A3+,A3+,2015.09.18,2015.09.18,2014.12.31,500,2016.06.30,,,,전자단기사채
산은캐피탈(주),정기,A1,A1,2015.09.18,2015.09.18,2014.12.31,5000,2016.06.30,,,,전자단기사채
(주)DGB캐피탈,정기,A2,A2,2015.09.15,2015.09.15,2014.12.31,1000,2016.06.30,,,,전자단기사채
롯데카드(주),정기,A1,A1,2015.09.08,2015.09.08,2014.12.31,10000,2016.06.30,,,,전자단기사채
(주)우리카드,정기,A1,A1,2015.08.31,2015.08.31,2014.12.31,17000,2016.06.30,,,,전자단기사채
신한카드(주),정기,A1,A1,2015.08.31,2015.08.31,2014.12.31,25000,2016.06.30,,,,전자단기사채
하나캐피탈(주),수시,A2+,A1,2015.08.24,2015.08.24,2014.12.31,10000,2016.06.30,,,,전자단기사채
(주)바이더웨이,본,,A2+,2015.07.30,2015.07.30,2014.12.31,500,2016.06.30,,,,전자단기사채
(주)코리아세븐,본,,A1,2015.07.30,2015.07.30,2014.12.31,1500,2016.06.30,,,,전자단기사채
(주)BNK투자증권,본,,A2,2015.06.30,2015.06.30,2014.12.31,3000,2016.06.30,,,,전자단기사채
(주)이랜드월드,본,,A3+,2015.06.30,2015.06.30,2014.12.31,500,2016.06.30,,,,전자단기사채
교보증권(주),본,,A1,2015.06.30,2015.06.30,2014.12.31,3000,2016.06.30,,,,전자단기사채
롯데카드(주),본,,A1,2015.06.30,2015.06.30,2014.12.31,10000,2016.06.30,,,,전자단기사채
미래에셋증권(주),본,,A1,2015.06.30,2015.06.30,2014.12.31,20000,2016.06.30,,,,전자단기사채
부국증권(주),본,,A2+,2015.06.30,2015.06.30,2014.12.31,3000,2016.06.30,,,,전자단기사채
유진기업(주),본,,A3-,2015.06.30,2015.06.30,2014.12.31,850,2016.06.30,,,,전자단기사채
중소벤처기업진흥공단,본,,A1,2015.06.30,2015.06.30,2014.12.31,8000,2016.06.30,,,,전자단기사채
케이비증권(주),본,,A1,2015.06.30,2015.06.30,2014.12.31,15000,2016.06.30,,,,전자단기사채
케이비투자증권(주),본,,A1,2015.06.30,2015.06.30,2014.12.31,10000,2016.06.30,,,,전자단기사채
키움증권(주),본,,A1,2015.06.30,2015.06.30,2014.12.31,5000,2016.06.30,,,,전자단기사채
하나카드(주),본,,A1,2015.06.30,2015.06.30,2014.12.31,10000,2016.06.30,,,,전자단기사채
한국도로공사,본,,A1,2015.06.30,2015.06.30,2014.12.31,7000,2016.06.30,,,,전자단기사채
한국증권금융(주),본,,A1,2015.06.30,2015.06.30,2014.12.31,15000,2016.06.30,,,,전자단기사채
한국투자증권(주),본,,A1,2015.06.30,2015.06.30,2014.12.31,10000,2016.06.30,,,,전자단기사채
미래에셋캐피탈(주),본,,A1,2015.06.29,2015.06.29,2014.12.31,3000,2016.06.30,,,,전자단기사채
유진투자증권(주),본,,A2+,2015.06.29,2015.06.29,2014.12.31,4500,2016.06.30,,,,전자단기사채
한국동서발전(주),본,,A1,2015.06.29,2015.06.29,2014.12.31,5000,2016.06.30,,,,전자단기사채
대신증권(주),본,,A1,2015.06.26,2015.06.26,2014.12.31,20000,2016.06.30,,,,전자단기사채
신한금융투자(주),본,,A1,2015.06.26,2015.06.26,2014.12.31,10000,2016.06.30,,,,전자단기사채
인천도시공사,본,,A1,2015.06.26,2015.06.26,2014.12.31,21459,2016.06.30,,,,전자단기사채
케이프투자증권(주),본,,A2,2015.06.26,2015.06.26,2014.12.31,1500,2016.06.30,,,,전자단기사채
홈플러스스토어즈(주),본,,A1,2015.06.26,2015.06.26,2014.12.31,3000,2016.06.30,,,,전자단기사채
(주)애큐온캐피탈,본,,A2+,2015.06.25,2015.06.25,2014.12.31,8500,2016.06.30,,,,전자단기사채
(주)한섬,본,,A1,2015.06.24,2015.06.25,2014.12.31,1000,2016.06.30,,,,전자단기사채
(주)현대그린푸드,본,,A1,2015.06.25,2015.06.25,2014.12.31,1000,2016.06.30,,,,전자단기사채
(주)현대백화점,본,,A1,2015.06.25,2015.06.25,2014.12.31,5000,2016.06.30,,,,전자단기사채
(주)현대홈쇼핑,본,,A1,2015.06.25,2015.06.25,2014.12.31,4000,2016.06.30,,,,전자단기사채
아이비케이투자증권(주),본,,A1,2015.06.25,2015.06.25,2014.12.31,5000,2016.06.30,,,,전자단기사채
엔에이치투자증권(주),본,,A1,2015.06.25,2015.06.25,2014.12.31,40000,2016.06.30,,,,전자단기사채
한양증권(주),본,,A2,2015.06.25,2015.06.25,2014.12.31,1000,2016.06.30,,,,전자단기사채
코리아오토글라스(주),본,,A1,2015.06.24,2015.06.24,2014.12.31,500,2016.06.30,,,,전자단기사채
한화투자증권(주),본,,A1,2015.06.24,2015.06.24,2014.12.31,5000,2016.06.30,,,,전자단기사채
에스케이텔링크(주),본,,A2+,2015.06.22,2015.06.22,2014.12.31,1000,2016.06.30,,,,전자단기사채
한국전력공사,본,,A1,2015.06.22,2015.06.22,2014.12.31,10000,2016.06.30,,,,전자단기사채
하나캐피탈(주),본,,A2+,2015.06.19,2015.06.19,2014.12.31,10000,2016.06.30,,,,전자단기사채
KB캐피탈(주),본,,A1,2015.06.18,2015.06.18,2014.12.31,1000,2016.06.30,,,,전자단기사채
메리츠증권(주),본,,A1,2015.06.18,2015.06.18,2014.12.31,17000,2016.06.30,,,,전자단기사채
삼성증권(주),본,,A1,2015.06.18,2015.06.18,2014.12.31,10000,2016.06.30,,,,전자단기사채
현대기업금융(주),본,,A3+,2015.06.18,2015.06.18,2014.12.31,500,2016.06.30,,,,전자단기사채
하나금융투자(주),본,,A1,2015.06.17,2015.06.17,2014.12.31,8000,2016.06.30,,,,전자단기사채
롯데하이마트(주),본,,A1,2015.06.16,2015.06.16,2014.12.31,2000,2016.06.30,,,,전자단기사채
한국서부발전(주),본,,A1,2015.06.16,2015.06.16,2014.12.31,5000,2016.06.30,,,,전자단기사채
롯데지알에스(주),본,,A1,2015.06.15,2015.06.15,2014.12.31,250,2016.06.30,,,,전자단기사채
산은캐피탈(주),본,,A1,2015.06.15,2015.06.15,2014.12.31,5000,2016.06.30,,,,전자단기사채
(주)광주신세계,본,,A1,2015.06.11,2015.06.11,2014.12.31,800,2016.06.30,,,,전자단기사채
롯데쇼핑(주),본,,A1,2015.06.10,2015.06.10,2014.12.31,10000,2016.06.30,,,,전자단기사채
대신에프앤아이(주),본,,A2+,2015.06.08,2015.06.08,2014.12.31,5000,2016.06.30,,,,전자단기사채
삼성카드(주),본,,A1,2015.06.08,2015.06.08,2014.12.31,15000,2016.06.30,,,,전자단기사채
한국가스공사,본,,A1,2015.06.08,2015.06.08,2014.12.01,50000,2016.06.30,,,,전자단기사채
한국중부발전(주),본,,A1,2015.06.08,2015.06.08,2014.12.31,5000,2016.06.30,,,,전자단기사채
(주)신세계,본,,A1,2015.06.05,2015.06.05,2014.12.31,8000,2016.06.30,,,,전자단기사채
메리츠캐피탈(주),본,,A2,2015.06.05,2015.06.05,2014.12.31,4500,2016.06.30,,,,전자단기사채
한국남부발전(주),본,,A1,2015.06.03,2015.06.03,2014.12.31,3000,2016.06.30,,,,전자단기사채
아이엠투자증권(주),수시,A2↑,취소,2015.06.01,2015.06.01,2014.12.31,3000,2015.06.30,,,,전자단기사채
(주)우리카드,본,,A1,2015.05.29,2015.05.29,2014.12.31,17000,2016.06.30,,,,전자단기사채
(주)케이비국민카드,본,,A1,2015.05.29,2015.05.29,2014.12.31,12000,2016.06.30,,,,전자단기사채
롯데캐피탈(주),본,,A1,2015.05.29,2015.05.29,2014.12.31,10000,2016.06.30,,,,전자단기사채
신한카드(주),본,,A1,2015.05.29,2015.05.29,2014.12.31,25000,2016.06.30,,,,전자단기사채
신한캐피탈(주),본,,A1,2015.05.29,2015.05.29,2014.12.31,4000,2016.06.30,,,,전자단기사채
현대카드(주),본,,A1,2015.05.29,2015.05.29,2014.12.31,16000,2016.06.30,,,,전자단기사채
현대캐피탈(주),본,,A1,2015.05.29,2015.05.29,2014.12.31,20000,2016.06.30,,,,전자단기사채
대신증권(주),수시,A1,A1,2015.05.28,2015.05.28,2014.12.31,20000,2015.06.25,,,,전자단기사채
하이투자증권(주),본,,A1,2015.05.27,2015.05.27,2014.12.31,5000,2016.06.30,,,,전자단기사채
비엔케이캐피탈(주),본,,A1,2015.05.26,2015.05.26,2014.12.31,1000,2016.06.30,,,,전자단기사채
현대커머셜(주),본,,A1,2015.05.26,2015.05.26,2014.12.31,5000,2016.06.30,,,,전자단기사채
(주)DGB캐피탈,본,,A2,2015.05.22,2015.05.22,2014.12.31,1000,2016.06.30,,,,전자단기사채
현대삼호중공업(주),수시,A1,A2+,2015.05.20,2015.05.20,2014.12.31,3500,2015.06.30,,,,전자단기사채
중앙일보(주),본,,A3,2015.05.19,2015.05.19,2014.12.31,1000,2016.06.30,,,,전자단기사채
한국주택금융공사,본,,A1,2015.05.19,2015.05.19,2014.12.31,4000,2016.06.30,,,,전자단기사채
에스케이증권(주),본,,A2+,2015.05.18,2015.05.18,2014.12.31,5000,2016.06.30,,,,전자단기사채
이베스트투자증권(주),본,,A2+,2015.05.14,2015.05.14,2014.12.31,2500,2016.06.30,,,,전자단기사채
DB금융투자(주),본,,A1,2015.05.07,2015.05.07,2014.12.31,5000,2016.06.30,,,,전자단기사채
씨제이씨지브이(주),본,,A1,2015.04.30,2015.04.30,2014.12.31,1000,2016.06.30,,,,전자단기사채
(주)케이씨씨건설,본,,A2,2015.04.23,2015.04.23,2014.12.31,1000,2016.06.30,,,,전자단기사채
에스케이에코플랜트(주),본,,A2,2015.04.16,2015.04.16,2014.12.31,5000,2016.06.30,,,,전자단기사채
(주)아이비케이캐피탈,본,,A1,2015.04.15,2015.04.15,2014.12.31,15000,2016.06.30,,,,전자단기사채
지에스칼텍스(주),본,,A1,2015.04.15,2015.04.15,2014.12.31,8000,2016.06.30,,,,전자단기사채
(주)이마트,본,,A1,2015.04.13,2015.04.13,2014.12.31,8000,2016.06.30,,,,전자단기사채
피에스앤마케팅(주),본,,A2+,2015.04.13,2015.04.13,2014.12.31,1000,2016.06.30,,,,전자단기사채
동부제철(주),수시,B-,C,2015.03.30,2015.03.30,2014.12.31,500,2015.06.30,,,,전자단기사채
한국도로공사,수시,A1,A1,2015.03.16,2015.03.16,2013.12.31,7000,2015.06.30,,,,전자단기사채
메리츠캐피탈(주),본,,A2,2015.03.06,2015.03.06,2013.12.31,4500,2015.06.30,,,,전자단기사채
(주)이랜드월드,본,,A3+,2015.03.05,2015.03.05,2013.12.31,500,2015.06.30,,,,전자단기사채
한국주택금융공사,수시,A1,A1,2015.03.03,2015.03.03,2013.12.31,4000,2015.06.30,,,,전자단기사채
엔에이치투자증권(주),수시,A1,A1,2015.02.10,2015.02.10,2013.12.31,40000,2015.06.24,,,,전자단기사채
미래에셋증권(주),수시,A1,A1,2015.02.09,2015.02.09,2013.12.31,20000,2015.06.30,,,,전자단기사채
부국증권(주),정기,A2+,A2+,2015.02.09,2015.02.09,2014.03.31,3000,2015.06.30,,,,전자단기사채
한양증권(주),정기,A2,A2,2015.02.06,2015.02.06,2014.03.31,1000,2015.06.24,,,,전자단기사채
한국증권금융(주),정기,A1,A1,2015.02.02,2015.02.02,2014.03.31,10000,2015.09.30,,,,전자단기사채
유진기업(주),수시,A3-,A3-,2015.01.28,2015.01.28,2013.12.31,850,2015.06.30,,,,전자단기사채
DB금융투자(주),수시,A1↓,A1,2015.01.16,2015.01.16,2013.12.31,5000,2015.06.30,,,,전자단기사채
(주)BNK투자증권,정기,A2,A2,2014.12.31,2014.12.31,2013.12.31,500,2015.06.30,,,,전자단기사채
씨제이프레시웨이(주),정기,A2,A2,2014.12.30,2014.12.31,2013.12.31,1000,2015.06.30,,,,전자단기사채
아이엠투자증권(주),수시,A2,A2↑,2014.12.31,2014.12.31,2013.12.31,3000,2015.06.30,,,,전자단기사채
엔에이치농협증권(주),수시,A1,취소,2014.12.31,2014.12.31,2013.12.31,7000,2015.06.30,,,,전자단기사채
(주)케이비국민카드,수시,A1,A1,2014.12.30,2014.12.30,2013.12.31,11000,2015.06.30,,,,전자단기사채
삼성카드(주),수시,A1,A1,2014.12.30,2014.12.30,2013.12.31,15000,2015.06.30,,,,전자단기사채
한국주택금융공사,정기,A1,A1,2014.12.30,2014.12.30,2013.12.31,4000,2015.06.30,,,,전자단기사채
KB캐피탈(주),수시,A1,A1,2014.12.29,2014.12.29,2013.12.31,1000,2015.06.17,,,,전자단기사채
중앙일보(주),정기,A3,A3,2014.12.26,2014.12.29,2013.12.31,1000,2015.06.30,,,,전자단기사채
한국도로공사,정기,A1,A1,2014.12.29,2014.12.29,2013.12.31,7000,2015.06.30,,,,전자단기사채
비엔케이캐피탈(주),정기,A2+,A1,2014.12.26,2014.12.26,2013.12.31,1000,2015.06.30,,,,전자단기사채
DB금융투자(주),정기,A1↓,A1↓,2014.12.24,2014.12.24,2013.12.31,5000,2015.06.30,,,,전자단기사채
씨에스유통(주),정기,A2+,A2+,2014.12.23,2014.12.24,2013.12.31,1000,2015.06.30,,,,전자단기사채
에스케이증권(주),정기,A2+,A2+,2014.12.24,2014.12.24,2013.12.31,5000,2015.06.30,,,,전자단기사채
유진기업(주),정기,A3-,A3-,2014.12.22,2014.12.22,2013.12.31,850,2015.06.30,,,,전자단기사채
유진투자증권(주),정기,A2+,A2+,2014.12.19,2014.12.19,2013.12.31,4500,2015.06.30,,,,전자단기사채
케이비투자증권(주),정기,A1,A1,2014.12.19,2014.12.19,2013.12.31,8000,2015.06.30,,,,전자단기사채
한화투자증권(주),정기,A1,A1,2014.12.19,2014.12.19,2013.12.31,5000,2015.06.23,,,,전자단기사채
홈플러스스토어즈(주),정기,A1,A1,2014.12.18,2014.12.19,2013.12.31,3000,2015.06.25,,,,전자단기사채
롯데카드(주),정기,A1,A1,2014.12.15,2014.12.15,2013.12.31,10000,2015.06.30,,,,전자단기사채
(주)광주신세계,정기,A1,A1,2014.12.12,2014.12.12,2013.12.31,800,2015.06.30,,,,전자단기사채
(주)신세계,정기,A1,A1,2014.12.12,2014.12.12,2013.12.31,8000,2015.06.30,,,,전자단기사채
(주)케이씨씨건설,정기,A2,A2,2014.12.12,2014.12.12,2014.09.30,1000,2015.06.30,,,,전자단기사채
에스케이텔링크(주),정기,A2+,A2+,2014.12.12,2014.12.12,2013.12.31,1000,2015.06.21,,,,전자단기사채
하나에스케이카드(주),수시,A1,취소,2014.12.10,2014.12.10,2013.12.31,5000,2015.06.30,,,,전자단기사채
하나카드(주),본,,A1,2014.12.10,2014.12.10,2013.12.31,9000,2015.06.30,,,,전자단기사채
케이비증권(주),정기,A1,A1,2014.12.02,2014.12.02,2013.12.31,15000,2015.06.30,,,,전자단기사채
케이티비투자증권(주),정기,A2,A2,2014.12.02,2014.12.02,2013.12.31,5000,2015.06.30,,,,전자단기사채
(주)우리카드,정기,A1,A1,2014.11.28,2014.11.28,2013.12.31,20000,2015.06.30,,,,전자단기사채
대신에프앤아이(주),정기,A1,A2+,2014.11.28,2014.11.28,2013.12.31,5000,2015.06.30,,,,전자단기사채
대신증권(주),정기,A1,A1,2014.11.28,2014.11.28,2013.12.31,20000,2015.06.25,,,,전자단기사채
삼성카드(주),정기,A1,A1,2014.11.28,2014.11.28,2013.12.31,15000,2015.06.30,,,,전자단기사채
신한캐피탈(주),정기,A1,A1,2014.11.28,2014.11.28,2013.12.31,4000,2015.06.30,,,,전자단기사채
한국전력공사,정기,A1,A1,2014.11.28,2014.11.28,2013.12.31,10000,2015.06.21,,,,전자단기사채
현대기업금융(주),정기,A3+,A3+,2014.11.28,2014.11.28,2013.12.31,500,2015.06.17,,,,전자단기사채
현대카드(주),정기,A1,A1,2014.11.28,2014.11.28,2013.12.31,16000,2015.06.30,,,,전자단기사채
현대캐피탈(주),정기,A1,A1,2014.11.28,2014.11.28,2013.12.31,20000,2015.06.30,,,,전자단기사채
현대커머셜(주),정기,A1,A1,2014.11.28,2014.11.28,2013.12.31,5000,2015.06.30,,,,전자단기사채
(주)한섬,정기,A1,A1,2014.11.27,2014.11.27,2013.12.31,1000,2015.06.30,,,,전자단기사채
(주)현대백화점,정기,A1,A1,2014.11.27,2014.11.27,2013.12.31,5000,2015.06.30,,,,전자단기사채
(주)현대홈쇼핑,정기,A1,A1,2014.11.27,2014.11.27,2013.12.31,4000,2015.06.24,,,,전자단기사채
(주)현대그린푸드,정기,A1,A1,2014.11.26,2014.11.26,2013.12.31,1000,2015.06.30,,,,전자단기사채
하나캐피탈(주),정기,A2+,A2+,2014.11.26,2014.11.26,2013.12.31,10000,2015.06.30,,,,전자단기사채
산은캐피탈(주),정기,A1,A1,2014.11.24,2014.11.24,2013.12.31,5000,2015.06.30,,,,전자단기사채
지에스칼텍스(주),정기,A1,A1,2014.11.21,2014.11.21,2013.12.31,8000,2015.06.30,,,,전자단기사채
(주)세아홀딩스,정기,A2,A2,2014.11.18,2014.11.19,2013.12.31,500,2015.06.30,,,,전자단기사채
KB캐피탈(주),정기,A1,A1,2014.11.19,2014.11.19,2013.12.31,1000,2015.06.17,,,,전자단기사채
한국서부발전(주),정기,A1,A1,2014.11.18,2014.11.18,2013.12.31,5000,2015.06.15,,,,전자단기사채
이베스트투자증권(주),정기,A2+,A2+,2014.11.17,2014.11.17,2013.12.31,2500,2015.06.30,,,,전자단기사채
(주)광주은행,정기,A1,A1,2014.11.13,2014.11.13,2013.12.31,800,2015.06.30,,,,전자단기사채
(주)이마트,정기,A1,A1,2014.11.13,2014.11.13,2013.12.31,8000,2015.06.30,,,,전자단기사채
롯데쇼핑(주),정기,A1,A1,2014.11.13,2014.11.13,2013.12.31,10000,2015.06.30,,,,전자단기사채
아이비케이투자증권(주),정기,A1,A1,2014.11.13,2014.11.13,2013.12.31,3000,2015.06.24,,,,전자단기사채
미래에셋증권(주),정기,A1,A1,2014.11.12,2014.11.12,2013.12.31,20000,2015.06.30,,,,전자단기사채
신한금융투자(주),정기,A1,A1,2014.11.12,2014.11.12,2013.12.31,10000,2015.06.25,,,,전자단기사채
메리츠증권(주),정기,A1,A1,2014.11.11,2014.11.11,2013.12.31,9000,2015.06.17,,,,전자단기사채
아이엠투자증권(주),정기,A2,A2,2014.11.10,2014.11.10,2013.12.31,3000,2015.06.30,,,,전자단기사채
케이프투자증권(주),정기,A2,A2,2014.11.10,2014.11.10,2013.12.31,1500,2015.06.25,,,,전자단기사채
(주)아이비케이캐피탈,정기,A1,A1,2014.11.06,2014.11.06,2013.12.31,15000,2015.06.30,,,,전자단기사채
(주)애큐온캐피탈,정기,A2+,A2+,2014.11.06,2014.11.06,2013.12.31,8500,2015.06.30,,,,전자단기사채
미래에셋증권(주),정기,A1,A1,2014.11.06,2014.11.06,2013.12.31,20000,2015.06.29,,,,전자단기사채
삼성증권(주),정기,A1,A1,2014.11.06,2014.11.06,2013.12.31,10000,2015.06.17,,,,전자단기사채
엔에이치투자증권(주),정기,A1,A1,2014.11.06,2014.11.06,2013.12.31,40000,2015.06.24,,,,전자단기사채
한국투자증권(주),정기,A1,A1,2014.11.06,2014.11.06,2013.12.31,10000,2015.06.30,,,,전자단기사채
현대삼호중공업(주),정기,A1,A1,2014.11.04,2014.11.04,2013.12.31,3500,2015.06.30,,,,전자단기사채
(주)케이비국민카드,정기,A1,A1,2014.10.31,2014.10.31,2013.12.31,11000,2015.06.30,,,,전자단기사채
롯데캐피탈(주),정기,A1,A1,2014.10.31,2014.10.31,2013.12.31,10000,2015.06.30,,,,전자단기사채
하나에스케이카드(주),정기,A1,A1,2014.10.31,2014.10.31,2013.12.31,5000,2015.06.30,,,,전자단기사채
동부제철(주),정기,B-↓,B-,2014.10.30,2014.10.30,2013.12.31,500,2015.06.30,,,,전자단기사채
하나금융투자(주),정기,A1,A1,2014.10.30,2014.10.30,2013.12.31,8000,2015.06.30,,,,전자단기사채
현대차증권(주),정기,A1,A1,2014.10.30,2014.10.30,2013.12.31,6000,2015.06.30,,,,전자단기사채
한국남부발전(주),본,,A1,2014.10.29,2014.10.29,2013.12.31,3000,2015.06.30,,,,전자단기사채
한국남동발전(주),정기,A1,A1,2014.10.27,2014.10.27,2013.12.31,3000,2015.06.30,,,,전자단기사채
중소벤처기업진흥공단,정기,A1,A1,2014.10.24,2014.10.24,2013.12.31,6000,2015.06.30,,,,전자단기사채
씨제이씨지브이(주),정기,A1,A1,2014.10.16,2014.10.16,2013.12.31,1000,2015.06.30,,,,전자단기사채
부국증권(주),본,,A2+,2014.09.30,2014.09.30,2014.06.30,3000,2015.06.30,,,,전자단기사채
한국증권금융(주),본,,A1,2014.09.30,2014.09.30,2014.06.30,10000,2015.09.30,,,,전자단기사채
한양증권(주),본,,A2,2014.09.26,2014.09.26,2014.03.31,1000,2015.06.24,,,,전자단기사채
에스케이에코플랜트(주),정기,A2,A2,2014.09.16,2014.09.16,2013.12.31,5000,2015.06.30,,,,전자단기사채
키움증권(주),본,,A1,2014.09.15,2014.09.15,2013.12.31,5000,2015.06.30,,,,전자단기사채
하나금융투자(주),본,,A1,2014.07.17,2014.07.17,2014.03.31,8000,2015.06.30,,,,전자단기사채
동부제철(주),수시,B↓,B-↓,2014.07.15,2014.07.15,2014.03.31,500,2015.06.30,,,,전자단기사채
(주)한섬,본,,A1,2014.06.30,2014.06.30,2013.12.31,1000,2015.06.30,,,,전자단기사채
대신증권(주),본,,A1,2014.06.30,2014.06.30,2014.03.31,20000,2015.06.25,,,,전자단기사채
동부제철(주),수시,A3-↓,B↓,2014.06.30,2014.06.30,2014.03.31,500,2015.06.30,,,,전자단기사채
에스케이증권(주),본,,A2+,2014.06.30,2014.06.30,2013.12.31,5000,2015.06.30,,,,전자단기사채
엔에이치농협증권(주),본,,A1,2014.06.30,2014.06.30,2013.12.31,7000,2015.06.30,,,,전자단기사채
유진기업(주),본,,A3-,2014.06.30,2014.06.30,2013.12.31,850,2015.06.30,,,,전자단기사채
중소벤처기업진흥공단,본,,A1,2014.06.30,2014.06.30,2013.12.31,6000,2015.06.30,,,,전자단기사채
케이비투자증권(주),본,,A1,2014.06.30,2014.06.30,2013.12.31,8000,2015.06.30,,,,전자단기사채
케이티비투자증권(주),본,,A2,2014.06.30,2014.06.30,2013.12.31,5000,2015.06.30,,,,전자단기사채
케이프투자증권(주),본,,A2,2014.06.30,2014.06.30,2013.12.31,1500,2015.06.25,,,,전자단기사채
한국도로공사,본,,A1,2014.06.30,2014.06.30,2013.12.31,7000,2015.06.30,,,,전자단기사채
현대차증권(주),본,,A1,2014.06.30,2014.06.30,2013.12.31,6000,2015.06.30,,,,전자단기사채
DB금융투자(주),수시,A1,A1↓,2014.06.27,2014.06.27,2014.03.31,5000,2015.06.30,,,,전자단기사채
아이비케이투자증권(주),본,,A1,2014.06.27,2014.06.27,2013.12.31,3000,2015.06.24,,,,전자단기사채
중앙일보(주),본,,A3,2014.06.27,2014.06.27,2013.12.31,1000,2015.06.30,,,,전자단기사채
