기업명,평정,직전등급,직전전망,현재등급,현재전망,등급결정일,등급확정일,유효기간,요지,재무,보고서,Type
동부인천스틸(주),수시,BBB-↓,,BB↓,,2014.06.27,2014.06.27,2015.06.19,,,,기업신용평가
롯데아이티테크(주),정기,A+,Stable,A+,Stable,2014.06.27,2014.06.27,2015.07.20,,,,기업신용평가
롯데엠시시(주),정기,A+,Stable,A+,Stable,2014.06.27,2014.06.27,2014.12.04,,,,기업신용평가
롯데정밀화학(주),정기,AA-,Stable,AA-,Stable,2014.06.27,2014.06.27,2020.06.08,,,,기업신용평가
롯데케미칼(주),정기,AA+,Stable,AA+,Stable,2014.06.27,2014.06.27,2026.04.28,,,,기업신용평가
사조동아원(주),정기,BBB+,Negative,BBB,Stable,2014.06.27,2014.06.27,2015.12.18,,,,기업신용평가
산은금융지주(주),정기,AAA,Stable,AAA,Stable,2014.06.27,2014.06.27,2022.02.16,,,,기업신용평가
세하(주),정기,CCC,Stable,CCC-↓,,2014.06.27,2014.06.27,2014.11.28,,,,기업신용평가
씨제이올리브영(주),정기,A-,Stable,A-,Stable,2014.06.27,2014.06.27,2016.02.18,,,,기업신용평가
에이치솔루션(주),본,,,A+,Stable,2014.06.27,2014.06.27,2019.03.18,,,,기업신용평가
인천도시공사,정기,AA+,Stable,AA+,Stable,2014.06.27,2014.06.27,2020.07.10,,,,기업신용평가
지에스네오텍(주),정기,A-,Stable,A-,Stable,2014.06.27,2014.06.27,2014.07.15,,,,기업신용평가
한국렌탈(주),본,,,BBB,Stable,2014.06.27,2014.06.27,2015.06.26,,,,기업신용평가
한국산업단지공단,정기,AAA,Stable,AAA,Stable,2014.06.27,2014.06.27,2019.02.18,,,,기업신용평가
홍콩상하이은행서울지점,정기,AAA,Stable,AAA,Stable,2014.06.27,2014.06.27,2014.09.24,,,,기업신용평가
(주)JB금융지주,정기,AA+,Stable,AA+,Stable,2014.06.26,2014.06.26,2014.06.30,,,,기업신용평가
(주)빙그레,정기,AA-,Stable,AA-,Stable,2014.06.26,2014.06.26,2014.09.26,,,,기업신용평가
(주)세아창원특수강,정기,AA,Stable,AA,Stable,2014.06.26,2014.06.26,2016.02.25,,,,기업신용평가
(주)케이씨씨,정기,AA,Stable,AA,Stable,2014.06.26,2014.06.26,2020.09.12,,,,기업신용평가
(주)태영건설,정기,A,Stable,A,Stable,2014.06.26,2014.06.26,2019.01.31,,,,기업신용평가
(주)한진중공업,정기,BBB+,Stable,BBB+,Stable,2014.06.26,2014.06.26,2015.06.08,,,,기업신용평가
(주)현대미포조선,본,,,AA,Stable,2014.06.26,2014.06.26,2015.06.25,,,,기업신용평가
(주)흥화,본,,,BBB,Stable,2014.06.26,2014.06.26,2015.06.25,,,,기업신용평가
대상(주),정기,A+,Stable,A+,Stable,2014.06.26,2014.06.26,2022.01.23,,,,기업신용평가
대성산업(주),정기,BBB,Negative,BBB-,Negative,2014.06.26,2014.06.26,2015.04.19,,,,기업신용평가
두산건설(주),정기,BBB+,Stable,BBB,Stable,2014.06.26,2014.06.26,2020.03.21,,,,기업신용평가
롯데지알에스(주),정기,AA-,Stable,AA-,Stable,2014.06.26,2014.06.26,2014.11.21,,,,기업신용평가
롯데지주(주),정기,AA+,Stable,AA+,Stable,2014.06.26,2014.06.26,2020.11.27,,,,기업신용평가
무림피앤피(주),정기,A-,Stable,A-,Stable,2014.06.26,2014.06.26,2016.06.30,,,,기업신용평가
삼성중공업(주),정기,AA,Stable,AA,Stable,2014.06.26,2014.06.26,2018.02.12,,,,기업신용평가
에이치솔루션(주),정기,A+,Stable,A+,Stable,2014.06.26,2014.06.26,2014.06.27,,,,기업신용평가
진흥기업(주),본,,,BB,Negative,2014.06.26,2014.06.26,2015.05.13,,,,기업신용평가
코오롱글로벌(주),정기,BBB,Negative,BBB-,Stable,2014.06.26,2014.06.26,2015.08.27,,,,기업신용평가
평택에너지서비스(주),정기,AA-,Stable,AA-,Stable,2014.06.26,2014.06.26,2020.11.27,,,,기업신용평가
하이트진로(주),정기,A+,Stable,A+,Stable,2014.06.26,2014.06.26,2020.04.14,,,,기업신용평가
하이트진로홀딩스(주),정기,A,Stable,A,Stable,2014.06.26,2014.06.26,2019.07.25,,,,기업신용평가
한국조선해양(주),정기,AA+,Stable,AA+,Stable,2014.06.26,2014.06.26,2044.12.15,,,,기업신용평가
한솔이엠이(주),정기,BBB,Stable,BBB-,Stable,2014.06.26,2014.06.26,2016.04.25,,,,기업신용평가
한화투자증권(주),본,,,A+,Negative,2014.06.26,2014.06.26,2015.06.23,,,,기업신용평가
(주)DGB캐피탈,정기,A,Stable,A,Stable,2014.06.25,2014.06.25,2018.06.21,,,,기업신용평가
(주)유성티엔에스,정기,BB,Stable,BB,Stable,2014.06.25,2014.06.25,2015.04.18,,,,기업신용평가
(주)한솔케미칼,정기,A-,Stable,A-,Stable,2014.06.25,2014.06.25,2017.12.19,,,,기업신용평가
(주)현대백화점,정기,AA+,Stable,AA+,Stable,2014.06.25,2014.06.25,2015.05.29,,,,기업신용평가
경남기업(주),정기,CCC,Stable,CCC,Stable,2014.06.25,2014.06.25,2014.10.31,,,,기업신용평가
광동제약(주),정기,A-,Stable,A-,Stable,2014.06.25,2014.06.25,2015.07.26,,,,기업신용평가
대한전선(주),정기,B+,Stable,B+,Stable,2014.06.25,2014.06.25,2015.03.21,,,,기업신용평가
롯데하이마트(주),정기,AA-,Stable,AA-,Stable,2014.06.25,2014.06.25,2022.10.28,,,,기업신용평가
씨제이(주),정기,AA-,Stable,AA-,Stable,2014.06.25,2014.06.25,2018.04.09,,,,기업신용평가
아이에스동서(주),본,,,BBB,Stable,2014.06.25,2014.06.25,2015.06.24,,,,기업신용평가
에스케이디스커버리(주),정기,A,Stable,A,Stable,2014.06.25,2014.06.25,2022.07.26,,,,기업신용평가
에스케이루브리컨츠(주),정기,AA-,Stable,AA-,Stable,2014.06.25,2014.06.25,2019.09.04,,,,기업신용평가
에스케이씨(주),정기,A,Stable,A,Stable,2014.06.25,2014.06.25,2022.02.23,,,,기업신용평가
여수광양항만공사,정기,AAA,Stable,AAA,Stable,2014.06.25,2014.06.25,2023.03.13,,,,기업신용평가
율촌화학(주),정기,A+,Stable,A+,Stable,2014.06.25,2014.06.25,2015.07.30,,,,기업신용평가
지에스에너지(주),정기,AA,Stable,AA,Stable,2014.06.25,2014.06.25,2017.06.25,,,,기업신용평가
천경해운(주),정기,BB,Stable,BB,Stable,2014.06.25,2014.06.25,2018.10.27,,,,기업신용평가
파르나스호텔(주),정기,A+,Stable,A+,Stable,2014.06.25,2014.06.25,2018.05.28,,,,기업신용평가
한국석유공사,정기,AAA,Stable,AAA,Stable,2014.06.25,2014.06.25,2016.12.26,,,,기업신용평가
한국썸벧(주),정기,BBB,Stable,BBB,Stable,2014.06.25,2014.06.25,2014.10.03,,,,기업신용평가
(주)광주신세계,정기,AA-,Stable,AA-,Stable,2014.06.24,2014.06.24,2016.05.02,,,,기업신용평가
(주)농심홀딩스,정기,AA,Stable,AA,Stable,2014.06.24,2014.06.24,2020.02.20,,,,기업신용평가
(주)동부,수시,BBB,Negative,BBB-↓,,2014.06.24,2014.06.24,2015.10.23,,,,기업신용평가
(주)디비메탈,수시,BBB,Negative,BBB-↓,,2014.06.24,2014.06.24,2022.09.12,,,,기업신용평가
(주)엘지씨엔에스,정기,AA-,Stable,AA-,Stable,2014.06.24,2014.06.24,2022.04.16,,,,기업신용평가
(주)전주원파워,정기,A,Stable,A,Stable,2014.06.24,2014.06.24,2016.04.19,,,,기업신용평가
(주)조선호텔앤리조트,정기,A+,Stable,A+,Stable,2014.06.24,2014.06.24,2020.04.21,,,,기업신용평가
노무라금융투자(주),본,,,AA-,Stable,2014.06.24,2014.06.24,2015.06.24,,,,기업신용평가
동부건설(주),수시,BBB-,Negative,BBB-↓,,2014.06.24,2014.06.24,2016.05.03,,,,기업신용평가
동부인천스틸(주),수시,BBB-,Developing,BBB-↓,,2014.06.24,2014.06.24,2015.06.19,,,,기업신용평가
동부제철(주),수시,BBB-,Negative,BBB-↓,,2014.06.24,2014.06.24,2018.03.09,,,,기업신용평가
태평양물산(주),정기,BB+,Stable,BB+,Stable,2014.06.24,2014.06.24,2016.05.30,,,,기업신용평가
한국수자원공사,정기,AAA,Stable,AAA,Stable,2014.06.24,2014.06.24,2046.06.22,,,,기업신용평가
희성금속(주),정기,A,Stable,A,Stable,2014.06.24,2014.06.24,2015.07.12,,,,기업신용평가
(주)포스코에이앤씨건축사사무소,정기,A-,Stable,A-,Stable,2014.06.23,2014.06.23,2015.02.24,,,,기업신용평가
미래에셋증권(주),정기,AA,Stable,AA,Stable,2014.06.23,2014.06.23,2014.08.07,,,,기업신용평가
미래에셋캐피탈(주),정기,AA-,Stable,AA-,Stable,2014.06.23,2014.06.23,2016.11.08,,,,기업신용평가
에스케이가스(주),정기,AA-,Stable,AA-,Stable,2014.06.23,2014.06.23,2022.04.17,,,,기업신용평가
지에스이피에스(주),정기,AA,Stable,AA,Stable,2014.06.23,2014.06.23,2022.02.22,,,,기업신용평가
(주)디비메탈,수시,BBB,Stable,BBB,Negative,2014.06.20,2014.06.20,2022.09.12,,,,기업신용평가
(주)세아특수강,정기,A-,Stable,A-,Positive,2014.06.20,2014.06.20,2018.07.08,,,,기업신용평가
(주)신세계,정기,AA+,Stable,AA+,Stable,2014.06.20,2014.06.20,2022.07.31,,,,기업신용평가
(주)신세계센트럴시티,정기,AA-,Stable,AA-,Stable,2014.06.20,2014.06.20,2021.07.27,,,,기업신용평가
(주)포스코인터내셔널,정기,AA-,Stable,AA-,Stable,2014.06.20,2014.06.20,2022.07.17,,,,기업신용평가
(주)포스코플랜텍,정기,A-,Positive,A-,Stable,2014.06.20,2014.06.20,2017.09.13,,,,기업신용평가
(주)한진,정기,A-,Stable,A-,Negative,2014.06.20,2014.06.20,2018.09.15,,,,기업신용평가
HSD엔진(주),정기,A,Stable,A,Stable,2014.06.20,2014.06.20,2019.04.15,,,,기업신용평가
동국제강(주),정기,A,Stable,A,Negative,2014.06.20,2014.06.20,2017.10.23,,,,기업신용평가
동부인천스틸(주),본,,,BBB-,Developing,2014.06.20,2014.06.20,2015.06.19,,,,기업신용평가
동부제철(주),정기,BBB-,Stable,BBB-,Negative,2014.06.20,2014.06.20,2018.03.09,,,,기업신용평가
에스케이하이닉스(주),정기,A+,Stable,A+,Stable,2014.06.20,2014.06.20,2023.02.19,,,,기업신용평가
유니온스틸(주),정기,A-,Stable,A-,Stable,2014.06.20,2014.06.20,2017.02.24,,,,기업신용평가
이베스트투자증권(주),정기,A,Stable,A,Stable,2014.06.20,2014.06.20,2015.04.27,,,,기업신용평가
충북개발공사,정기,AA+,Stable,AA+,Stable,2014.06.20,2014.06.20,2017.06.30,,,,기업신용평가
코오롱생명과학(주),정기,BBB+,Stable,BBB+,Stable,2014.06.20,2014.06.20,2014.08.23,,,,기업신용평가
한일홀딩스(주),정기,A+,Stable,A+,Stable,2014.06.20,2014.06.20,2022.04.12,,,,기업신용평가
현대코퍼레이션(주),정기,A+,Stable,A+,Stable,2014.06.20,2014.06.20,2015.02.02,,,,기업신용평가
(주)세아베스틸,정기,A+,Stable,A+,Stable,2014.06.19,2014.06.19,2020.07.14,,,,기업신용평가
(주)세아제강지주,정기,A+,Stable,A+,Stable,2014.06.19,2014.06.19,2019.10.07,,,,기업신용평가
(주)송암약품,수시,C,,D,,2014.06.19,2014.06.19,2015.04.06,,,,기업신용평가
(주)엘지생활건강,정기,AA,Stable,AA,Stable,2014.06.19,2014.06.19,2020.02.06,,,,기업신용평가
광주광역시도시공사,정기,AA+,Stable,AA+,Stable,2014.06.19,2014.06.19,2016.03.03,,,,기업신용평가
대성에너지(주),정기,A+,Stable,A+,Stable,2014.06.19,2014.06.19,2015.03.20,,,,기업신용평가
대성홀딩스(주),정기,A+,Stable,A+,Stable,2014.06.19,2014.06.19,2020.02.24,,,,기업신용평가
동두천드림파워(주),정기,AA-,Stable,AA-,Stable,2014.06.19,2014.06.19,2016.06.23,,,,기업신용평가
롯데쇼핑(주),정기,AA+,Stable,AA+,Stable,2014.06.19,2014.06.19,2043.11.08,,,,기업신용평가
아시아나항공(주),정기,BBB+,Stable,BBB+,Stable,2014.06.19,2014.06.19,2019.01.31,,,,기업신용평가
아이엔지은행서울지점,정기,AAA,Stable,AAA,Stable,2014.06.19,2014.06.19,2014.09.30,,,,기업신용평가
에스케이실트론(주),정기,A,Stable,A,Stable,2014.06.19,2014.06.19,2020.02.22,,,,기업신용평가
에스케이텔링크(주),정기,A+,Stable,A+,Stable,2014.06.19,2014.06.19,2015.11.29,,,,기업신용평가
에이치디씨(주),정기,A,Stable,A,Stable,2014.06.19,2014.06.19,2022.07.17,,,,기업신용평가
엠캐피탈(주),정기,A,Stable,A,Stable,2014.06.19,2014.06.19,2018.05.22,,,,기업신용평가
제주국제자유도시개발센터,수시,AAA,Stable,취소,,2014.06.19,2014.06.19,2017.11.16,,,,기업신용평가
지에스파워(주),본,,,AA,Stable,2014.06.19,2014.06.19,2015.05.28,,,,기업신용평가
코오롱글로텍(주),정기,BBB+,Stable,BBB+,Stable,2014.06.19,2014.06.19,2014.12.26,,,,기업신용평가
하남도시공사,정기,AA,Stable,AA,Stable,2014.06.19,2014.06.19,2016.01.31,,,,기업신용평가
(주)STX,정기,CCC,Stable,CCC,Stable,2014.06.18,2014.06.18,2017.12.31,,,,기업신용평가
(주)광주은행,본,,,AA+,Stable,2014.06.18,2014.06.18,2015.06.17,,,,기업신용평가
(주)엘지헬로비전,정기,AA-,Stable,AA-,Stable,2014.06.18,2014.06.18,2019.09.16,,,,기업신용평가
(주)지에스,정기,AA,Stable,AA,Stable,2014.06.18,2014.06.18,2021.01.17,,,,기업신용평가
쌍용씨앤이(주),정기,BBB,Stable,BBB,Positive,2014.06.18,2014.06.18,2018.01.22,,,,기업신용평가
에스티엑스조선해양(주),정기,CCC,Stable,CCC,Stable,2014.06.18,2014.06.18,2015.09.06,,,,기업신용평가
에스티엑스중공업(주),정기,CCC,Stable,CCC,Stable,2014.06.18,2014.06.18,2014.10.25,,,,기업신용평가
(주)LF,정기,AA-,Stable,AA-,Stable,2014.06.17,2014.06.17,2021.12.05,,,,기업신용평가
(주)대한항공,정기,A,Negative,A-,Negative,2014.06.17,2014.06.17,2019.12.13,,,,기업신용평가
(주)마니커,정기,BB+,Stable,BB+,Stable,2014.06.17,2014.06.17,2017.10.29,,,,기업신용평가
(주)팜스코,정기,BBB+,Stable,BBB+,Stable,2014.06.17,2014.06.17,2014.11.19,,,,기업신용평가
(주)포스코케미칼,정기,AA-,Stable,AA-,Stable,2014.06.17,2014.06.17,2015.11.23,,,,기업신용평가
(주)풀무원,정기,A-,Stable,A-,Stable,2014.06.17,2014.06.17,2019.10.14,,,,기업신용평가
(주)하림,정기,A-,Negative,A-,Stable,2014.06.17,2014.06.17,2015.07.13,,,,기업신용평가
경기주택도시공사,정기,AAA,Stable,AAA,Stable,2014.06.17,2014.06.17,2020.01.31,,,,기업신용평가
성화식품(주),정기,BB,Stable,BB,Stable,2014.06.17,2014.06.17,2017.10.29,,,,기업신용평가
울산항만공사,정기,AAA,Stable,AAA,Stable,2014.06.17,2014.06.17,2026.11.15,,,,기업신용평가
풀무원식품(주),정기,A-,Stable,A-,Stable,2014.06.17,2014.06.17,2018.03.18,,,,기업신용평가
하나금융투자(주),본,,,AA,Stable,2014.06.17,2014.06.17,2015.06.17,,,,기업신용평가
한화글로벌에셋(주),정기,BBB+,Stable,BBB+,Stable,2014.06.17,2014.06.17,2018.08.27,,,,기업신용평가
해태제과식품(주),정기,A-,Stable,A-,Stable,2014.06.17,2014.06.17,2020.07.20,,,,기업신용평가
(주)한독,정기,A-,Stable,A-,Stable,2014.06.16,2014.06.16,2019.11.29,,,,기업신용평가
(주)한화,정기,A,Stable,A,Stable,2014.06.16,2014.06.16,2020.06.08,,,,기업신용평가
두타몰(주),정기,A-,Stable,A-,Stable,2014.06.16,2014.06.16,2015.09.23,,,,기업신용평가
부산항만공사,정기,AAA,Stable,AAA,Stable,2014.06.16,2014.06.16,2036.09.06,,,,기업신용평가
서울메트로,정기,AAA,Stable,AAA,Stable,2014.06.16,2014.06.16,2014.10.28,,,,기업신용평가
우리금융지주(주),정기,AAA,Stable,AAA,Stable,2014.06.16,2014.06.16,2023.09.27,,,,기업신용평가
한화솔루션(주),정기,A+,Stable,A+,Stable,2014.06.16,2014.06.16,2021.02.24,,,,기업신용평가
(주)엘엑스인터내셔널,정기,AA-,Stable,AA-,Stable,2014.06.13,2014.06.13,2022.05.28,,,,기업신용평가
(주)전북은행,본,,,AA+,Stable,2014.06.13,2014.06.13,2015.06.12,,,,기업신용평가
(주)포스코,정기,AAA,Stable,AAA,Negative,2014.06.13,2014.06.13,2023.10.04,,,,기업신용평가
(주)포스코엔지니어링,본,,,A,Stable,2014.06.13,2014.06.13,2017.11.04,,,,기업신용평가
기아(주),정기,AA+,Stable,AA+,Stable,2014.06.13,2014.06.13,2024.02.15,,,,기업신용평가
대한제강(주),정기,A-,Stable,A-,Stable,2014.06.13,2014.06.13,2015.11.09,,,,기업신용평가
씨제이대한통운(주),정기,AA-,Stable,AA-,Stable,2014.06.13,2014.06.13,2023.09.12,,,,기업신용평가
에쓰오일(주),정기,AA+,Stable,AA+,Stable,2014.06.13,2014.06.13,2027.02.22,,,,기업신용평가
오씨아이(주),정기,AA-,Stable,AA-,Stable,2014.06.13,2014.06.13,2020.02.23,,,,기업신용평가
한국복합물류(주),정기,BBB+,Stable,A-,Stable,2014.06.13,2014.06.13,2017.11.09,,,,기업신용평가
한국수출입은행,정기,AAA,Stable,AAA,Stable,2014.06.13,2014.06.13,2017.06.07,,,,기업신용평가
현대자동차(주),정기,AAA,Stable,AAA,Stable,2014.06.13,2014.06.13,2016.10.06,,,,기업신용평가
현대트랜시스(주),정기,A+,Stable,A+,Stable,2014.06.13,2014.06.13,2022.02.28,,,,기업신용평가
현대파워텍(주),정기,AA-,Stable,AA-,Stable,2014.06.13,2014.06.13,2018.02.27,,,,기업신용평가
화성도시공사,정기,AA,Stable,AA,Stable,2014.06.13,2014.06.13,2018.12.01,,,,기업신용평가
(주)엘지유플러스,정기,AA,Stable,AA,Stable,2014.06.12,2014.06.12,2026.01.26,,,,기업신용평가
롯데로지스틱스(주),정기,A+,Stable,A+,Stable,2014.06.12,2014.06.12,2017.11.27,,,,기업신용평가
씨제이씨지브이(주),정기,AA-,Stable,AA-,Stable,2014.06.12,2014.06.12,2020.11.27,,,,기업신용평가
넥센타이어(주),정기,A+,Stable,A+,Stable,2014.06.11,2014.06.11,2019.07.04,,,,기업신용평가
에스케이이엔에스(주),정기,AA+,Stable,AA+,Stable,2014.06.11,2014.06.11,2027.04.12,,,,기업신용평가
평택도시공사,본,,,AA,Stable,2014.06.11,2014.06.11,2018.02.28,,,,기업신용평가
(주)두산캐피탈,정기,A,Stable,A-,Stable,2014.06.10,2014.06.10,2018.08.27,,,,기업신용평가
(주)애큐온캐피탈,정기,AA-↓,,A+,Stable,2014.06.10,2014.06.10,2018.06.25,,,,기업신용평가
(주)와이즈파워,정기,CCC↓,,CC,Negative,2014.06.10,2014.06.10,2015.08.10,,,,기업신용평가
(주)이랜드리테일,정기,BBB+,Stable,BBB+,Stable,2014.06.10,2014.06.10,2017.07.28,,,,기업신용평가
(주)케이티,정기,AAA,Stable,AAA,Stable,2014.06.10,2014.06.10,2036.01.28,,,,기업신용평가
(주)케이티스카이라이프,정기,AA-↓,,AA-,Stable,2014.06.10,2014.06.10,2018.04.22,,,,기업신용평가
롯데렌탈(주),정기,AA-↓,,A+,Stable,2014.06.10,2014.06.10,2022.05.31,,,,기업신용평가
롯데오토리스(주),정기,A↓,,A-,Stable,2014.06.10,2014.06.10,2014.06.17,,,,기업신용평가
삼성물산(주),정기,AA-,Stable,AA-,Stable,2014.06.10,2014.06.10,2018.09.05,,,,기업신용평가
삼성에스디아이(주),정기,AA,Stable,AA,Stable,2014.06.10,2014.06.10,2020.09.14,,,,기업신용평가
현대오일뱅크(주),정기,AA-,Stable,AA-,Positive,2014.06.10,2014.06.10,2024.07.07,,,,기업신용평가
(주)삼천리,정기,AA+,Stable,AA+,Stable,2014.06.03,2014.06.09,2021.05.27,,,,기업신용평가
(주)서울신문사,정기,BBB+,Stable,BBB+,Stable,2014.06.09,2014.06.09,2020.01.23,,,,기업신용평가
(주)예스코홀딩스,정기,AA,Stable,AA,Stable,2014.06.03,2014.06.09,2015.04.13,,,,기업신용평가
국가철도공단,정기,AAA,Stable,AAA,Stable,2014.06.09,2014.06.09,2047.03.20,,,,기업신용평가
씨제이이앤엠(주),정기,AA-,Stable,AA-,Stable,2014.06.05,2014.06.05,2022.01.24,,,,기업신용평가
에스케이마리타임(주),정기,A-,Stable,A-,Stable,2014.06.05,2014.06.05,2018.11.01,,,,기업신용평가
(주)대성엘텍,정기,BB-,Stable,BB-,Stable,2014.06.03,2014.06.03,2018.08.02,,,,기업신용평가
(주)한라홀딩스,정기,AA-,Stable,AA-,Stable,2014.06.03,2014.06.03,2021.03.04,,,,기업신용평가
에스케이브로드밴드(주),정기,AA-,Stable,AA-,Positive,2014.06.03,2014.06.03,2022.02.03,,,,기업신용평가
전북개발공사,정기,AA+,Stable,AA+,Stable,2014.06.03,2014.06.03,2019.06.30,,,,기업신용평가
제주에너지공사,정기,AA,Stable,AA,Stable,2014.06.03,2014.06.03,2015.01.20,,,,기업신용평가
한국동서발전(주),정기,AAA,Stable,AAA,Stable,2014.06.03,2014.06.03,2027.04.28,,,,기업신용평가
한국지역난방공사,정기,AAA,Stable,AAA,Stable,2014.06.03,2014.06.03,2037.06.29,,,,기업신용평가
(주)한화갤러리아,정기,A-,Stable,A-,Stable,2014.06.02,2014.06.02,2018.09.09,,,,기업신용평가
한국서부발전(주),정기,AAA,Stable,AAA,Stable,2014.06.02,2014.06.02,2037.07.21,,,,기업신용평가
한국전력기술(주),정기,AA,Stable,AA,Stable,2014.06.02,2014.06.02,2022.06.15,,,,기업신용평가
(주)두산,정기,A+,Stable,A+,Stable,2014.05.30,2014.05.30,2019.10.29,,,,기업신용평가
(주)반도건설,본,,,BBB,Stable,2014.05.30,2014.05.30,2015.05.29,,,,기업신용평가
(주)영원무역,정기,A+,Stable,A+,Stable,2014.05.30,2014.05.30,2020.05.21,,,,기업신용평가
(주)우미토건,본,,,BB+,Stable,2014.05.30,2014.05.30,2016.06.30,,,,기업신용평가
(주)이랜드월드,정기,BBB+,Stable,BBB+,Stable,2014.05.30,2014.05.30,2017.10.06,,,,기업신용평가
금호석유화학(주),정기,A-,Stable,A-,Stable,2014.05.30,2014.05.30,2019.11.03,,,,기업신용평가
금호피앤비화학(주),정기,A-,Stable,A-,Negative,2014.05.30,2014.05.30,2019.05.17,,,,기업신용평가
기보스틸(주),정기,BB+,Stable,BB+,Stable,2014.05.30,2014.05.30,2018.06.29,,,,기업신용평가
농업협동조합중앙회,정기,AAA,Stable,AAA,Stable,2014.05.30,2014.05.30,2014.06.29,,,,기업신용평가
두산인프라코어(주),정기,A,Negative,A,Negative,2014.05.30,2014.05.30,2022.08.01,,,,기업신용평가
두산중공업(주),정기,A+,Stable,A+,Stable,2014.05.30,2014.05.30,2022.05.04,,,,기업신용평가
수산업협동조합중앙회,정기,AAA,Stable,AAA,Stable,2014.05.30,2014.05.30,2017.05.30,,,,기업신용평가
엘지엔시스(주),정기,A+,Stable,A+,Stable,2014.05.30,2014.05.30,2020.05.29,,,,기업신용평가
(주)대림,정기,A+,Stable,A+,Stable,2014.05.29,2014.05.29,2019.11.01,,,,기업신용평가
동원파이프(주),본,,,BB-,Stable,2014.05.29,2014.05.29,2018.06.29,,,,기업신용평가
(주)이수화학,정기,BBB,Stable,BBB,Stable,2014.05.28,2014.05.28,2014.12.23,,,,기업신용평가
씨제이프레시웨이(주),정기,A,Stable,A,Stable,2014.05.28,2014.05.28,2020.01.25,,,,기업신용평가
피에스앤마케팅(주),본,,,A+,Stable,2014.05.28,2014.05.28,2017.05.29,,,,기업신용평가
한국농어촌공사,정기,AAA,Stable,AAA,Stable,2014.05.28,2014.05.28,2022.06.22,,,,기업신용평가
(주)송암약품,수시,BB-,Stable,C,,2014.05.27,2014.05.27,2015.04.06,,,,기업신용평가
동국산업(주),정기,BBB+,Stable,BBB+,Stable,2014.05.27,2014.05.27,2014.12.19,,,,기업신용평가
비엔케이캐피탈(주),정기,A+,Stable,A+,Stable,2014.05.27,2014.05.27,2017.04.27,,,,기업신용평가
듀라케미(주),본,,,B-,Stable,2014.05.26,2014.05.26,2015.05.25,,,,기업신용평가
에스지에이(주),본,,,B+,Stable,2014.05.26,2014.05.26,2015.05.25,,,,기업신용평가
에스케이에너지(주),정기,AA+,Stable,AA+,Stable,2014.05.26,2014.05.26,2025.06.25,,,,기업신용평가
한국남동발전(주),정기,AAA,Stable,AAA,Stable,2014.05.26,2014.05.26,2034.12.15,,,,기업신용평가
한전케이피에스(주),정기,AA,Stable,AA,Stable,2014.05.26,2014.05.26,2014.10.10,,,,기업신용평가
깨끗한나라(주),정기,BBB+,Stable,BBB+,Stable,2014.05.23,2014.05.23,2018.05.23,,,,기업신용평가
대보인터내셔널쉬핑(주),정기,B+,Negative,B,Stable,2014.05.23,2014.05.23,2016.06.30,,,,기업신용평가
대신에프앤아이(주),정기,AA-↓,,AA-,Negative,2014.05.23,2014.05.23,2018.06.22,,,,기업신용평가
동원산업(주),본,,,AA-,Stable,2014.05.23,2014.05.23,2021.10.28,,,,기업신용평가
인천국제공항공사,정기,AAA,Stable,AAA,Stable,2014.05.23,2014.05.23,2023.04.21,,,,기업신용평가
일신건영(주),정기,BB+,Stable,BB+,Stable,2014.05.23,2014.05.23,2015.04.29,,,,기업신용평가
한국철도공사,정기,AAA,Stable,AAA,Stable,2014.05.23,2014.05.23,2046.11.23,,,,기업신용평가
KB캐피탈(주),정기,AA-,Stable,AA-,Stable,2014.05.22,2014.05.22,2017.05.24,,,,기업신용평가
삼성제약(주),정기,B+,Stable,B,Negative,2014.05.21,2014.05.21,2015.11.16,,,,기업신용평가
중소기업은행,정기,AAA,Stable,AAA,Stable,2014.05.21,2014.05.21,2018.05.29,,,,기업신용평가
청목건설(주),본,,,B+,Stable,2014.05.21,2014.05.21,2015.05.20,,,,기업신용평가
(주)경남은행,정기,AA+,Stable,AA+,Stable,2014.05.20,2014.05.20,2043.11.28,,,,기업신용평가
(주)티이씨앤코,정기,B,Stable,B-↓,,2014.05.20,2014.05.20,2015.08.13,,,,기업신용평가
양우건설(주),정기,BB+,Stable,BB+,Stable,2014.05.20,2014.05.20,2016.05.01,,,,기업신용평가
하나캐피탈(주),정기,A+,Stable,A+,Stable,2014.05.20,2014.05.20,2018.04.22,,,,기업신용평가
(주)동아일보사,정기,BBB+,Stable,BBB+,Stable,2014.05.19,2014.05.19,2014.11.24,,,,기업신용평가
동부건설(주),수시,BBB-,Stable,BBB-,Negative,2014.05.19,2014.05.19,2016.05.03,,,,기업신용평가
에스케이(주),정기,AA+,Stable,AA+,Stable,2014.05.19,2014.05.19,2022.02.06,,,,기업신용평가
엘지전자(주),정기,AA,Stable,AA,Stable,2014.05.19,2014.05.19,2030.02.02,,,,기업신용평가
한국주택금융공사,본,,,AAA,Stable,2014.05.19,2014.05.19,2015.05.18,,,,기업신용평가
(주)BNK금융지주,정기,AAA,Stable,AAA,Stable,2014.05.16,2014.05.16,2018.05.17,,,,기업신용평가
신영증권(주),본,,,AA-,Stable,2014.05.16,2014.05.16,2015.05.15,,,,기업신용평가
한국가스공사,정기,AAA,Stable,AAA,Stable,2014.05.16,2014.05.16,2044.08.22,,,,기업신용평가
