회사명,종류,구분,회차,발행액,직전등급(Outlook),현재등급(Outlook),평가일,공시일,평가의견,보고서,Type,평가기준일,직전등급,현재등급,한도설정일,발행한도
삼성증권(주),FB,본,16-1,1700.0,,AA+ (안정적),2021.06.25,2021.06.25 ( 17 : 40 ),,,전자단기사채,,,,,
삼성카드(주),FB,본,2521,,,AA+ (안정적),2021.06.30,2021.06.30 ( 13 : 46 ),,,전자단기사채,,,,,
(주)삼양사,SB,정기,4-2,600.0,AA-(안정적),AA- (안정적),2021.06.22,2021.06.23 ( 15 : 35 ),,,전자단기사채,,,,,
(주)삼양사,SB,정기,4-1,800.0,AA-(안정적),AA- (안정적),2021.06.22,2021.06.23 ( 15 : 35 ),,,전자단기사채,,,,,
(주)삼양사,SB,정기,3-2,1000.0,AA-(안정적),AA- (안정적),2021.06.22,2021.06.23 ( 15 : 35 ),,,전자단기사채,,,,,
(주)삼양사,SB,정기,3-1,1500.0,AA-(안정적),AA- (안정적),2021.06.22,2021.06.23 ( 15 : 35 ),,,전자단기사채,,,,,
(주)삼양사,SB,정기,002,1400.0,AA-(안정적),AA- (안정적),2021.06.22,2021.06.23 ( 15 : 35 ),,,전자단기사채,,,,,
(주)삼양홀딩스,SB,정기,092,1100.0,AA-(안정적),AA- (안정적),2021.06.22,2021.06.23 ( 15 : 35 ),,,전자단기사채,,,,,
(주)삼양홀딩스,SB,정기,091,600.0,AA-(안정적),AA- (안정적),2021.06.22,2021.06.23 ( 15 : 35 ),,,전자단기사채,,,,,
(주)서울리거,BW,정기,004,200.0,B(안정적),B- (안정적),2021.06.30,2021.07.01 ( 15 : 37 ),,,전자단기사채,,,,,
성화산업(주),SB(P),정기,006,50.0,BB(안정적),BB (안정적),2021.06.28,2021.06.28 ( 15 : 06 ),,,전자단기사채,,,,,
신성통상(주),SB,수시,083,200.0,BBB-(안정적),BBB- (긍정적),2021.06.28,2021.06.29 ( 09 : 58 ),,,전자단기사채,,,,,
(주)신세계센트럴시티,SB,본,007,1200.0,,AA- (안정적),2021.07.07,2021.07.07 ( 12 : 58 ),,,전자단기사채,,,,,
(주)신세계푸드,SB,정기,002,1000.0,A+(안정적),A+ (안정적),2021.06.29,2021.06.29 ( 17 : 58 ),,,전자단기사채,,,,,
(주)신세계푸드,SB,정기,001,1000.0,A+(안정적),A+ (안정적),2021.06.29,2021.06.29 ( 17 : 58 ),,,전자단기사채,,,,,
신한라이프생명보험(주),FB(Sub),수시,001,2000.0,AA↑(없음),AA+ (안정적),2021.07.05,2021.07.05 ( 17 : 27 ),,,전자단기사채,,,,,
(주)신한은행,FB,본,신한은행25-07-이-1-A,4800.0,,AAA (안정적),2021.06.30,2021.06.30 ( 13 : 57 ),,,전자단기사채,,,,,
(주)신한은행,FB,본,신한은행25-07-복-20-A,1000.0,,AAA (안정적),2021.06.30,2021.06.30 ( 13 : 57 ),,,전자단기사채,,,,,
신한카드(주),FB,본,2113,,,AA+ (안정적),2021.06.28,2021.06.28 ( 16 : 05 ),,,전자단기사채,,,,,
신한캐피탈(주),FB,본,443-2,200.0,,AA- (안정적),2021.07.01,2021.07.01 ( 15 : 07 ),,,전자단기사채,,,,,
신한캐피탈(주),FB,본,443-1,1000.0,,AA- (안정적),2021.07.01,2021.07.01 ( 15 : 07 ),,,전자단기사채,,,,,
(주)쌍방울,SB(P),정기,010,51.0,BB-(부정적),BB- (부정적),2021.06.23,2021.06.24 ( 13 : 09 ),,,전자단기사채,,,,,
쌍용C&E(주),SB,정기,315,1500.0,A-(긍정적),A (안정적),2021.06.30,2021.07.01 ( 10 : 58 ),,,전자단기사채,,,,,
쌍용C&E(주),SB,정기,313-2,1000.0,A-(긍정적),A (안정적),2021.06.30,2021.07.01 ( 10 : 58 ),,,전자단기사채,,,,,
쌍용C&E(주),SB,정기,313-1,1000.0,A-(긍정적),A (안정적),2021.06.30,2021.07.01 ( 10 : 58 ),,,전자단기사채,,,,,
(주)아이비케이캐피탈,FB,본,239-1,,,AA- (안정적),2021.07.14,2021.07.14 ( 15 : 39 ),,,전자단기사채,,,,,
아주산업(주),SB,본,035,700.0,,A- (안정적),2021.07.09,2021.07.12 ( 13 : 19 ),,,전자단기사채,,,,,
(주)애큐온캐피탈,FB,본,158,300.0,,A (안정적),2021.07.08,2021.07.08 ( 14 : 35 ),,,전자단기사채,,,,,
(주)에스비에스,SB,정기,12-2,800.0,AA(안정적),AA (안정적),2021.06.24,2021.06.25 ( 10 : 26 ),,,전자단기사채,,,,,
(주)에스비에스,SB,정기,12-1,700.0,AA(안정적),AA (안정적),2021.06.24,2021.06.25 ( 10 : 26 ),,,전자단기사채,,,,,
(주)에스비에스,SB,정기,11-2,300.0,AA(안정적),AA (안정적),2021.06.24,2021.06.25 ( 10 : 26 ),,,전자단기사채,,,,,
(주)에스앤아이코퍼레이션(주)서브원 연대보증,SB,정기,2-2,1300.0,AA-(안정적),AA- (안정적),2021.06.29,2021.06.30 ( 14 : 54 ),,,전자단기사채,,,,,
(주)에스앤아이코퍼레이션(주)서브원 연대보증,SB,정기,1-2,900.0,AA-(안정적),AA- (안정적),2021.06.29,2021.06.30 ( 14 : 54 ),,,전자단기사채,,,,,
(주)에스앤아이코퍼레이션,SB,정기,004,1100.0,A+(안정적),A+ (안정적),2021.06.29,2021.06.30 ( 14 : 54 ),,,전자단기사채,,,,,
에스케이가스(주),SB,본,39-2,700.0,,AA- (안정적),2021.07.02,2021.07.02 ( 13 : 51 ),,,전자단기사채,,,,,
에스케이가스(주),SB,본,39-1,800.0,,AA- (안정적),2021.07.02,2021.07.02 ( 13 : 51 ),,,전자단기사채,,,,,
에스케이브로드밴드(주),SB,본,051,1000.0,,AA (안정적),2021.06.25,2021.06.25 ( 18 : 38 ),,,전자단기사채,,,,,
에스케이브로드밴드(주),SB,정기,49-2,1000.0,AA(안정적),AA (안정적),2021.06.25,2021.06.25 ( 18 : 38 ),,,전자단기사채,,,,,
에스케이브로드밴드(주),SB,정기,49-1,1000.0,AA(안정적),AA (안정적),2021.06.25,2021.06.25 ( 18 : 38 ),,,전자단기사채,,,,,
에스케이브로드밴드(주),SB,정기,48-3,500.0,AA(안정적),AA (안정적),2021.06.25,2021.06.25 ( 18 : 38 ),,,전자단기사채,,,,,
에스케이브로드밴드(주),SB,정기,48-2,1000.0,AA(안정적),AA (안정적),2021.06.25,2021.06.25 ( 18 : 38 ),,,전자단기사채,,,,,
에스케이브로드밴드(주),SB,정기,48-1,800.0,AA(안정적),AA (안정적),2021.06.25,2021.06.25 ( 18 : 38 ),,,전자단기사채,,,,,
에스케이브로드밴드(주),SB,정기,47-2,1600.0,AA(안정적),AA (안정적),2021.06.25,2021.06.25 ( 18 : 38 ),,,전자단기사채,,,,,
에스케이브로드밴드(주),SB,정기,47-1,500.0,AA(안정적),AA (안정적),2021.06.25,2021.06.25 ( 18 : 38 ),,,전자단기사채,,,,,
에스케이브로드밴드(주),SB,정기,46-2,800.0,AA(안정적),AA (안정적),2021.06.25,2021.06.25 ( 18 : 38 ),,,전자단기사채,,,,,
에스케이브로드밴드(주),SB,정기,45-2,1400.0,AA(안정적),AA (안정적),2021.06.25,2021.06.25 ( 18 : 38 ),,,전자단기사채,,,,,
에스케이브로드밴드(주),SB,정기,43-2,1200.0,AA(안정적),AA (안정적),2021.06.25,2021.06.25 ( 18 : 38 ),,,전자단기사채,,,,,
에스케이브로드밴드(주),SB,정기,050,1600.0,AA(안정적),AA (안정적),2021.06.25,2021.06.25 ( 18 : 38 ),,,전자단기사채,,,,,
에스케이브로드밴드(주),SB,정기,044,1500.0,AA(안정적),AA (안정적),2021.06.25,2021.06.25 ( 18 : 38 ),,,전자단기사채,,,,,
에스케이씨(주),SB,정기,142-2,950.0,A+(안정적),A+ (안정적),2021.06.25,2021.06.28 ( 14 : 00 ),,,전자단기사채,,,,,
에스케이씨(주),SB,정기,142-1,1050.0,A+(안정적),A+ (안정적),2021.06.25,2021.06.28 ( 14 : 00 ),,,전자단기사채,,,,,
에스케이씨(주),SB,정기,140-2,800.0,A+(안정적),A+ (안정적),2021.06.25,2021.06.28 ( 14 : 00 ),,,전자단기사채,,,,,
에스케이씨(주),SB,정기,139-2,800.0,A+(안정적),A+ (안정적),2021.06.25,2021.06.28 ( 14 : 00 ),,,전자단기사채,,,,,
에스케이에코플랜트(주),SB,본,168-2,1000.0,,A- (안정적),2021.07.15,2021.07.15 ( 15 : 29 ),,,전자단기사채,,,,,
에스케이에코플랜트(주),SB,본,168-1,500.0,,A- (안정적),2021.07.15,2021.07.15 ( 15 : 29 ),,,전자단기사채,,,,,
에스케이증권(주),"FB(Sub,P)",본,023,550.0,,A- (안정적),2021.06.24,2021.06.24 ( 16 : 27 ),,,전자단기사채,,,,,
에스케이텔레시스(주)에스케이씨(주) 지급보증,SB,본,008,300.0,,A+ (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,80-4,1000.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,80-3,500.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,80-2,800.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,80-1,800.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,79-3,1100.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,79-2,400.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,79-1,1400.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,78-4,700.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,78-3,500.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,78-2,1300.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,78-1,1700.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,77-4,600.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,77-3,400.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,77-2,700.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,77-1,2300.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,76-5,500.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,76-4,500.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,76-3,1200.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,76-2,600.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,76-1,1200.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,75-4,500.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,75-3,500.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,75-2,1200.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,75-1,1800.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,74-3,500.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,74-2,1500.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,74-1,1000.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,73-4,900.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,73-3,2000.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,73-2,1000.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,72-3,1000.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,72-2,800.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,71-4,900.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,71-3,1000.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,71-2,1200.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,70-4,500.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,70-3,1200.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,69-4,800.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,69-3,900.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,68-3,700.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,68-2,1000.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,67-3,900.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,67-2,700.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,66-3,500.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,66-2,1500.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,66-1,1000.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,65-3,1900.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,65-2,1500.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,64-2,1500.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,63-2,1300.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,63-1,2300.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,62-3,900.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,62-2,1400.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
에스케이텔레콤(주),SB,정기,61-2,1900.0,AAA(안정적),AAA (안정적),2021.06.25,2021.06.25 ( 18 : 43 ),,,전자단기사채,,,,,
(주)에이디티캡스,SB,본,6-2,800.0,,A (안정적),2021.07.14,2021.07.14 ( 16 : 07 ),,,전자단기사채,,,,,
(주)에이디티캡스,SB,본,6-1,1200.0,,A (안정적),2021.07.14,2021.07.14 ( 16 : 07 ),,,전자단기사채,,,,,
에이제이셀카(주)한국자산관리공사 지급보증,CoB,정기,1-1,180.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 16 : 30 ),,,전자단기사채,,,,,
에이치디씨현대이피(주),SB,정기,001,400.0,A-(안정적),A- (안정적),2021.07.07,2021.07.07 ( 16 : 20 ),,,전자단기사채,,,,,
에이치라인해운(주),SB(P),정기,003,150.0,A-(안정적),A- (안정적),2021.06.22,2021.06.22 ( 17 : 15 ),,,전자단기사채,,,,,
엔브이에이치코리아(주),SB(P),본,012,,,BB+ (안정적),2021.07.15,2021.07.15 ( 15 : 29 ),,,전자단기사채,,,,,
엔에이치농협캐피탈(주),FB,본,엔에이치농협캐피탈166-3(지),300.0,,AA- (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
엔에이치농협캐피탈(주),FB,본,엔에이치농협캐피탈166-2(지),300.0,,AA- (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
엔에이치농협캐피탈(주),FB,본,엔에이치농협캐피탈166-1(지),400.0,,AA- (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,99-3,1100.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,99-2,1000.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,98-3,1000.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,108-4,300.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,108-3,700.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,108-2,2000.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,108-1,1000.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,107-2,1000.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,107-1,2000.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,106-4,700.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,106-3,500.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,106-2,1200.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,106-1,1600.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,103-3,600.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,103-2,800.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,102-3,1100.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,102-2,1000.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,100-3,1400.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지유플러스,SB,정기,100-2,1100.0,AA(안정적),AA (안정적),2021.06.24,2021.06.24 ( 17 : 48 ),,,전자단기사채,,,,,
(주)엘지하우시스,SB,정기,8-2,1000.0,AA-(안정적),AA- (안정적),2021.06.30,2021.06.30 ( 15 : 57 ),,,전자단기사채,,,,,
(주)엘지하우시스,SB,정기,7-2,500.0,AA-(안정적),AA- (안정적),2021.06.30,2021.06.30 ( 15 : 57 ),,,전자단기사채,,,,,
(주)엘지하우시스,SB,정기,11-2,800.0,AA-(안정적),AA- (안정적),2021.06.30,2021.06.30 ( 15 : 57 ),,,전자단기사채,,,,,
(주)엘지하우시스,SB,정기,10-2,600.0,AA-(안정적),AA- (안정적),2021.06.30,2021.06.30 ( 15 : 57 ),,,전자단기사채,,,,,
(주)엘지화학,SB,정기,54-5,1200.0,AA+(안정적),AA+ (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
(주)엘지화학,SB,정기,54-4,2600.0,AA+(안정적),AA+ (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
(주)엘지화학,SB,정기,54-3,2000.0,AA+(안정적),AA+ (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
(주)엘지화학,SB,정기,54-2,2700.0,AA+(안정적),AA+ (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
(주)엘지화학,SB,정기,54-1,3500.0,AA+(안정적),AA+ (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
(주)엘지화학,SB,정기,53-4,2500.0,AA+(안정적),AA+ (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
(주)엘지화학,SB,정기,53-3,500.0,AA+(안정적),AA+ (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
(주)엘지화학,SB,정기,53-2,2500.0,AA+(안정적),AA+ (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
(주)엘지화학,SB,정기,53-1,3500.0,AA+(안정적),AA+ (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
(주)엘지화학,SB,정기,51-4,3000.0,AA+(안정적),AA+ (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
(주)엘지화학,SB,정기,51-3,2700.0,AA+(안정적),AA+ (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
(주)엘지화학,SB,정기,51-2,2400.0,AA+(안정적),AA+ (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
(주)엘지화학,SB,정기,50-3,2800.0,AA+(안정적),AA+ (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
(주)엘지화학,SB,정기,50-2,4000.0,AA+(안정적),AA+ (안정적),2021.06.30,2021.06.30 ( 18 : 00 ),,,전자단기사채,,,,,
예금보험공사,PFB,본,2021-04,,,AAA (안정적),2021.07.01,2021.07.01 ( 13 : 27 ),,,전자단기사채,,,,,
오성첨단소재(주),BW,정기,020,240.0,B(안정적),B (안정적),2021.07.14,2021.07.14 ( 16 : 34 ),,,전자단기사채,,,,,
